,billid,firstname,lastname,state,primaryorco,billstage,chambername
1497,101,,Roybal-Allard,,Co,INTRODUCED,Representative
1498,101,,Ruppersberger,,Co,INTRODUCED,Representative
1499,101,,Sánchez,,Co,INTRODUCED,Representative
1500,101,,Schakowsky,,Co,INTRODUCED,Representative
1501,101,,Schiff,,Co,INTRODUCED,Representative
1502,101,,Schneider,,Co,INTRODUCED,Representative
1503,101,,Serrano,,Co,INTRODUCED,Representative
1504,101,,Shea-Porter,,Co,INTRODUCED,Representative
1505,101,,Sherman,,Co,INTRODUCED,Representative
1506,101,,Sires,,Co,INTRODUCED,Representative
1507,101,,Soto,,Co,INTRODUCED,Representative
1508,101,,Speier,,Co,INTRODUCED,Representative
1509,101,,Takano,,Co,INTRODUCED,Representative
1510,101,,Titus,,Co,INTRODUCED,Representative
1511,101,,Tonko,,Co,INTRODUCED,Representative
1512,101,,Tsongas,,Co,INTRODUCED,Representative
1513,101,,Vargas,,Co,INTRODUCED,Representative
1514,101,,Velázquez,,Co,INTRODUCED,Representative
1515,101,,Walz,,Co,INTRODUCED,Representative
1516,101,Wasserman,Schultz,,Co,INTRODUCED,Representative
1517,101,Watson,Coleman,,Co,INTRODUCED,Representative
1518,101,,Welch,,Co,INTRODUCED,Representative
1519,101,,Yarmuth,,Co,INTRODUCED,Representative
1520,101,Blunt,Rochester,,Co,INTRODUCED,Representative
1521,101,,Bonamici,,Co,INTRODUCED,Representative
1522,101,,Veasey,,Co,INTRODUCED,Representative
1523,101,,DeFazio,,Co,INTRODUCED,Representative
1524,101,Jackson,Lee,,Co,INTRODUCED,Representative
1525,101,,Payne,,Co,INTRODUCED,Representative
1526,101,,Lowey,,Co,INTRODUCED,Representative
1527,101,,Vela,,Co,INTRODUCED,Representative
1528,101,,Engel,,Co,INTRODUCED,Representative
1529,101,,Bass,,Co,INTRODUCED,Representative
1530,101,,Rosen,,Co,INTRODUCED,Representative
1531,101,,Costa,,Co,INTRODUCED,Representative
1532,101,,Peters,,Co,INTRODUCED,Representative
1533,101,,Meng,,Co,INTRODUCED,Representative
1534,101,,Rush,,Co,INTRODUCED,Representative
1535,101,,Kihuen,,Co,INTRODUCED,Representative
1536,101,,Ruiz,,Co,INTRODUCED,Representative
1537,101,,Moore,,Co,INTRODUCED,Representative
1538,101,,Carbajal,,Co,INTRODUCED,Representative
1539,101,,Foster,,Co,INTRODUCED,Representative
1540,102,,Zeldin,,Primary,INTRODUCED,Representative
1541,102,,Fitzpatrick,,Co,INTRODUCED,Representative
1542,102,,Suozzi,,Co,INTRODUCED,Representative
1543,103,,Hatch,,Primary,INTRODUCED,Representative
1544,103,,,,Co,INTRODUCED,Representative
1545,104,,Nelson,,Primary,INTRODUCED,Representative
1546,104,,Rubio,,Co,INTRODUCED,Representative
1547,105,,,,Co,INTRODUCED,Representative
1548,106,,Leahy,,Primary,INTRODUCED,Representative
1549,106,,Daines,,Co,INTRODUCED,Representative
1550,107,,Velázquez,,Primary,INTRODUCED,Representative
1551,107,,,,Co,INTRODUCED,Representative
1552,108,,Clay,,Primary,INTRODUCED,Representative
1553,108,,Adams,,Co,INTRODUCED,Representative
1554,108,,Bass,,Co,INTRODUCED,Representative
1555,108,,Beatty,,Co,INTRODUCED,Representative
1556,108,,Beyer,,Co,INTRODUCED,Representative
1557,108,,Butterfield,,Co,INTRODUCED,Representative
1558,108,,Clyburn,,Co,INTRODUCED,Representative
1559,108,,Cohen,,Co,INTRODUCED,Representative
1560,108,,Connolly,,Co,INTRODUCED,Representative
1561,108,,Conyers,,Co,INTRODUCED,Representative
1562,108,,Cummings,,Co,INTRODUCED,Representative
1563,108,,DeLauro,,Co,INTRODUCED,Representative
1564,108,,Dingell,,Co,INTRODUCED,Representative
1565,108,,Fudge,,Co,INTRODUCED,Representative
1566,108,,Gallego,,Co,INTRODUCED,Representative
1567,108,,Grijalva,,Co,INTRODUCED,Representative
1568,108,,Hastings,,Co,INTRODUCED,Representative
1569,108,,Norton,,Co,INTRODUCED,Representative
1570,108,,Hoyer,,Co,INTRODUCED,Representative
1571,108,Jackson,Lee,,Co,INTRODUCED,Representative
1572,108,,Jeffries,,Co,INTRODUCED,Representative
1573,108,,Lee,,Co,INTRODUCED,Representative
1574,108,,Lowenthal,,Co,INTRODUCED,Representative
1575,108,,McGovern,,Co,INTRODUCED,Representative
1576,108,,Meeks,,Co,INTRODUCED,Representative
1577,108,,Moore,,Co,INTRODUCED,Representative
1578,108,,Nadler,,Co,INTRODUCED,Representative
1579,108,,Napolitano,,Co,INTRODUCED,Representative
1580,108,,Payne,,Co,INTRODUCED,Representative
1581,108,,Pocan,,Co,INTRODUCED,Representative
1582,108,,Polis,,Co,INTRODUCED,Representative
1583,108,,Richmond,,Co,INTRODUCED,Representative
1584,108,,Rush,,Co,INTRODUCED,Representative
1585,108,,Serrano,,Co,INTRODUCED,Representative
1586,108,,Torres,,Co,INTRODUCED,Representative
1587,108,,Turner,,Co,INTRODUCED,Representative
1588,108,,Vargas,,Co,INTRODUCED,Representative
1589,108,,Veasey,,Co,INTRODUCED,Representative
1590,108,,McCollum,,Co,INTRODUCED,Representative
1591,108,,Huffman,,Co,INTRODUCED,Representative
1592,108,,Sablan,,Co,INTRODUCED,Representative
1593,108,,Cartwright,,Co,INTRODUCED,Representative
1594,108,,Ross,,Co,INTRODUCED,Representative
1595,108,,Tsongas,,Co,INTRODUCED,Representative
1596,108,Wasserman,Schultz,,Co,INTRODUCED,Representative
1597,108,,Ruiz,,Co,INTRODUCED,Representative
1598,108,,Peters,,Co,INTRODUCED,Representative
1599,108,,Plaskett,,Co,INTRODUCED,Representative
1600,108,,Evans,,Co,INTRODUCED,Representative
1601,108,,Raskin,,Co,INTRODUCED,Representative
1602,108,,Demings,,Co,INTRODUCED,Representative
1603,108,,Lofgren,,Co,INTRODUCED,Representative
1604,109,,Bacon,,Primary,INTRODUCED,Representative
1605,109,,Fortenberry,,Co,INTRODUCED,Representative
1606,110,,Raskin,,Co,INTRODUCED,Representative
1607,110,,Jayapal,,Co,INTRODUCED,Representative
1608,110,,Vargas,,Co,INTRODUCED,Representative
1609,110,,Grijalva,,Co,INTRODUCED,Representative
1610,110,,Lofgren,,Co,INTRODUCED,Representative
1611,110,,Soto,,Co,INTRODUCED,Representative
1612,110,,Velázquez,,Co,INTRODUCED,Representative
1613,110,,Cohen,,Co,INTRODUCED,Representative
1614,110,,Conyers,,Co,INTRODUCED,Representative
1615,110,,Speier,,Co,INTRODUCED,Representative
1616,110,,McCollum,,Co,INTRODUCED,Representative
1617,110,,Bass,,Co,INTRODUCED,Representative
1618,111,,Norton,,Primary,INTRODUCED,Representative
1619,111,,,,Co,INTRODUCED,Representative
1620,112,Jackson,Lee,,Primary,INTRODUCED,Representative
1621,112,,Nadler,,Co,INTRODUCED,Representative
1622,112,,Beatty,,Co,INTRODUCED,Representative
1623,112,,Khanna,,Co,INTRODUCED,Representative
1624,112,,Jayapal,,Co,INTRODUCED,Representative
1625,112,,Vela,,Co,INTRODUCED,Representative
1626,112,,McGovern,,Co,INTRODUCED,Representative
1627,112,,Pallone,,Co,INTRODUCED,Representative
1628,112,,Veasey,,Co,INTRODUCED,Representative
1629,112,,Moore,,Co,INTRODUCED,Representative
1630,112,,Richmond,,Co,INTRODUCED,Representative
1631,112,,Clay,,Co,INTRODUCED,Representative
1632,112,,Demings,,Co,INTRODUCED,Representative
1633,112,,Hastings,,Co,INTRODUCED,Representative
1634,112,,Payne,,Co,INTRODUCED,Representative
1635,112,,Norton,,Co,INTRODUCED,Representative
1636,112,,Cohen,,Co,INTRODUCED,Representative
1637,112,,Fudge,,Co,INTRODUCED,Representative
1638,112,,Ellison,,Co,INTRODUCED,Representative
1639,112,,Lee,,Co,INTRODUCED,Representative
1640,112,,Rush,,Co,INTRODUCED,Representative
1641,112,,Butterfield,,Co,INTRODUCED,Representative
1642,112,,Bass,,Co,INTRODUCED,Representative
1643,112,Watson,Coleman,,Co,INTRODUCED,Representative
1644,112,,Plaskett,,Co,INTRODUCED,Representative
1645,112,,Cleaver,,Co,INTRODUCED,Representative
1646,112,,Evans,,Co,INTRODUCED,Representative
1647,112,,McEachin,,Co,INTRODUCED,Representative
1648,112,,Espaillat,,Co,INTRODUCED,Representative
1649,112,,Cummings,,Co,INTRODUCED,Representative
1650,112,,Meeks,,Co,INTRODUCED,Representative
1651,112,,Lawrence,,Co,INTRODUCED,Representative
1652,112,,Adams,,Co,INTRODUCED,Representative
1653,112,,Jeffries,,Co,INTRODUCED,Representative
1654,112,,Clyburn,,Co,INTRODUCED,Representative
1655,112,,Soto,,Co,INTRODUCED,Representative
1656,112,Blunt,Rochester,,Co,INTRODUCED,Representative
1657,113,,Wicker,,Primary,INTRODUCED,Representative
1658,113,,Gillibrand,,Co,INTRODUCED,Representative
1659,113,,Baldwin,,Co,INTRODUCED,Representative
1660,113,,Bennet,,Co,INTRODUCED,Representative
1661,113,,Blumenthal,,Co,INTRODUCED,Representative
1662,113,,Booker,,Co,INTRODUCED,Representative
1663,113,,Brown,,Co,INTRODUCED,Representative
1664,113,,Cantwell,,Co,INTRODUCED,Representative
1665,113,,Cardin,,Co,INTRODUCED,Representative
1666,113,,Carper,,Co,INTRODUCED,Representative
1667,113,,Coons,,Co,INTRODUCED,Representative
1668,113,,Cornyn,,Co,INTRODUCED,Representative
1669,113,Cortez,Masto,,Co,INTRODUCED,Representative
1670,113,,Donnelly,,Co,INTRODUCED,Representative
1671,113,,Durbin,,Co,INTRODUCED,Representative
1672,113,,Feinstein,,Co,INTRODUCED,Representative
1673,113,,Grassley,,Co,INTRODUCED,Representative
1674,113,,Harris,,Co,INTRODUCED,Representative
1675,113,,Hassan,,Co,INTRODUCED,Representative
1676,113,,Hatch,,Co,INTRODUCED,Representative
1677,113,,Heller,,Co,INTRODUCED,Representative
1678,113,,Hirono,,Co,INTRODUCED,Representative
1679,113,,Jones,,Co,INTRODUCED,Representative
1680,113,,Kaine,,Co,INTRODUCED,Representative
1681,113,,King,,Co,INTRODUCED,Representative
1682,113,,Klobuchar,,Co,INTRODUCED,Representative
1683,113,,Lee,,Co,INTRODUCED,Representative
1684,113,,Murkowski,,Co,INTRODUCED,Representative
1685,113,,Murphy,,Co,INTRODUCED,Representative
1686,113,,Murray,,Co,INTRODUCED,Representative
1687,113,,Nelson,,Co,INTRODUCED,Representative
1688,113,,Paul,,Co,INTRODUCED,Representative
1689,113,,Perdue,,Co,INTRODUCED,Representative
1690,113,,Peters,,Co,INTRODUCED,Representative
1691,113,,Portman,,Co,INTRODUCED,Representative
1692,113,,Rubio,,Co,INTRODUCED,Representative
1693,113,,Schumer,,Co,INTRODUCED,Representative
1694,113,,Scott,,Co,INTRODUCED,Representative
1695,113,,Smith,,Co,INTRODUCED,Representative
1696,113,,Stabenow,,Co,INTRODUCED,Representative
1697,113,,Tillis,,Co,INTRODUCED,Representative
1698,113,Van,Hollen,,Co,INTRODUCED,Representative
1699,113,,Warner,,Co,INTRODUCED,Representative
1700,113,,Warren,,Co,INTRODUCED,Representative
1701,113,,Whitehouse,,Co,INTRODUCED,Representative
1702,113,,Wyden,,Co,INTRODUCED,Representative
1703,113,,Young,,Co,INTRODUCED,Representative
1704,113,,Cruz,,Co,INTRODUCED,Representative
1705,114,,,,Primary,INTRODUCED,Representative
1706,114,,,,Co,INTRODUCED,Representative
1707,115,,Gabbard,,Primary,INTRODUCED,Representative
1708,115,,Soto,,Co,INTRODUCED,Representative
1709,115,,ORourke,,Co,INTRODUCED,Representative
1710,115,,Blumenauer,,Co,INTRODUCED,Representative
1711,115,,Rohrabacher,,Co,INTRODUCED,Representative
1712,115,,Gaetz,,Co,INTRODUCED,Representative
1713,115,,DeFazio,,Co,INTRODUCED,Representative
1714,115,,Norton,,Co,INTRODUCED,Representative
1715,115,,Titus,,Co,INTRODUCED,Representative
1716,115,,Crist,,Co,INTRODUCED,Representative
1717,115,,Garrett,,Co,INTRODUCED,Representative
1718,115,,Correa,,Co,INTRODUCED,Representative
1719,115,,Lee,,Co,INTRODUCED,Representative
1720,115,,Pocan,,Co,INTRODUCED,Representative
1721,115,,Carbajal,,Co,INTRODUCED,Representative
1722,115,,Quigley,,Co,INTRODUCED,Representative
1723,115,,Jayapal,,Co,INTRODUCED,Representative
1724,115,,Hanabusa,,Co,INTRODUCED,Representative
1725,115,,Raskin,,Co,INTRODUCED,Representative
1726,115,,Polis,,Co,INTRODUCED,Representative
1727,115,,Schakowsky,,Co,INTRODUCED,Representative
1728,115,,Cohen,,Co,INTRODUCED,Representative
1729,116,,Tillis,,Primary,INTRODUCED,Representative
1730,116,,,,Co,INTRODUCED,Representative
1731,117,,Young,,Primary,INTRODUCED,Representative
1732,117,,,,Co,INTRODUCED,Representative
1733,118,Jackson,Lee,,Primary,INTRODUCED,Representative
1734,118,,Raskin,,Co,INTRODUCED,Representative
1735,119,,Crowley,,Primary,INTRODUCED,Representative
1736,119,,,,Co,INTRODUCED,Representative
1737,120,,Gillibrand,,Primary,INTRODUCED,Representative
1738,120,,Merkley,,Co,INTRODUCED,Representative
1739,120,,Warren,,Co,INTRODUCED,Representative
1740,120,,Udall,,Co,INTRODUCED,Representative
1741,121,,Alexander,,Primary,INTRODUCED,Representative
1742,121,,,,Co,INTRODUCED,Representative
1743,122,,Harris,,Primary,INTRODUCED,Representative
1744,122,,Stabenow,,Co,INTRODUCED,Representative
1745,122,,Feinstein,,Co,INTRODUCED,Representative
1746,122,,Murray,,Co,INTRODUCED,Representative
1747,122,,Gillibrand,,Co,INTRODUCED,Representative
1748,122,,Hirono,,Co,INTRODUCED,Representative
1749,122,,Warren,,Co,INTRODUCED,Representative
1750,122,,Baldwin,,Co,INTRODUCED,Representative
1751,122,,Booker,,Co,INTRODUCED,Representative
1752,122,,Merkley,,Co,INTRODUCED,Representative
1753,122,,Wyden,,Co,INTRODUCED,Representative
1754,122,,Blumenthal,,Co,INTRODUCED,Representative
1755,123,,Blunt,,Primary,INTRODUCED,Representative
1756,123,,Nelson,,Co,INTRODUCED,Representative
1757,124,Jackson,Lee,,Primary,INTRODUCED,Representative
1758,124,,Hastings,,Co,INTRODUCED,Representative
1759,124,,Veasey,,Co,INTRODUCED,Representative
1760,124,,Norton,,Co,INTRODUCED,Representative
1761,124,,Moore,,Co,INTRODUCED,Representative
1762,124,,Connolly,,Co,INTRODUCED,Representative
1763,124,,Butterfield,,Co,INTRODUCED,Representative
1764,124,,Deutch,,Co,INTRODUCED,Representative
1765,124,,Gutiérrez,,Co,INTRODUCED,Representative
1766,124,,Cohen,,Co,INTRODUCED,Representative
1767,124,,Kildee,,Co,INTRODUCED,Representative
1768,124,,Meeks,,Co,INTRODUCED,Representative
1769,124,,Pocan,,Co,INTRODUCED,Representative
1770,124,,Pallone,,Co,INTRODUCED,Representative
1771,124,,Vela,,Co,INTRODUCED,Representative
1772,124,,Beatty,,Co,INTRODUCED,Representative
1773,124,,Jeffries,,Co,INTRODUCED,Representative
1774,124,,Engel,,Co,INTRODUCED,Representative
1775,124,,Rush,,Co,INTRODUCED,Representative
1776,124,,McCollum,,Co,INTRODUCED,Representative
1777,124,,Richmond,,Co,INTRODUCED,Representative
1778,124,,Conyers,,Co,INTRODUCED,Representative
1779,124,,Walz,,Co,INTRODUCED,Representative
1780,124,,Demings,,Co,INTRODUCED,Representative
1781,124,,Lee,,Co,INTRODUCED,Representative
1782,124,,Ellison,,Co,INTRODUCED,Representative
1783,124,,Payne,,Co,INTRODUCED,Representative
1784,124,,Clay,,Co,INTRODUCED,Representative
1785,124,,Adams,,Co,INTRODUCED,Representative
1786,124,,Evans,,Co,INTRODUCED,Representative
1787,124,,Torres,,Co,INTRODUCED,Representative
1788,124,,Lofgren,,Co,INTRODUCED,Representative
1789,124,,McEachin,,Co,INTRODUCED,Representative
1790,124,,Cummings,,Co,INTRODUCED,Representative
1791,124,,Levin,,Co,INTRODUCED,Representative
1792,124,,Lawrence,,Co,INTRODUCED,Representative
1793,124,,Grijalva,,Co,INTRODUCED,Representative
1794,124,,Vargas,,Co,INTRODUCED,Representative
1795,125,,Speier,,Primary,INTRODUCED,Representative
1796,125,,Fitzpatrick,,Co,INTRODUCED,Representative
1797,126,,DeFazio,,Primary,INTRODUCED,Representative
1798,126,,Courtney,,Co,INTRODUCED,Representative
1799,126,,Blumenauer,,Co,INTRODUCED,Representative
1800,126,,Bonamici,,Co,INTRODUCED,Representative
1801,126,,Garamendi,,Co,INTRODUCED,Representative
1802,126,,Ellison,,Co,INTRODUCED,Representative
1803,126,,Norton,,Co,INTRODUCED,Representative
1804,126,,Polis,,Co,INTRODUCED,Representative
1805,126,,Shea-Porter,,Co,INTRODUCED,Representative
1806,126,,Roybal-Allard,,Co,INTRODUCED,Representative
1807,126,,DeLauro,,Co,INTRODUCED,Representative
1808,127,,Hastings,,Primary,INTRODUCED,Representative
1809,127,,Moore,,Co,INTRODUCED,Representative
1810,127,,Meeks,,Co,INTRODUCED,Representative
1811,128,,Wicker,,Primary,INTRODUCED,Representative
1812,128,,Gillibrand,,Co,INTRODUCED,Representative
1813,128,,Baldwin,,Co,INTRODUCED,Representative
1814,128,,Bennet,,Co,INTRODUCED,Representative
1815,128,,Booker,,Co,INTRODUCED,Representative
1816,128,,Burr,,Co,INTRODUCED,Representative
1817,128,,Cantwell,,Co,INTRODUCED,Representative
1818,128,,Cardin,,Co,INTRODUCED,Representative
1819,128,,Casey,,Co,INTRODUCED,Representative
1820,128,,Cochran,,Co,INTRODUCED,Representative
1821,128,,Collins,,Co,INTRODUCED,Representative
1822,128,,Coons,,Co,INTRODUCED,Representative
1823,128,,Cornyn,,Co,INTRODUCED,Representative
1824,128,,Cruz,,Co,INTRODUCED,Representative
1825,128,,Duckworth,,Co,INTRODUCED,Representative
1826,128,,Durbin,,Co,INTRODUCED,Representative
1827,128,,Feinstein,,Co,INTRODUCED,Representative
1828,128,,Franken,,Co,INTRODUCED,Representative
1829,128,,Harris,,Co,INTRODUCED,Representative
1830,128,,Kaine,,Co,INTRODUCED,Representative
1831,128,,King,,Co,INTRODUCED,Representative
1832,128,,Klobuchar,,Co,INTRODUCED,Representative
1833,128,,Lankford,,Co,INTRODUCED,Representative
1834,128,,Lee,,Co,INTRODUCED,Representative
1835,128,,Markey,,Co,INTRODUCED,Representative
1836,128,,Merkley,,Co,INTRODUCED,Representative
1837,128,,Moran,,Co,INTRODUCED,Representative
1838,128,,Murkowski,,Co,INTRODUCED,Representative
1839,128,,Murphy,,Co,INTRODUCED,Representative
1840,128,,Murray,,Co,INTRODUCED,Representative
1841,128,,Nelson,,Co,INTRODUCED,Representative
1842,128,,Paul,,Co,INTRODUCED,Representative
1843,128,,Perdue,,Co,INTRODUCED,Representative
1844,128,,Peters,,Co,INTRODUCED,Representative
1845,128,,Rubio,,Co,INTRODUCED,Representative
1846,128,,Scott,,Co,INTRODUCED,Representative
1847,128,,Stabenow,,Co,INTRODUCED,Representative
1848,128,,Tillis,,Co,INTRODUCED,Representative
1849,128,Van,Hollen,,Co,INTRODUCED,Representative
1850,128,,Warner,,Co,INTRODUCED,Representative
1851,128,,Warren,,Co,INTRODUCED,Representative
1852,128,,Whitehouse,,Co,INTRODUCED,Representative
1853,128,,Wyden,,Co,INTRODUCED,Representative
1854,128,,Young,,Co,INTRODUCED,Representative
1855,128,Cortez,Masto,,Co,INTRODUCED,Representative
1856,129,,Rosen,,Primary,INTRODUCED,Representative
1857,129,,,,Co,INTRODUCED,Representative
1858,130,,Holding,,Primary,INTRODUCED,Representative
1859,130,,Connolly,,Co,INTRODUCED,Representative
1860,130,,Meehan,,Co,INTRODUCED,Representative
1861,131,,Cardin,,Primary,INTRODUCED,Representative
1862,131,,Strange,,Co,INTRODUCED,Representative
1863,132,,Cardin,,Primary,INTRODUCED,Representative
1864,132,,Strange,,Co,INTRODUCED,Representative
1865,133,,Blunt,,Primary,INTRODUCED,Representative
1866,133,,Nelson,,Co,INTRODUCED,Representative
1867,134,,Jones,,Primary,INTRODUCED,Representative
1868,134,,,,Co,INTRODUCED,Representative
1869,135,,Beatty,,Primary,INTRODUCED,Representative
1870,135,,Wagner,,Co,INTRODUCED,Representative
1871,135,,Meeks,,Co,INTRODUCED,Representative
1872,135,,Conyers,,Co,INTRODUCED,Representative
1873,135,,Evans,,Co,INTRODUCED,Representative
1874,135,,Griffith,,Co,INTRODUCED,Representative
1875,135,Jackson,Lee,,Co,INTRODUCED,Representative
1876,135,,Payne,,Co,INTRODUCED,Representative
1877,135,,Carbajal,,Co,INTRODUCED,Representative
1878,135,,Ros-Lehtinen,,Co,INTRODUCED,Representative
1879,135,,Cárdenas,,Co,INTRODUCED,Representative
1880,135,,Richmond,,Co,INTRODUCED,Representative
1881,135,,Dingell,,Co,INTRODUCED,Representative
1882,135,,Hastings,,Co,INTRODUCED,Representative
1883,135,,Moore,,Co,INTRODUCED,Representative
1884,135,,Clay,,Co,INTRODUCED,Representative
1885,136,,Klobuchar,,Primary,INTRODUCED,Representative
1886,136,,Grassley,,Co,INTRODUCED,Representative
1887,136,,Feinstein,,Co,INTRODUCED,Representative
1888,136,,Crapo,,Co,INTRODUCED,Representative
1889,136,,Hirono,,Co,INTRODUCED,Representative
1890,137,,Peters,,Primary,INTRODUCED,Representative
1891,137,,Stabenow,,Co,INTRODUCED,Representative
1892,138,,Wicker,,Primary,INTRODUCED,Representative
1893,138,,Gillibrand,,Co,INTRODUCED,Representative
1894,138,,Baldwin,,Co,INTRODUCED,Representative
1895,138,,Bennet,,Co,INTRODUCED,Representative
1896,138,,Booker,,Co,INTRODUCED,Representative
1897,138,,Burr,,Co,INTRODUCED,Representative
1898,138,,Cantwell,,Co,INTRODUCED,Representative
1899,138,,Cardin,,Co,INTRODUCED,Representative
1900,138,,Casey,,Co,INTRODUCED,Representative
1901,138,,Cochran,,Co,INTRODUCED,Representative
1902,138,,Collins,,Co,INTRODUCED,Representative
1903,138,,Coons,,Co,INTRODUCED,Representative
1904,138,,Cornyn,,Co,INTRODUCED,Representative
1905,138,,Cruz,,Co,INTRODUCED,Representative
1906,138,,Duckworth,,Co,INTRODUCED,Representative
1907,138,,Durbin,,Co,INTRODUCED,Representative
1908,138,,Feinstein,,Co,INTRODUCED,Representative
1909,138,,Franken,,Co,INTRODUCED,Representative
1910,138,,Harris,,Co,INTRODUCED,Representative
1911,138,,Kaine,,Co,INTRODUCED,Representative
1912,138,,King,,Co,INTRODUCED,Representative
1913,138,,Klobuchar,,Co,INTRODUCED,Representative
1914,138,,Lankford,,Co,INTRODUCED,Representative
1915,138,,Lee,,Co,INTRODUCED,Representative
1916,138,,Markey,,Co,INTRODUCED,Representative
1917,138,,Merkley,,Co,INTRODUCED,Representative
1918,138,,Moran,,Co,INTRODUCED,Representative
1919,138,,Murkowski,,Co,INTRODUCED,Representative
1920,138,,Murphy,,Co,INTRODUCED,Representative
1921,138,,Murray,,Co,INTRODUCED,Representative
1922,138,,Nelson,,Co,INTRODUCED,Representative
1923,138,,Paul,,Co,INTRODUCED,Representative
1924,138,,Perdue,,Co,INTRODUCED,Representative
1925,138,,Peters,,Co,INTRODUCED,Representative
1926,138,,Rubio,,Co,INTRODUCED,Representative
1927,138,,Scott,,Co,INTRODUCED,Representative
1928,138,,Stabenow,,Co,INTRODUCED,Representative
1929,138,,Tillis,,Co,INTRODUCED,Representative
1930,138,Van,Hollen,,Co,INTRODUCED,Representative
1931,138,,Warner,,Co,INTRODUCED,Representative
1932,138,,Warren,,Co,INTRODUCED,Representative
1933,138,,Whitehouse,,Co,INTRODUCED,Representative
1934,138,,Wyden,,Co,INTRODUCED,Representative
1935,138,,Young,,Co,INTRODUCED,Representative
1936,139,,Conyers,,Primary,INTRODUCED,Representative
1937,139,,Lawrence,,Co,INTRODUCED,Representative
1938,139,,Dingell,,Co,INTRODUCED,Representative
1939,139,,Kildee,,Co,INTRODUCED,Representative
1940,139,,Levin,,Co,INTRODUCED,Representative
1941,140,,Butterfield,,Co,INTRODUCED,Representative
1942,140,,Norton,,Co,INTRODUCED,Representative
1943,140,,Garrett,,Co,INTRODUCED,Representative
1944,140,Jackson,Lee,,Co,INTRODUCED,Representative
1945,140,,Jayapal,,Co,INTRODUCED,Representative
1946,140,,Tonko,,Co,INTRODUCED,Representative
1947,140,,Napolitano,,Co,INTRODUCED,Representative
1948,140,,Deutch,,Co,INTRODUCED,Representative
1949,140,,Pingree,,Co,INTRODUCED,Representative
1950,140,,Eshoo,,Co,INTRODUCED,Representative
1951,140,Wasserman,Schultz,,Co,INTRODUCED,Representative
1952,140,,Meehan,,Co,INTRODUCED,Representative
1953,140,,Rothfus,,Co,INTRODUCED,Representative
1954,140,,Kind,,Co,INTRODUCED,Representative
1955,140,,Peters,,Co,INTRODUCED,Representative
1956,140,,Velázquez,,Co,INTRODUCED,Representative
1957,140,,Khanna,,Co,INTRODUCED,Representative
1958,140,,Payne,,Co,INTRODUCED,Representative
1959,140,,Evans,,Co,INTRODUCED,Representative
1960,140,,Bonamici,,Co,INTRODUCED,Representative
1961,140,,Ros-Lehtinen,,Co,INTRODUCED,Representative
1962,140,,Comstock,,Co,INTRODUCED,Representative
1963,140,,Lofgren,,Co,INTRODUCED,Representative
1964,140,,McGovern,,Co,INTRODUCED,Representative
1965,140,,Moulton,,Co,INTRODUCED,Representative
1966,140,,DeFazio,,Co,INTRODUCED,Representative
1967,140,,Fitzpatrick,,Co,INTRODUCED,Representative
1968,140,,Donovan,,Co,INTRODUCED,Representative
1969,140,,Connolly,,Co,INTRODUCED,Representative
1970,140,,Kilmer,,Co,INTRODUCED,Representative
1971,140,,Lance,,Co,INTRODUCED,Representative
1972,141,,,,Primary,INTRODUCED,Representative
1973,141,,,,Co,INTRODUCED,Representative
1974,142,,,,Co,INTRODUCED,Representative
1975,143,,Warren,,Primary,INTRODUCED,Representative
1976,143,,Markey,,Co,INTRODUCED,Representative
1977,143,,Merkley,,Co,INTRODUCED,Representative
1978,143,,Feinstein,,Co,INTRODUCED,Representative
1979,143,,Durbin,,Co,INTRODUCED,Representative
1980,143,,Blumenthal,,Co,INTRODUCED,Representative
1981,143,,Gillibrand,,Co,INTRODUCED,Representative
1982,144,,Markey,,Primary,INTRODUCED,Representative
1983,144,,King,,Co,INTRODUCED,Representative
1984,144,Van,Hollen,,Co,INTRODUCED,Representative
1985,144,,Collins,,Co,INTRODUCED,Representative
1986,145,,Johnson,,Primary,INTRODUCED,Representative
1987,145,,,,Co,INTRODUCED,Representative
1988,146,,Klobuchar,,Primary,INTRODUCED,Representative
1989,146,,Perdue,,Co,INTRODUCED,Representative
1990,146,,Hirono,,Co,INTRODUCED,Representative
1991,146,,Crapo,,Co,INTRODUCED,Representative
1992,146,,Feinstein,,Co,INTRODUCED,Representative
1993,147,,Baldwin,,Primary,INTRODUCED,Representative
1994,147,,Markey,,Co,INTRODUCED,Representative
1995,147,,Murray,,Co,INTRODUCED,Representative
1996,147,,Hirono,,Co,INTRODUCED,Representative
1997,147,Cortez,Masto,,Co,INTRODUCED,Representative
1998,147,,Gillibrand,,Co,INTRODUCED,Representative
1999,147,,Whitehouse,,Co,INTRODUCED,Representative
2000,147,,Blumenthal,,Co,INTRODUCED,Representative
2001,147,,Merkley,,Co,INTRODUCED,Representative
2002,147,,Schumer,,Co,INTRODUCED,Representative
2003,147,,Durbin,,Co,INTRODUCED,Representative
2004,147,,Carper,,Co,INTRODUCED,Representative
2005,147,,Klobuchar,,Co,INTRODUCED,Representative
2006,147,,Franken,,Co,INTRODUCED,Representative
2007,147,,Wyden,,Co,INTRODUCED,Representative
2008,147,,Feinstein,,Co,INTRODUCED,Representative
2009,148,,Lee,,Primary,INTRODUCED,Representative
2010,148,,Butterfield,,Co,INTRODUCED,Representative
