,billid,firstname,lastname,state,primaryorco,billstage,chambername
2863,223,,Bass,,Co,INTRODUCED,Representative
2864,223,,Ellison,,Co,INTRODUCED,Representative
2865,223,,Gutiérrez,,Co,INTRODUCED,Representative
2866,223,,Veasey,,Co,INTRODUCED,Representative
2867,223,Jackson,Lee,,Co,INTRODUCED,Representative
2868,223,,Clay,,Co,INTRODUCED,Representative
2869,225,,Manchin,,Primary,INTRODUCED,Representative
2870,225,,Kaine,,Co,INTRODUCED,Representative
2871,225,,Capito,,Co,INTRODUCED,Representative
2872,226,Van,Hollen,,Primary,INTRODUCED,Representative
2873,226,,Smith,,Co,INTRODUCED,Representative
2874,226,,Jones,,Co,INTRODUCED,Representative
2875,226,,Udall,,Co,INTRODUCED,Representative
2876,226,,Heinrich,,Co,INTRODUCED,Representative
2877,227,,Blumenthal,,Primary,INTRODUCED,Representative
2878,227,,Baldwin,,Co,INTRODUCED,Representative
2879,227,,Booker,,Co,INTRODUCED,Representative
2880,227,,Casey,,Co,INTRODUCED,Representative
2881,227,,Coons,,Co,INTRODUCED,Representative
2882,227,,Durbin,,Co,INTRODUCED,Representative
2883,227,,Feinstein,,Co,INTRODUCED,Representative
2884,227,,Gillibrand,,Co,INTRODUCED,Representative
2885,227,,Heitkamp,,Co,INTRODUCED,Representative
2886,227,,Hirono,,Co,INTRODUCED,Representative
2887,227,,Kaine,,Co,INTRODUCED,Representative
2888,227,,Leahy,,Co,INTRODUCED,Representative
2889,227,,Markey,,Co,INTRODUCED,Representative
2890,227,,Merkley,,Co,INTRODUCED,Representative
2891,227,,Menendez,,Co,INTRODUCED,Representative
2892,227,,Murray,,Co,INTRODUCED,Representative
2893,227,,Reed,,Co,INTRODUCED,Representative
2894,227,,Sanders,,Co,INTRODUCED,Representative
2895,227,,Shaheen,,Co,INTRODUCED,Representative
2896,227,,Udall,,Co,INTRODUCED,Representative
2897,227,Van,Hollen,,Co,INTRODUCED,Representative
2898,227,,Warren,,Co,INTRODUCED,Representative
2899,227,,Whitehouse,,Co,INTRODUCED,Representative
2900,227,,Wyden,,Co,INTRODUCED,Representative
2901,227,,Brown,,Co,INTRODUCED,Representative
2902,227,Cortez,Masto,,Co,INTRODUCED,Representative
2903,227,,Heinrich,,Co,INTRODUCED,Representative
2904,227,,Schatz,,Co,INTRODUCED,Representative
2905,228,,,,Co,INTRODUCED,Representative
2906,229,,Bilirakis,,Primary,INTRODUCED,Representative
2907,229,,Schiff,,Co,INTRODUCED,Representative
2908,230,,Bilirakis,,Primary,INTRODUCED,Representative
2909,230,,Schiff,,Co,INTRODUCED,Representative
2910,230,,Abraham,,Co,INTRODUCED,Representative
2911,230,,Loebsack,,Co,INTRODUCED,Representative
2912,230,,Bost,,Co,INTRODUCED,Representative
2913,230,,Soto,,Co,INTRODUCED,Representative
2914,230,,Pocan,,Co,INTRODUCED,Representative
2915,230,McMorris,Rodgers,,Co,INTRODUCED,Representative
2916,230,,Mullin,,Co,INTRODUCED,Representative
2917,230,,Evans,,Co,INTRODUCED,Representative
2918,230,,Stivers,,Co,INTRODUCED,Representative
2919,230,,Guthrie,,Co,INTRODUCED,Representative
2920,230,,Connolly,,Co,INTRODUCED,Representative
2921,230,,Norton,,Co,INTRODUCED,Representative
2922,230,,Nolan,,Co,INTRODUCED,Representative
2923,230,,Fitzpatrick,,Co,INTRODUCED,Representative
2924,230,,Velázquez,,Co,INTRODUCED,Representative
2925,230,,Ros-Lehtinen,,Co,INTRODUCED,Representative
2926,230,,Sessions,,Co,INTRODUCED,Representative
2927,230,,Griffith,,Co,INTRODUCED,Representative
2928,230,,Ellison,,Co,INTRODUCED,Representative
2929,230,,Moulton,,Co,INTRODUCED,Representative
2930,230,,Cárdenas,,Co,INTRODUCED,Representative
2931,230,,Walberg,,Co,INTRODUCED,Representative
2932,230,,Meehan,,Co,INTRODUCED,Representative
2933,231,,Krishnamoorthi,,Primary,INTRODUCED,Representative
2934,231,,Raskin,,Co,INTRODUCED,Representative
2935,231,,Hastings,,Co,INTRODUCED,Representative
2936,231,,Payne,,Co,INTRODUCED,Representative
2937,231,,Butterfield,,Co,INTRODUCED,Representative
2938,231,,Pallone,,Co,INTRODUCED,Representative
2939,231,,Evans,,Co,INTRODUCED,Representative
2940,231,,Norton,,Co,INTRODUCED,Representative
2941,231,,Moore,,Co,INTRODUCED,Representative
2942,231,,Gutiérrez,,Co,INTRODUCED,Representative
2943,231,,Rush,,Co,INTRODUCED,Representative
2944,231,,Blumenauer,,Co,INTRODUCED,Representative
2945,231,,Cicilline,,Co,INTRODUCED,Representative
2946,231,,Lowenthal,,Co,INTRODUCED,Representative
2947,231,,Huffman,,Co,INTRODUCED,Representative
2948,231,,Kaptur,,Co,INTRODUCED,Representative
2949,231,,McEachin,,Co,INTRODUCED,Representative
2950,231,,Dingell,,Co,INTRODUCED,Representative
2951,231,,Keating,,Co,INTRODUCED,Representative
2952,231,,Engel,,Co,INTRODUCED,Representative
2953,231,,Nolan,,Co,INTRODUCED,Representative
2954,231,,Kihuen,,Co,INTRODUCED,Representative
2955,231,,Ruppersberger,,Co,INTRODUCED,Representative
2956,231,,Lawrence,,Co,INTRODUCED,Representative
2957,231,,Lofgren,,Co,INTRODUCED,Representative
2958,231,,McGovern,,Co,INTRODUCED,Representative
2959,231,,Demings,,Co,INTRODUCED,Representative
2960,231,,Connolly,,Co,INTRODUCED,Representative
2961,231,,Yarmuth,,Co,INTRODUCED,Representative
2962,231,,Gallego,,Co,INTRODUCED,Representative
2963,231,Watson,Coleman,,Co,INTRODUCED,Representative
2964,231,,Perlmutter,,Co,INTRODUCED,Representative
2965,231,,Grijalva,,Co,INTRODUCED,Representative
2966,231,,Slaughter,,Co,INTRODUCED,Representative
2967,231,,Langevin,,Co,INTRODUCED,Representative
2968,231,,Sires,,Co,INTRODUCED,Representative
2969,231,,Espaillat,,Co,INTRODUCED,Representative
2970,231,,Cohen,,Co,INTRODUCED,Representative
2971,231,,Garamendi,,Co,INTRODUCED,Representative
2972,231,,Polis,,Co,INTRODUCED,Representative
2973,231,,Shea-Porter,,Co,INTRODUCED,Representative
2974,231,,Khanna,,Co,INTRODUCED,Representative
2975,232,,Casey,,Primary,INTRODUCED,Representative
2976,232,,Baldwin,,Co,INTRODUCED,Representative
2977,232,,Blumenthal,,Co,INTRODUCED,Representative
2978,232,,Gillibrand,,Co,INTRODUCED,Representative
2979,232,,Markey,,Co,INTRODUCED,Representative
2980,232,,Murphy,,Co,INTRODUCED,Representative
2981,232,,Shaheen,,Co,INTRODUCED,Representative
2982,232,Van,Hollen,,Co,INTRODUCED,Representative
2983,232,,Whitehouse,,Co,INTRODUCED,Representative
2984,232,,Wyden,,Co,INTRODUCED,Representative
2985,232,,Hassan,,Co,INTRODUCED,Representative
2986,233,,Pascrell,,Primary,INTRODUCED,Representative
2987,233,,McKinley,,Co,INTRODUCED,Representative
2988,233,,DeGette,,Co,INTRODUCED,Representative
2989,233,,Tipton,,Co,INTRODUCED,Representative
2990,234,,Jones,,Primary,INTRODUCED,Representative
2991,234,,Shea-Porter,,Co,INTRODUCED,Representative
2992,235,,Cicilline,,Primary,INTRODUCED,Representative
2993,235,,Engel,,Co,INTRODUCED,Representative
2994,235,,Deutch,,Co,INTRODUCED,Representative
2995,235,,Norton,,Co,INTRODUCED,Representative
2996,235,,Cummings,,Co,INTRODUCED,Representative
2997,235,,Quigley,,Co,INTRODUCED,Representative
2998,235,Wasserman,Schultz,,Co,INTRODUCED,Representative
2999,235,,Keating,,Co,INTRODUCED,Representative
3000,235,,Lofgren,,Co,INTRODUCED,Representative
3001,235,,Conyers,,Co,INTRODUCED,Representative
3002,235,,Jayapal,,Co,INTRODUCED,Representative
3003,235,,Jeffries,,Co,INTRODUCED,Representative
3004,235,,Gutiérrez,,Co,INTRODUCED,Representative
3005,235,,Raskin,,Co,INTRODUCED,Representative
3006,235,,Evans,,Co,INTRODUCED,Representative
3007,236,,Booker,,Primary,INTRODUCED,Representative
3008,236,,Cochran,,Co,INTRODUCED,Representative
3009,236,,Scott,,Co,INTRODUCED,Representative
3010,236,,Gillibrand,,Co,INTRODUCED,Representative
3011,236,,Harris,,Co,INTRODUCED,Representative
3012,236,,Markey,,Co,INTRODUCED,Representative
3013,236,,Casey,,Co,INTRODUCED,Representative
3014,236,,Carper,,Co,INTRODUCED,Representative
3015,236,,Coons,,Co,INTRODUCED,Representative
3016,236,,Schumer,,Co,INTRODUCED,Representative
3017,236,,Baldwin,,Co,INTRODUCED,Representative
3018,236,,Hassan,,Co,INTRODUCED,Representative
3019,236,,Menendez,,Co,INTRODUCED,Representative
3020,236,,Warren,,Co,INTRODUCED,Representative
3021,236,,Reed,,Co,INTRODUCED,Representative
3022,236,,Wicker,,Co,INTRODUCED,Representative
3023,236,,Murkowski,,Co,INTRODUCED,Representative
3024,236,,Portman,,Co,INTRODUCED,Representative
3025,236,,Moran,,Co,INTRODUCED,Representative
3026,236,,Paul,,Co,INTRODUCED,Representative
3027,236,,Hirono,,Co,INTRODUCED,Representative
3028,236,,Bennet,,Co,INTRODUCED,Representative
3029,236,,Stabenow,,Co,INTRODUCED,Representative
3030,236,,Nelson,,Co,INTRODUCED,Representative
3031,236,,Blumenthal,,Co,INTRODUCED,Representative
3032,236,,Leahy,,Co,INTRODUCED,Representative
3033,236,,Murray,,Co,INTRODUCED,Representative
3034,236,,Warner,,Co,INTRODUCED,Representative
3035,236,,Durbin,,Co,INTRODUCED,Representative
3036,236,,Kaine,,Co,INTRODUCED,Representative
3037,236,,Sanders,,Co,INTRODUCED,Representative
3038,236,,Shaheen,,Co,INTRODUCED,Representative
3039,236,,Donnelly,,Co,INTRODUCED,Representative
3040,236,,Wyden,,Co,INTRODUCED,Representative
3041,236,,Cardin,,Co,INTRODUCED,Representative
3042,236,,Franken,,Co,INTRODUCED,Representative
3043,236,,Klobuchar,,Co,INTRODUCED,Representative
3044,236,Cortez,Masto,,Co,INTRODUCED,Representative
3045,236,,Udall,,Co,INTRODUCED,Representative
3046,236,,Tillis,,Co,INTRODUCED,Representative
3047,236,,Isakson,,Co,INTRODUCED,Representative
3048,236,,Perdue,,Co,INTRODUCED,Representative
3049,236,,McCain,,Co,INTRODUCED,Representative
3050,236,,Lankford,,Co,INTRODUCED,Representative
3051,236,,Burr,,Co,INTRODUCED,Representative
3052,236,,Heller,,Co,INTRODUCED,Representative
3053,236,,Collins,,Co,INTRODUCED,Representative
3054,236,,Grassley,,Co,INTRODUCED,Representative
3055,236,,Alexander,,Co,INTRODUCED,Representative
3056,236,,Feinstein,,Co,INTRODUCED,Representative
3057,236,,Shelby,,Co,INTRODUCED,Representative
3058,236,,Strange,,Co,INTRODUCED,Representative
3059,236,,Peters,,Co,INTRODUCED,Representative
3060,236,,Rubio,,Co,INTRODUCED,Representative
3061,236,,Murphy,,Co,INTRODUCED,Representative
3062,237,,Durbin,,Primary,INTRODUCED,Representative
3063,237,,Casey,,Co,INTRODUCED,Representative
3064,238,,Booker,,Primary,INTRODUCED,Representative
3065,238,,Capito,,Co,INTRODUCED,Representative
3066,238,,Bennet,,Co,INTRODUCED,Representative
3067,238,,Gardner,,Co,INTRODUCED,Representative
3068,239,,Booker,,Primary,INTRODUCED,Representative
3069,239,,Harris,,Co,INTRODUCED,Representative
3070,239,,Carper,,Co,INTRODUCED,Representative
3071,239,,Durbin,,Co,INTRODUCED,Representative
3072,239,,Jones,,Co,INTRODUCED,Representative
3073,239,,Cardin,,Co,INTRODUCED,Representative
3074,239,,Nelson,,Co,INTRODUCED,Representative
3075,239,,Coons,,Co,INTRODUCED,Representative
3076,240,,Crowley,,Primary,INTRODUCED,Representative
3077,240,,,,Co,INTRODUCED,Representative
3078,241,,Brown,,Primary,INTRODUCED,Representative
3079,241,,Feinstein,,Co,INTRODUCED,Representative
3080,241,,Blumenthal,,Co,INTRODUCED,Representative
3081,241,,Franken,,Co,INTRODUCED,Representative
3082,241,,Baldwin,,Co,INTRODUCED,Representative
3083,241,,Booker,,Co,INTRODUCED,Representative
3084,241,,Cantwell,,Co,INTRODUCED,Representative
3085,241,,Cardin,,Co,INTRODUCED,Representative
3086,241,,Carper,,Co,INTRODUCED,Representative
3087,241,,Coons,,Co,INTRODUCED,Representative
3088,241,Cortez,Masto,,Co,INTRODUCED,Representative
3089,241,,Durbin,,Co,INTRODUCED,Representative
3090,241,,Harris,,Co,INTRODUCED,Representative
3091,241,,Heinrich,,Co,INTRODUCED,Representative
3092,241,,Hassan,,Co,INTRODUCED,Representative
3093,241,,Klobuchar,,Co,INTRODUCED,Representative
3094,241,,Markey,,Co,INTRODUCED,Representative
3095,241,,Menendez,,Co,INTRODUCED,Representative
3096,241,,Merkley,,Co,INTRODUCED,Representative
3097,241,,Murray,,Co,INTRODUCED,Representative
3098,241,,Peters,,Co,INTRODUCED,Representative
3099,241,,Shaheen,,Co,INTRODUCED,Representative
3100,241,,Udall,,Co,INTRODUCED,Representative
3101,241,,Whitehouse,,Co,INTRODUCED,Representative
3102,241,,Wyden,,Co,INTRODUCED,Representative
3103,241,,Warren,,Co,INTRODUCED,Representative
3104,241,,Casey,,Co,INTRODUCED,Representative
3105,241,,Kaine,,Co,INTRODUCED,Representative
3106,241,,Sanders,,Co,INTRODUCED,Representative
3107,241,,Reed,,Co,INTRODUCED,Representative
3108,241,,Murphy,,Co,INTRODUCED,Representative
3109,241,Van,Hollen,,Co,INTRODUCED,Representative
3110,241,,Stabenow,,Co,INTRODUCED,Representative
3111,242,,Cicilline,,Primary,INTRODUCED,Representative
3112,242,,Adams,,Co,INTRODUCED,Representative
3113,242,,Beyer,,Co,INTRODUCED,Representative
3114,242,,Butterfield,,Co,INTRODUCED,Representative
3115,242,,Costa,,Co,INTRODUCED,Representative
3116,242,,Dingell,,Co,INTRODUCED,Representative
3117,242,Jackson,Lee,,Co,INTRODUCED,Representative
3118,242,,Jones,,Co,INTRODUCED,Representative
3119,242,,Langevin,,Co,INTRODUCED,Representative
3120,242,,McGovern,,Co,INTRODUCED,Representative
3121,242,,Soto,,Co,INTRODUCED,Representative
3122,243,,Brown,,Primary,INTRODUCED,Representative
3123,243,,Feinstein,,Co,INTRODUCED,Representative
3124,243,,Smith,,Co,INTRODUCED,Representative
3125,243,,Baldwin,,Co,INTRODUCED,Representative
3126,243,,Blumenthal,,Co,INTRODUCED,Representative
3127,243,,Schumer,,Co,INTRODUCED,Representative
3128,243,,Durbin,,Co,INTRODUCED,Representative
3129,243,,Markey,,Co,INTRODUCED,Representative
3130,243,,Murray,,Co,INTRODUCED,Representative
3131,243,,Leahy,,Co,INTRODUCED,Representative
3132,243,,Whitehouse,,Co,INTRODUCED,Representative
3133,243,,Hassan,,Co,INTRODUCED,Representative
3134,243,,Warren,,Co,INTRODUCED,Representative
3135,243,,Klobuchar,,Co,INTRODUCED,Representative
3136,243,,Menendez,,Co,INTRODUCED,Representative
3137,243,,Casey,,Co,INTRODUCED,Representative
3138,243,,Kaine,,Co,INTRODUCED,Representative
3139,243,,Shaheen,,Co,INTRODUCED,Representative
3140,243,,Wyden,,Co,INTRODUCED,Representative
3141,243,,Booker,,Co,INTRODUCED,Representative
3142,243,Cortez,Masto,,Co,INTRODUCED,Representative
3143,243,,Coons,,Co,INTRODUCED,Representative
3144,243,,Sanders,,Co,INTRODUCED,Representative
3145,243,,Merkley,,Co,INTRODUCED,Representative
3146,243,,Duckworth,,Co,INTRODUCED,Representative
3147,243,,Carper,,Co,INTRODUCED,Representative
3148,243,,Reed,,Co,INTRODUCED,Representative
3149,243,,Heinrich,,Co,INTRODUCED,Representative
3150,243,,Gillibrand,,Co,INTRODUCED,Representative
3151,243,,Nelson,,Co,INTRODUCED,Representative
3152,243,,Murphy,,Co,INTRODUCED,Representative
3153,243,,Udall,,Co,INTRODUCED,Representative
3154,243,,Bennet,,Co,INTRODUCED,Representative
3155,243,Van,Hollen,,Co,INTRODUCED,Representative
3156,243,,Harris,,Co,INTRODUCED,Representative
3157,243,,Warner,,Co,INTRODUCED,Representative
3158,243,,Cardin,,Co,INTRODUCED,Representative
3159,243,,Heitkamp,,Co,INTRODUCED,Representative
3160,243,,Stabenow,,Co,INTRODUCED,Representative
3161,243,,Hirono,,Co,INTRODUCED,Representative
3162,243,,Cantwell,,Co,INTRODUCED,Representative
3163,243,,Peters,,Co,INTRODUCED,Representative
3164,243,,King,,Co,INTRODUCED,Representative
3165,243,,Jones,,Co,INTRODUCED,Representative
3166,243,,Tester,,Co,INTRODUCED,Representative
3167,243,,McCaskill,,Co,INTRODUCED,Representative
3168,243,,Schatz,,Co,INTRODUCED,Representative
3169,243,,Donnelly,,Co,INTRODUCED,Representative
3170,244,,Hastings,,Co,INTRODUCED,Representative
3171,244,,Napolitano,,Co,INTRODUCED,Representative
3172,244,,Jeffries,,Co,INTRODUCED,Representative
3173,244,,Bordallo,,Co,INTRODUCED,Representative
3174,244,,Rush,,Co,INTRODUCED,Representative
3175,244,,Lowenthal,,Co,INTRODUCED,Representative
3176,244,,Lee,,Co,INTRODUCED,Representative
3177,244,,Payne,,Co,INTRODUCED,Representative
3178,244,,Moore,,Co,INTRODUCED,Representative
3179,245,,Franken,,Primary,INTRODUCED,Representative
3180,245,,Baldwin,,Co,INTRODUCED,Representative
3181,245,,Blumenthal,,Co,INTRODUCED,Representative
3182,245,,Booker,,Co,INTRODUCED,Representative
3183,245,,Brown,,Co,INTRODUCED,Representative
3184,245,,Casey,,Co,INTRODUCED,Representative
3185,245,,Coons,,Co,INTRODUCED,Representative
3186,245,,Durbin,,Co,INTRODUCED,Representative
3187,245,,Heitkamp,,Co,INTRODUCED,Representative
3188,245,,Hirono,,Co,INTRODUCED,Representative
3189,245,,Leahy,,Co,INTRODUCED,Representative
3190,245,,Markey,,Co,INTRODUCED,Representative
3191,245,,Menendez,,Co,INTRODUCED,Representative
3192,245,,Merkley,,Co,INTRODUCED,Representative
3193,245,,Murray,,Co,INTRODUCED,Representative
3194,245,,Reed,,Co,INTRODUCED,Representative
3195,245,,Sanders,,Co,INTRODUCED,Representative
3196,245,,Schatz,,Co,INTRODUCED,Representative
3197,245,,Shaheen,,Co,INTRODUCED,Representative
3198,245,,Udall,,Co,INTRODUCED,Representative
3199,245,,Warren,,Co,INTRODUCED,Representative
3200,245,,Whitehouse,,Co,INTRODUCED,Representative
3201,245,,Wyden,,Co,INTRODUCED,Representative
3202,246,,,,Primary,INTRODUCED,Representative
3203,246,,,,Co,INTRODUCED,Representative
3204,247,,Schneider,,Primary,INTRODUCED,Representative
3205,247,,Blum,,Co,INTRODUCED,Representative
3206,248,,Hatch,,Primary,INTRODUCED,Representative
3207,248,,Booker,,Co,INTRODUCED,Representative
3208,249,,Meeks,,Primary,INTRODUCED,Representative
3209,249,,,,Co,INTRODUCED,Representative
3210,250,,Meeks,,Primary,INTRODUCED,Representative
3211,250,,Hastings,,Co,INTRODUCED,Representative
3212,250,,Barragán,,Co,INTRODUCED,Representative
3213,250,,Norton,,Co,INTRODUCED,Representative
3214,250,,Jayapal,,Co,INTRODUCED,Representative
3215,250,,Love,,Co,INTRODUCED,Representative
3216,250,,Rush,,Co,INTRODUCED,Representative
3217,250,,Schiff,,Co,INTRODUCED,Representative
3218,250,Jackson,Lee,,Co,INTRODUCED,Representative
3219,250,,Jeffries,,Co,INTRODUCED,Representative
3220,250,,Moore,,Co,INTRODUCED,Representative
3221,250,,Clay,,Co,INTRODUCED,Representative
3222,250,,Lee,,Co,INTRODUCED,Representative
3223,250,,Soto,,Co,INTRODUCED,Representative
3224,250,,Cohen,,Co,INTRODUCED,Representative
3225,250,,Nadler,,Co,INTRODUCED,Representative
3226,250,,Roybal-Allard,,Co,INTRODUCED,Representative
3227,250,,Espaillat,,Co,INTRODUCED,Representative
3228,250,,Serrano,,Co,INTRODUCED,Representative
3229,250,,Shea-Porter,,Co,INTRODUCED,Representative
3230,251,,,,Co,INTRODUCED,Representative
3231,252,,Ellison,,Primary,INTRODUCED,Representative
3232,252,,McGovern,,Co,INTRODUCED,Representative
3233,252,,Payne,,Co,INTRODUCED,Representative
3234,252,,Moore,,Co,INTRODUCED,Representative
3235,252,,Lee,,Co,INTRODUCED,Representative
3236,252,,Langevin,,Co,INTRODUCED,Representative
3237,253,,,,Primary,INTRODUCED,Representative
3238,253,,,,Co,INTRODUCED,Representative
3239,254,,Scott,,Primary,INTRODUCED,Representative
3240,254,,McConnell,,Co,INTRODUCED,Representative
3241,254,,Alexander,,Co,INTRODUCED,Representative
3242,254,,Cornyn,,Co,INTRODUCED,Representative
3243,254,,Cruz,,Co,INTRODUCED,Representative
3244,254,,Hatch,,Co,INTRODUCED,Representative
3245,254,,Wicker,,Co,INTRODUCED,Representative
3246,254,,Boozman,,Co,INTRODUCED,Representative
3247,255,,Yarmuth,,Primary,INTRODUCED,Representative
3248,255,,Schweikert,,Co,INTRODUCED,Representative
3249,256,,,,Primary,INTRODUCED,Representative
3250,256,,,,Co,INTRODUCED,Representative
3251,257,,,,Primary,INTRODUCED,Representative
3252,257,,,,Co,INTRODUCED,Representative
3253,258,,Reed,,Primary,INTRODUCED,Representative
3254,258,,Whitehouse,,Co,INTRODUCED,Representative
3255,258,,Durbin,,Co,INTRODUCED,Representative
3256,258,,Klobuchar,,Co,INTRODUCED,Representative
3257,258,,Cardin,,Co,INTRODUCED,Representative
3258,259,,Langevin,,Primary,INTRODUCED,Representative
3259,260,,Rokita,,Primary,INTRODUCED,Representative
3260,260,,Messer,,Co,INTRODUCED,Representative
3261,260,,Gowdy,,Co,INTRODUCED,Representative
3262,261,,,,Primary,INTRODUCED,Representative
3263,261,,,,Co,INTRODUCED,Representative
3264,262,,Cardin,,Primary,INTRODUCED,Representative
3265,262,,,,Co,INTRODUCED,Representative
3266,263,Watson,Coleman,,Primary,INTRODUCED,Representative
3267,263,,,,Co,INTRODUCED,Representative
3268,264,,Walz,,Primary,INTRODUCED,Representative
3269,264,,,,Co,INTRODUCED,Representative
3270,266,,,,Co,INTRODUCED,Representative
3271,267,,Cummings,,Primary,REFERRED,Representative
3272,267,,Love,,Co,REFERRED,Representative
3273,267,,Conyers,,Co,REFERRED,Representative
3274,267,Jackson,Lee,,Co,REFERRED,Representative
3275,267,,Bass,,Co,REFERRED,Representative
3276,267,,Labrador,,Co,REFERRED,Representative
3277,268,Wasserman,Schultz,,Primary,REFERRED,Representative
3278,268,Jackson,Lee,,Co,REFERRED,Representative
3279,269,,Conyers,,Primary,REFERRED,Representative
3280,269,,Kildee,,Co,REFERRED,Representative
3281,269,,Lawrence,,Co,REFERRED,Representative
3282,269,,Cartwright,,Co,REFERRED,Representative
3283,269,,Veasey,,Co,REFERRED,Representative
3284,269,,Cohen,,Co,REFERRED,Representative
3285,269,,Lee,,Co,REFERRED,Representative
3286,269,Watson,Coleman,,Co,REFERRED,Representative
3287,269,,Norton,,Co,REFERRED,Representative
3288,269,,Lofgren,,Co,REFERRED,Representative
3289,269,,Nadler,,Co,REFERRED,Representative
3290,269,Jackson,Lee,,Co,REFERRED,Representative
3291,269,,Connolly,,Co,REFERRED,Representative
3292,269,,Cummings,,Co,REFERRED,Representative
3293,269,,Jayapal,,Co,REFERRED,Representative
3294,269,,Jeffries,,Co,REFERRED,Representative
3295,269,,Bass,,Co,REFERRED,Representative
3296,270,,Crowley,,Primary,REFERRED,Representative
3297,270,,Lowenthal,,Co,REFERRED,Representative
3298,271,,Conyers,,Co,REPORTED,Representative
3299,271,,Cicilline,,Co,REPORTED,Representative
3300,271,Jackson,Lee,,Co,REPORTED,Representative
3301,271,,DeGette,,Co,REPORTED,Representative
3302,271,,Schakowsky,,Co,REPORTED,Representative
3303,271,,Pocan,,Co,REPORTED,Representative
3304,271,,Delaney,,Co,REPORTED,Representative
3305,271,,Richmond,,Co,REPORTED,Representative
3306,271,Watson,Coleman,,Co,REPORTED,Representative
3307,271,,Norton,,Co,REPORTED,Representative
3308,271,,Evans,,Co,REPORTED,Representative
3309,271,,Lee,,Co,REPORTED,Representative
3310,271,,Ellison,,Co,REPORTED,Representative
3311,271,,Cummings,,Co,REPORTED,Representative
3312,271,,Jayapal,,Co,REPORTED,Representative
3313,271,,Cohen,,Co,REPORTED,Representative
3314,271,,Deutch,,Co,REPORTED,Representative
3315,271,,Beyer,,Co,REPORTED,Representative
3316,271,,Payne,,Co,REPORTED,Representative
3317,271,,Soto,,Co,REPORTED,Representative
3318,271,,Kildee,,Co,REPORTED,Representative
3319,271,,Lofgren,,Co,REPORTED,Representative
3320,271,,Bonamici,,Co,REPORTED,Representative
3321,271,,Hanabusa,,Co,REPORTED,Representative
3322,271,,Raskin,,Co,REPORTED,Representative
3323,271,,Speier,,Co,REPORTED,Representative
3324,271,,Courtney,,Co,REPORTED,Representative
3325,271,,Hastings,,Co,REPORTED,Representative
3326,271,,Shea-Porter,,Co,REPORTED,Representative
3327,271,,McEachin,,Co,REPORTED,Representative
3328,271,,Sarbanes,,Co,REPORTED,Representative
3329,271,,Nadler,,Co,REPORTED,Representative
3330,271,,Grijalva,,Co,REPORTED,Representative
3331,271,,Tonko,,Co,REPORTED,Representative
3332,271,,Sherman,,Co,REPORTED,Representative
3333,272,Wasserman,Schultz,,Primary,REPORTED,Representative
3334,273,,Shaheen,,Primary,REPORTED,Representative
3335,273,,Franken,,Co,REPORTED,Representative
3336,273,,Stabenow,,Co,REPORTED,Representative
3337,273,,Klobuchar,,Co,REPORTED,Representative
3338,274,,Hirono,,Primary,REPORTED,Representative
3339,274,,Duckworth,,Co,REPORTED,Representative
3340,274,,Cardin,,Co,REPORTED,Representative
3341,274,,Harris,,Co,REPORTED,Representative
3342,274,,Booker,,Co,REPORTED,Representative
3343,274,,Merkley,,Co,REPORTED,Representative
3344,274,,Kaine,,Co,REPORTED,Representative
3345,274,,Blumenthal,,Co,REPORTED,Representative
3346,274,,Gillibrand,,Co,REPORTED,Representative
3347,274,,Brown,,Co,REPORTED,Representative
3348,275,,Booker,,Primary,REPORTED,Representative
3349,275,,Paul,,Co,REPORTED,Representative
3350,275,,Durbin,,Co,REPORTED,Representative
3351,275,,Lee,,Co,REPORTED,Representative
3352,275,,Lankford,,Co,REPORTED,Representative
3353,275,,Casey,,Co,REPORTED,Representative
3354,276,,Norton,,Primary,REPORTED,Representative
3355,276,,,,Co,REPORTED,Representative
3356,277,,Hastings,,Co,REPORTED,Representative
3357,277,,Ros-Lehtinen,,Co,REPORTED,Representative
3358,278,,ORourke,,Primary,REPORTED,Representative
3359,278,,,,Co,REPORTED,Representative
3360,279,,Soto,,Co,REPORTED,Representative
3361,279,,Ros-Lehtinen,,Co,REPORTED,Representative
3362,279,Wasserman,Schultz,,Co,REPORTED,Representative
3363,280,,Gillibrand,,Primary,REPORTED,Representative
3364,280,,Warren,,Co,REPORTED,Representative
3365,280,,Harris,,Co,REPORTED,Representative
3366,280,,Markey,,Co,REPORTED,Representative
3367,280,,Blumenthal,,Co,REPORTED,Representative
3368,280,,Schumer,,Co,REPORTED,Representative
3369,280,,Nelson,,Co,REPORTED,Representative
3370,281,,Alexander,,Primary,REPORTED,Representative
3371,281,,Corker,,Co,REPORTED,Representative
3372,281,,Cardin,,Co,REPORTED,Representative
3373,281,,Jones,,Co,REPORTED,Representative
3374,281,,Hassan,,Co,REPORTED,Representative
3375,282,,Adams,,Co,REPORTED,Representative
3376,282,,Bass,,Co,REPORTED,Representative
3377,282,,Bonamici,,Co,REPORTED,Representative
3378,282,,Clay,,Co,REPORTED,Representative
3379,282,,Correa,,Co,REPORTED,Representative
3380,282,,Cummings,,Co,REPORTED,Representative
3381,282,,DeSaulnier,,Co,REPORTED,Representative
3382,282,,Fudge,,Co,REPORTED,Representative
3383,282,,Grijalva,,Co,REPORTED,Representative
3384,282,,Gutiérrez,,Co,REPORTED,Representative
