,billid,firstname,lastname,state,primaryorco,representativeid,billstage,chambername,civid
475,156,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,
476,158,,King,New York,Primary,336,INTRODUCED,Representative,197
477,158,,Carter,Georgia,Co,44,INTRODUCED,Representative,
478,158,,Bishop,Georgia,Co,9,INTRODUCED,Representative,
479,158,,Wilson,South Carolina,Co,254,INTRODUCED,Representative,
480,158,,Joyce,Ohio,Co,261,INTRODUCED,Representative,
481,158,,Ryan,Ohio,Co,262,INTRODUCED,Representative,
482,161,,Thompson,Pennsylvania,Primary,280,INTRODUCED,Representative,
483,163,,Price,North Carolina,Co,288,INTRODUCED,Representative,
484,166,,Ryan,Ohio,Co,262,INTRODUCED,Representative,
485,166,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
486,166,,Wilson,Florida,Co,278,INTRODUCED,Representative,
487,170,,Smith,New Jersey,Co,323,INTRODUCED,Representative,340
488,170,,Brown,Maryland,Co,304,INTRODUCED,Representative,42
489,171,,Scott,Virginia,Primary,52,INTRODUCED,Representative,328
490,172,,Poe,Texas,Co,129,INTRODUCED,Representative,
491,174,,Clarke,New York,Co,330,INTRODUCED,Representative,
492,174,Al,Green,Texas,Co,132,INTRODUCED,Representative,
493,174,Al,Green,Texas,Co,128,INTRODUCED,Representative,
494,174,Ted,Lieu,California,Co,378,INTRODUCED,Representative,
495,178,,Rice,New York,Primary,335,INTRODUCED,Representative,
496,178,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,
497,178,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,
498,179,Al,Green,Texas,Primary,132,INTRODUCED,Representative,
499,179,Al,Green,Texas,Primary,128,INTRODUCED,Representative,
500,179,,Bishop,Georgia,Co,9,INTRODUCED,Representative,
501,179,,Brown,Maryland,Co,304,INTRODUCED,Representative,42
502,179,,Carson,Indiana,Co,202,INTRODUCED,Representative,
503,179,,Clarke,New York,Co,330,INTRODUCED,Representative,
504,179,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,
505,179,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,
506,179,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,184
507,179,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,184
508,179,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
509,179,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
510,179,,Lawson,Florida,Co,249,INTRODUCED,Representative,
511,179,,Lewis,Georgia,Co,221,INTRODUCED,Representative,
512,179,David,Scott,Georgia,Co,230,INTRODUCED,Representative,328
513,179,David,Scott,Georgia,Co,216,INTRODUCED,Representative,328
514,179,,Scott,Virginia,Co,52,INTRODUCED,Representative,328
515,179,,Sewell,Alabama,Co,172,INTRODUCED,Representative,
516,179,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,
517,179,Maxine,Waters,California,Co,383,INTRODUCED,Representative,
518,179,,Wilson,Florida,Co,278,INTRODUCED,Representative,
519,185,,Thompson,Pennsylvania,Primary,280,INTRODUCED,Representative,
520,186,,Clarke,New York,Primary,330,INTRODUCED,Representative,
521,187,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,
522,187,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,
523,187,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,
524,187,,Brownley,California,Co,92,INTRODUCED,Representative,
525,187,,Swalwell,California,Co,361,INTRODUCED,Representative,
526,187,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,
527,187,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,
528,187,Ted,Lieu,California,Co,378,INTRODUCED,Representative,
529,187,,Frankel,Florida,Co,279,INTRODUCED,Representative,
530,187,,Frankel,Florida,Co,277,INTRODUCED,Representative,
531,187,,Rice,New York,Co,335,INTRODUCED,Representative,
532,187,,Larsen,Washington,Co,83,INTRODUCED,Representative,
533,187,,Clarke,New York,Co,330,INTRODUCED,Representative,
534,187,Judy,Chu,California,Co,388,INTRODUCED,Representative,
535,187,,Smith,Washington,Co,357,INTRODUCED,Representative,340
536,187,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
537,187,,Higgins,New York,Co,290,INTRODUCED,Representative,
538,187,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,
539,187,,Esty,Connecticut,Co,337,INTRODUCED,Representative,119
540,189,,Smith,Texas,Co,452,INTRODUCED,Representative,340
541,191,,Lewis,Georgia,Primary,221,INTRODUCED,Representative,
542,191,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,
543,191,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,
544,191,,Clarke,New York,Co,330,INTRODUCED,Representative,
545,191,,Kuster,New Hampshire,Co,345,INTRODUCED,Representative,
546,194,Maxine,Waters,California,Primary,383,INTRODUCED,Representative,
547,194,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
548,194,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,
549,194,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,
550,194,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,
551,194,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,
552,194,,Wilson,Florida,Co,278,INTRODUCED,Representative,
553,194,,Clarke,New York,Co,330,INTRODUCED,Representative,
554,194,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
555,194,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,
556,194,,Esty,Connecticut,Co,337,INTRODUCED,Representative,119
557,194,,Lewis,Georgia,Co,221,INTRODUCED,Representative,
558,196,,Bishop,Georgia,Co,9,INTRODUCED,Representative,
559,196,,Carson,Indiana,Co,202,INTRODUCED,Representative,
560,196,,Castor,Florida,Co,42,INTRODUCED,Representative,
561,196,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,
562,196,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,
563,196,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,
564,196,Al,Green,Texas,Co,132,INTRODUCED,Representative,
565,196,Al,Green,Texas,Co,128,INTRODUCED,Representative,
566,196,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,184
567,196,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,184
568,196,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
569,196,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
570,196,,Lewis,Georgia,Co,221,INTRODUCED,Representative,
571,196,,Scott,Virginia,Co,52,INTRODUCED,Representative,328
572,196,,Sewell,Alabama,Co,172,INTRODUCED,Representative,
573,196,,Smith,Washington,Co,357,INTRODUCED,Representative,340
574,196,,Swalwell,California,Co,361,INTRODUCED,Representative,
575,196,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,
576,196,,Wilson,Florida,Co,278,INTRODUCED,Representative,
577,196,Maxine,Waters,California,Co,383,INTRODUCED,Representative,
578,196,,Clarke,New York,Co,330,INTRODUCED,Representative,
579,197,,Clarke,New York,Co,330,INTRODUCED,Representative,
580,199,,Clarke,New York,Primary,330,INTRODUCED,Representative,
581,199,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,
582,199,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,
583,199,,Wilson,Florida,Co,278,INTRODUCED,Representative,
584,199,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,184
585,199,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,184
586,201,Judy,Chu,California,Primary,388,INTRODUCED,Representative,
587,202,Maxine,Waters,California,Primary,383,INTRODUCED,Representative,
588,202,Judy,Chu,California,Co,388,INTRODUCED,Representative,
589,202,,Wilson,Florida,Co,278,INTRODUCED,Representative,
590,202,,Clarke,New York,Co,330,INTRODUCED,Representative,
591,202,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
592,202,,Brownley,California,Co,92,INTRODUCED,Representative,
593,204,,Clarke,New York,Primary,330,INTRODUCED,Representative,
594,210,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,
595,213,,Frankel,Florida,Primary,279,INTRODUCED,Representative,
596,213,,Frankel,Florida,Primary,277,INTRODUCED,Representative,
597,213,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,
598,213,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,
599,213,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,
600,213,,Thompson,California,Co,354,INTRODUCED,Representative,
601,213,,Castor,Florida,Co,42,INTRODUCED,Representative,
602,213,,Clarke,New York,Co,330,INTRODUCED,Representative,
603,213,,Davis,California,Co,403,INTRODUCED,Representative,
604,213,,Wilson,Florida,Co,278,INTRODUCED,Representative,
605,213,,Scott,Virginia,Co,52,INTRODUCED,Representative,328
606,213,,Lawson,Florida,Co,249,INTRODUCED,Representative,
607,213,,Brownley,California,Co,92,INTRODUCED,Representative,
608,213,,Ryan,Ohio,Co,262,INTRODUCED,Representative,
609,213,Maxine,Waters,California,Co,383,INTRODUCED,Representative,
610,213,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative,
611,213,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,
612,213,,Swalwell,California,Co,361,INTRODUCED,Representative,
613,213,,Kuster,New Hampshire,Co,345,INTRODUCED,Representative,
614,214,Al,Green,Texas,Co,132,INTRODUCED,Representative,
615,214,Al,Green,Texas,Co,128,INTRODUCED,Representative,
616,214,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,
617,214,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
618,214,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
619,214,,Scott,Virginia,Co,52,INTRODUCED,Representative,328
620,215,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,
621,215,,Carson,Indiana,Co,202,INTRODUCED,Representative,
622,215,,Castor,Florida,Co,42,INTRODUCED,Representative,
623,215,Judy,Chu,California,Co,388,INTRODUCED,Representative,
624,215,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,
625,215,,Clarke,New York,Co,330,INTRODUCED,Representative,
626,215,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,
627,215,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,
628,215,Al,Green,Texas,Co,132,INTRODUCED,Representative,
629,215,Al,Green,Texas,Co,128,INTRODUCED,Representative,
630,215,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,184
631,215,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,184
632,215,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
633,215,,Larsen,Washington,Co,83,INTRODUCED,Representative,
634,215,,Ryan,Ohio,Co,262,INTRODUCED,Representative,
635,215,David,Scott,Georgia,Co,230,INTRODUCED,Representative,328
636,215,David,Scott,Georgia,Co,216,INTRODUCED,Representative,328
637,215,,Sewell,Alabama,Co,172,INTRODUCED,Representative,
638,215,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,
639,215,,Bishop,Georgia,Co,9,INTRODUCED,Representative,
640,215,,Brown,Maryland,Co,304,INTRODUCED,Representative,42
641,215,,Lawson,Florida,Co,249,INTRODUCED,Representative,
642,215,,Wilson,Florida,Co,278,INTRODUCED,Representative,
643,216,,Frankel,Florida,Primary,279,INTRODUCED,Representative,
644,216,,Frankel,Florida,Primary,277,INTRODUCED,Representative,
645,216,,Ryan,Ohio,Co,262,INTRODUCED,Representative,
646,216,,Davis,California,Co,403,INTRODUCED,Representative,
647,216,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,
648,216,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,
649,216,,Brownley,California,Co,92,INTRODUCED,Representative,
650,216,,Castor,Florida,Co,42,INTRODUCED,Representative,
651,216,,Clarke,New York,Co,330,INTRODUCED,Representative,
652,216,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,
653,216,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,
654,216,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,
655,216,,Wilson,Florida,Co,278,INTRODUCED,Representative,
656,216,,Lawson,Florida,Co,249,INTRODUCED,Representative,
657,216,,Smith,Washington,Co,357,INTRODUCED,Representative,340
658,216,,Kuster,New Hampshire,Co,345,INTRODUCED,Representative,
659,216,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
660,216,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative,
661,216,,Castro,Texas,Co,99,INTRODUCED,Representative,
662,216,,Swalwell,California,Co,361,INTRODUCED,Representative,
663,217,Judy,Chu,California,Co,388,INTRODUCED,Representative,
664,217,Ted,Lieu,California,Co,378,INTRODUCED,Representative,
665,217,,Smith,Washington,Co,357,INTRODUCED,Representative,340
666,217,,Swalwell,California,Co,361,INTRODUCED,Representative,
667,218,,Rice,New York,Co,335,INTRODUCED,Representative,
668,218,,Clark,Massachusetts,Co,347,INTRODUCED,Representative,
669,218,,Larsen,Washington,Co,83,INTRODUCED,Representative,
670,218,,Clarke,New York,Co,330,INTRODUCED,Representative,
671,218,,Ryan,Ohio,Co,262,INTRODUCED,Representative,
672,218,,Price,North Carolina,Co,288,INTRODUCED,Representative,
673,218,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
674,218,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,
675,218,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,
676,218,Judy,Chu,California,Co,388,INTRODUCED,Representative,
677,218,,Lewis,Georgia,Co,221,INTRODUCED,Representative,
678,218,,Frankel,Florida,Co,279,INTRODUCED,Representative,
679,218,,Frankel,Florida,Co,277,INTRODUCED,Representative,
680,218,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative,
681,218,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative,
682,219,Maxine,Waters,California,Co,383,INTRODUCED,Representative,
683,219,Al,Green,Texas,Co,132,INTRODUCED,Representative,
684,219,Al,Green,Texas,Co,128,INTRODUCED,Representative,
685,220,,Lewis,Georgia,Primary,221,INTRODUCED,Representative,
686,222,Eddie B,Johnson,Texas,Primary,117,INTRODUCED,Representative,184
687,222,Eddie B,Johnson,Texas,Primary,113,INTRODUCED,Representative,184
688,223,Al,Green,Texas,Primary,132,INTRODUCED,Representative,
689,223,Al,Green,Texas,Primary,128,INTRODUCED,Representative,
690,223,,Brown,Maryland,Co,304,INTRODUCED,Representative,42
691,223,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,
692,223,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative,
693,223,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative,
694,223,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,184
695,223,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,184
696,223,,Wilson,Florida,Co,278,INTRODUCED,Representative,
697,223,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
698,223,,Lewis,Georgia,Co,221,INTRODUCED,Representative,
699,223,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
700,223,,Clarke,New York,Co,330,INTRODUCED,Representative,
701,228,,Clark,Massachusetts,Primary,347,INTRODUCED,Representative,
702,230,,Swalwell,California,Co,361,INTRODUCED,Representative,
703,230,,Murphy,Florida,Co,264,INTRODUCED,Representative,254
704,230,,Webster,Florida,Co,38,INTRODUCED,Representative,
705,230,,Collins,New York,Co,48,INTRODUCED,Representative,70
706,231,,Clarke,New York,Co,330,INTRODUCED,Representative,
707,231,,Wilson,Florida,Co,278,INTRODUCED,Representative,
708,231,,Kelly,Illinois,Co,177,INTRODUCED,Representative,
709,231,,Smith,Washington,Co,357,INTRODUCED,Representative,340
710,231,,Brownley,California,Co,92,INTRODUCED,Representative,
711,231,Ted,Lieu,California,Co,378,INTRODUCED,Representative,
712,231,,Castro,Texas,Co,99,INTRODUCED,Representative,
713,231,Maxine,Waters,California,Co,383,INTRODUCED,Representative,
714,231,,Scott,Virginia,Co,52,INTRODUCED,Representative,328
715,235,,Swalwell,California,Co,361,INTRODUCED,Representative,
716,235,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative,
717,235,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,
718,235,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,
719,235,Judy,Chu,California,Co,388,INTRODUCED,Representative,
720,242,,Bishop,Georgia,Co,9,INTRODUCED,Representative,
721,242,,Clarke,New York,Co,330,INTRODUCED,Representative,
722,242,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
723,242,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative,
724,242,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative,
725,242,,Swalwell,California,Co,361,INTRODUCED,Representative,
726,244,Maxine,Waters,California,Primary,383,INTRODUCED,Representative,
727,244,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,184
728,244,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,184
729,244,,Smith,Washington,Co,357,INTRODUCED,Representative,340
730,244,David,Scott,Georgia,Co,230,INTRODUCED,Representative,328
731,244,David,Scott,Georgia,Co,216,INTRODUCED,Representative,328
732,244,,Lawson,Florida,Co,249,INTRODUCED,Representative,
733,250,,Thompson,Mississippi,Co,155,INTRODUCED,Representative,
734,250,,Wilson,Florida,Co,278,INTRODUCED,Representative,
735,250,,Johnson,Georgia,Co,0,INTRODUCED,Representative,184
736,250,,Bishop,Georgia,Co,9,INTRODUCED,Representative,
737,250,,Sewell,Alabama,Co,172,INTRODUCED,Representative,
738,250,,Clarke,New York,Co,330,INTRODUCED,Representative,
739,250,,Carson,Indiana,Co,202,INTRODUCED,Representative,
740,250,,Esty,Connecticut,Co,337,INTRODUCED,Representative,119
741,250,,Lewis,Georgia,Co,221,INTRODUCED,Representative,
742,250,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative,184
743,250,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative,184
744,251,,Thompson,Mississippi,Primary,155,INTRODUCED,Representative,
745,259,,Thompson,Pennsylvania,Co,280,INTRODUCED,Representative,
746,265,,Carson,Indiana,Primary,202,INTRODUCED,Representative,
747,265,,Costello,Pennsylvania,Co,308,INTRODUCED,Representative,
748,266,,Ryan,Ohio,Primary,262,INTRODUCED,Representative,
749,267,Sean P,Maloney,New York,Co,329,REFERRED,Representative,
750,267,Sean P,Maloney,New York,Co,322,REFERRED,Representative,
751,268,,Kelly,Illinois,Co,177,REFERRED,Representative,
752,269,Judy,Chu,California,Co,388,REFERRED,Representative,
753,269,,Johnson,Georgia,Co,0,REFERRED,Representative,184
754,269,Eddie B,Johnson,Texas,Co,117,REFERRED,Representative,184
755,269,Eddie B,Johnson,Texas,Co,113,REFERRED,Representative,184
756,271,,Johnson,Georgia,Primary,0,REPORTED,Representative,184
757,271,,Clark,Massachusetts,Co,347,REPORTED,Representative,
758,271,,Swalwell,California,Co,361,REPORTED,Representative,
759,271,,Scott,Virginia,Co,52,REPORTED,Representative,328
760,271,Eddie B,Johnson,Texas,Co,117,REPORTED,Representative,184
761,271,Eddie B,Johnson,Texas,Co,113,REPORTED,Representative,184
762,271,Maxine,Waters,California,Co,383,REPORTED,Representative,
763,271,,Ryan,Ohio,Co,262,REPORTED,Representative,
764,271,,Higgins,New York,Co,290,REPORTED,Representative,
765,271,Ted,Lieu,California,Co,378,REPORTED,Representative,
766,271,,Frankel,Florida,Co,279,REPORTED,Representative,
767,271,,Frankel,Florida,Co,277,REPORTED,Representative,
768,272,,Smith,Texas,Co,452,REPORTED,Representative,340
769,277,,Curbelo,Florida,Primary,45,REPORTED,Representative,
770,277,,Wilson,Florida,Co,278,REPORTED,Representative,
771,279,,Curbelo,Florida,Primary,45,REPORTED,Representative,
772,282,,Scott,Virginia,Primary,52,REPORTED,Representative,328
773,282,,Brady,Pennsylvania,Co,316,REPORTED,Representative,
774,282,,Brown,Maryland,Co,304,REPORTED,Representative,42
775,282,,Brownley,California,Co,92,REPORTED,Representative,
776,282,Judy,Chu,California,Co,388,REPORTED,Representative,
777,282,,Clark,Massachusetts,Co,347,REPORTED,Representative,
778,282,,Clarke,New York,Co,330,REPORTED,Representative,
779,282,Danny K,Davis,Illinois,Co,187,REPORTED,Representative,
780,282,Danny K,Davis,Illinois,Co,158,REPORTED,Representative,
781,282,,Davis,California,Co,403,REPORTED,Representative,
782,282,Al,Green,Texas,Co,132,REPORTED,Representative,
783,282,Al,Green,Texas,Co,128,REPORTED,Representative,
784,282,,Kelly,Illinois,Co,177,REPORTED,Representative,
785,282,,Lawson,Florida,Co,249,REPORTED,Representative,
786,282,,Ryan,Ohio,Co,262,REPORTED,Representative,
787,282,David,Scott,Georgia,Co,230,REPORTED,Representative,328
788,282,David,Scott,Georgia,Co,216,REPORTED,Representative,328
789,282,,Sewell,Alabama,Co,172,REPORTED,Representative,
790,282,,Wilson,Florida,Co,278,REPORTED,Representative,
791,282,,Swalwell,California,Co,361,REPORTED,Representative,
792,283,,Clarke,New York,Co,330,REPORTED,Representative,
793,287,,Scott,Virginia,Co,52,ENGROSSED,Senator,328
794,287,,Brown,Maryland,Co,304,ENGROSSED,Senator,42
795,287,Eddie B,Johnson,Texas,Co,117,ENGROSSED,Senator,184
796,287,Eddie B,Johnson,Texas,Co,113,ENGROSSED,Senator,184
797,287,,Kelly,Illinois,Co,177,ENGROSSED,Senator,
798,287,,Brady,Pennsylvania,Co,316,ENGROSSED,Senator,
799,287,Carolyn B,Maloney,New York,Co,329,ENGROSSED,Senator,
800,287,Carolyn B,Maloney,New York,Co,322,ENGROSSED,Senator,
801,287,,Price,North Carolina,Co,288,ENGROSSED,Senator,
802,287,,Higgins,New York,Co,290,ENGROSSED,Senator,
803,287,David,Scott,Georgia,Co,230,ENGROSSED,Senator,328
804,287,David,Scott,Georgia,Co,216,ENGROSSED,Senator,328
805,287,,Murphy,Florida,Co,264,ENGROSSED,Senator,254
806,287,,Bishop,Georgia,Co,9,ENGROSSED,Senator,
807,287,Danny K,Davis,Illinois,Co,187,ENGROSSED,Senator,
808,287,Danny K,Davis,Illinois,Co,158,ENGROSSED,Senator,
809,287,,Lewis,Georgia,Co,221,ENGROSSED,Senator,
810,287,Ted,Lieu,California,Co,378,ENGROSSED,Senator,
811,287,,Lawson,Florida,Co,249,ENGROSSED,Senator,
812,287,,Clark,Massachusetts,Co,347,ENGROSSED,Senator,
813,287,,Sewell,Alabama,Co,172,ENGROSSED,Senator,
814,287,Maxine,Waters,California,Co,383,ENGROSSED,Senator,
815,287,,Johnson,Georgia,Co,0,ENGROSSED,Senator,184
816,287,,Clarke,New York,Co,330,ENGROSSED,Senator,
817,287,Al,Green,Texas,Co,132,ENGROSSED,Senator,
818,287,Al,Green,Texas,Co,128,ENGROSSED,Senator,
819,287,Sean P,Maloney,New York,Co,329,ENGROSSED,Senator,
820,287,Sean P,Maloney,New York,Co,322,ENGROSSED,Senator,
821,287,,Carson,Indiana,Co,202,ENGROSSED,Senator,
822,291,,Brown,Maryland,Co,304,ENGROSSED,Senator,42
823,291,,Carson,Indiana,Co,202,ENGROSSED,Senator,
824,291,,Castro,Texas,Co,99,ENGROSSED,Senator,
825,291,Judy,Chu,California,Co,388,ENGROSSED,Senator,
826,291,,Clarke,New York,Co,330,ENGROSSED,Senator,
827,291,Danny K,Davis,Illinois,Co,187,ENGROSSED,Senator,
828,291,Danny K,Davis,Illinois,Co,158,ENGROSSED,Senator,
829,291,Al,Green,Texas,Co,132,ENGROSSED,Senator,
830,291,Al,Green,Texas,Co,128,ENGROSSED,Senator,
831,291,Eddie B,Johnson,Texas,Co,117,ENGROSSED,Senator,184
832,291,Eddie B,Johnson,Texas,Co,113,ENGROSSED,Senator,184
833,291,,Kelly,Illinois,Co,177,ENGROSSED,Senator,
834,291,,Lewis,Georgia,Co,221,ENGROSSED,Senator,
835,291,Ted,Lieu,California,Co,378,ENGROSSED,Senator,
836,291,,Scott,Virginia,Co,52,ENGROSSED,Senator,328
837,291,,Sewell,Alabama,Co,172,ENGROSSED,Senator,
838,291,,Swalwell,California,Co,361,ENGROSSED,Senator,
839,291,,Wilson,Florida,Co,278,ENGROSSED,Senator,
840,293,,Brady,Pennsylvania,Co,316,ENROLLED,Senator,
841,293,,Lewis,Georgia,Co,221,ENROLLED,Senator,
842,293,Sean P,Maloney,New York,Co,329,ENROLLED,Senator,
843,293,Sean P,Maloney,New York,Co,322,ENROLLED,Senator,
844,293,,Duncan,Tennessee,Co,4,ENROLLED,Senator,
845,293,,Bishop,Georgia,Co,9,ENROLLED,Senator,
846,293,,Scott,Virginia,Co,52,ENROLLED,Senator,328
847,293,Danny K,Davis,Illinois,Co,187,ENROLLED,Senator,
848,293,Danny K,Davis,Illinois,Co,158,ENROLLED,Senator,
849,293,David,Scott,Georgia,Co,230,ENROLLED,Senator,328
850,293,David,Scott,Georgia,Co,216,ENROLLED,Senator,328
851,293,,Sewell,Alabama,Co,172,ENROLLED,Senator,
852,293,,Carson,Indiana,Co,202,ENROLLED,Senator,
853,293,,Johnson,Georgia,Co,0,ENROLLED,Senator,184
854,293,Maxine,Waters,California,Co,383,ENROLLED,Senator,
855,293,Judy,Chu,California,Co,388,ENROLLED,Senator,
856,293,,Wilson,Florida,Co,278,ENROLLED,Senator,
857,293,,Castor,Florida,Co,42,ENROLLED,Senator,
858,293,,Roe,Tennessee,Co,232,ENROLLED,Senator,
859,293,,Kustoff,Tennessee,Co,23,ENROLLED,Senator,
860,293,,Brown,Maryland,Co,304,ENROLLED,Senator,42
861,293,,Ryan,Ohio,Co,262,ENROLLED,Senator,
862,293,Eddie B,Johnson,Texas,Co,117,ENROLLED,Senator,184
863,293,Eddie B,Johnson,Texas,Co,113,ENROLLED,Senator,184
864,294,,Thompson,Mississippi,Co,155,ENROLLED,Senator,
865,294,Brendan F,Boyle,Pennsylvania,Co,315,ENROLLED,Senator,
866,296,,Royce,California,Primary,392,ENROLLED,Senator,
867,296,Ted,Lieu,California,Co,378,ENROLLED,Senator,
868,296,Judy,Chu,California,Co,388,ENROLLED,Senator,
869,296,Al,Green,Texas,Co,132,ENROLLED,Senator,
870,296,Al,Green,Texas,Co,128,ENROLLED,Senator,
871,296,Mimi,Walters,California,Co,394,ENROLLED,Senator,
872,296,,Wilson,South Carolina,Co,254,ENROLLED,Senator,
873,299,,Bishop,Georgia,Co,9,INTRODUCED,Senator,
874,306,,Bishop,Georgia,Co,9,INTRODUCED,Senator,
875,306,,Brady,Pennsylvania,Co,316,INTRODUCED,Senator,
876,306,Gene,Green,Texas,Co,132,INTRODUCED,Senator,
877,306,Gene,Green,Texas,Co,128,INTRODUCED,Senator,
878,306,,Ryan,Ohio,Co,262,INTRODUCED,Senator,
879,306,,Scott,Virginia,Co,52,INTRODUCED,Senator,328
880,307,,Carson,Indiana,Primary,202,INTRODUCED,Senator,
881,313,,Castro,Texas,Primary,99,INTRODUCED,Senator,
882,315,,Rice,New York,Co,335,INTRODUCED,Senator,
883,315,,Brownley,California,Co,92,INTRODUCED,Senator,
884,315,,Davis,California,Co,403,INTRODUCED,Senator,
