,billid,firstname,lastname,state,primaryorco,representativeid,billstage,chambername
981,362,,Kelly,Illinois,Co,177,INTRODUCED,Representative
982,363,,Carson,Indiana,Co,202,INTRODUCED,Representative
983,363,,Wilson,Florida,Co,278,INTRODUCED,Representative
984,363,,Johnson,Georgia,Co,0,INTRODUCED,Representative
985,365,,Scott,Virginia,Co,52,INTRODUCED,Senator
986,365,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator
987,365,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator
988,365,,Swalwell,California,Co,361,INTRODUCED,Senator
989,365,,Brownley,California,Co,92,INTRODUCED,Senator
990,365,,Rice,New York,Co,335,INTRODUCED,Senator
991,365,,Carson,Indiana,Co,202,INTRODUCED,Senator
992,365,,Price,North Carolina,Co,288,INTRODUCED,Senator
993,365,,Clark,Massachusetts,Co,347,INTRODUCED,Senator
994,365,,Frankel,Florida,Co,279,INTRODUCED,Senator
995,365,,Frankel,Florida,Co,277,INTRODUCED,Senator
996,365,,Smith,Washington,Co,357,INTRODUCED,Senator
997,365,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Senator
998,365,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Senator
999,365,,Davis,California,Co,403,INTRODUCED,Senator
1000,365,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator
1001,365,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator
1002,365,Ted,Lieu,California,Co,378,INTRODUCED,Senator
1003,365,,Larson,Connecticut,Co,342,INTRODUCED,Senator
1004,365,,Lewis,Georgia,Co,221,INTRODUCED,Senator
1005,365,,Brady,Pennsylvania,Co,316,INTRODUCED,Senator
1006,365,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Senator
1007,365,,Ryan,Ohio,Co,262,INTRODUCED,Senator
1008,365,,Larsen,Washington,Co,83,INTRODUCED,Senator
1009,365,,Castor,Florida,Co,42,INTRODUCED,Senator
1010,365,,Esty,Connecticut,Co,337,INTRODUCED,Senator
1011,367,,Scott,Virginia,Co,52,INTRODUCED,Representative
1012,367,,Davis,California,Co,403,INTRODUCED,Representative
1013,368,,Kelly,Illinois,Co,177,INTRODUCED,Representative
1014,368,,Brown,Maryland,Co,304,INTRODUCED,Representative
1015,368,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative
1016,368,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative
1017,368,,Clarke,New York,Co,330,INTRODUCED,Representative
1018,368,,Carson,Indiana,Co,202,INTRODUCED,Representative
1019,368,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative
1020,368,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative
1021,368,Al,Green,Texas,Co,132,INTRODUCED,Representative
1022,368,Al,Green,Texas,Co,128,INTRODUCED,Representative
1023,368,,Wilson,Florida,Co,278,INTRODUCED,Representative
1024,368,David,Scott,Georgia,Co,230,INTRODUCED,Representative
1025,368,David,Scott,Georgia,Co,216,INTRODUCED,Representative
1026,369,,Kelly,Illinois,Co,177,INTRODUCED,Senator
1027,369,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator
1028,369,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator
1029,369,David,Scott,Georgia,Co,230,INTRODUCED,Senator
1030,369,David,Scott,Georgia,Co,216,INTRODUCED,Senator
1031,369,Al,Green,Texas,Co,132,INTRODUCED,Senator
1032,369,Al,Green,Texas,Co,128,INTRODUCED,Senator
1033,369,,Wilson,Florida,Co,278,INTRODUCED,Senator
1034,369,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator
1035,369,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator
1036,369,,Clarke,New York,Co,330,INTRODUCED,Senator
1037,369,,Brown,Maryland,Co,304,INTRODUCED,Senator
1038,369,,Carson,Indiana,Co,202,INTRODUCED,Senator
1039,376,,Clarke,New York,Co,330,INTRODUCED,Representative
1040,376,,Johnson,Georgia,Co,0,INTRODUCED,Representative
1041,376,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative
1042,376,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative
1043,377,,Swalwell,California,Co,361,INTRODUCED,Representative
1044,377,Judy,Chu,California,Co,388,INTRODUCED,Representative
1045,377,,Wilson,Florida,Co,278,INTRODUCED,Representative
1046,377,Michael F,Doyle,Pennsylvania,Co,282,INTRODUCED,Representative
1047,377,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative
1048,377,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative
1049,377,,Sewell,Alabama,Co,172,INTRODUCED,Representative
1050,377,Al,Green,Texas,Co,132,INTRODUCED,Representative
1051,377,Al,Green,Texas,Co,128,INTRODUCED,Representative
1052,377,,Carson,Indiana,Co,202,INTRODUCED,Representative
1053,377,,Davis,California,Co,403,INTRODUCED,Representative
1054,377,,Brownley,California,Co,92,INTRODUCED,Representative
1055,377,,Clark,Massachusetts,Co,347,INTRODUCED,Representative
1056,377,,Larsen,Washington,Co,83,INTRODUCED,Representative
1057,377,,Clarke,New York,Co,330,INTRODUCED,Representative
1058,377,,Larson,Connecticut,Co,342,INTRODUCED,Representative
1059,377,,Frankel,Florida,Co,279,INTRODUCED,Representative
1060,377,,Frankel,Florida,Co,277,INTRODUCED,Representative
1061,377,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative
1062,377,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative
1063,377,,Scott,Virginia,Co,52,INTRODUCED,Representative
1064,377,,Rice,New York,Co,335,INTRODUCED,Representative
1065,377,,Ryan,Ohio,Co,262,INTRODUCED,Representative
1066,377,,Kelly,Illinois,Co,177,INTRODUCED,Representative
1067,377,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative
1068,377,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative
1069,377,,Smith,Washington,Co,357,INTRODUCED,Representative
1070,377,,Thompson,California,Co,354,INTRODUCED,Representative
1071,377,,Price,North Carolina,Co,288,INTRODUCED,Representative
1072,377,,Lewis,Georgia,Co,221,INTRODUCED,Representative
1073,377,,Higgins,New York,Co,290,INTRODUCED,Representative
1074,378,,Franks,Arizona,Co,416,INTRODUCED,Senator
1075,383,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative
1076,383,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative
1077,383,,Kelly,Illinois,Co,177,INTRODUCED,Representative
1078,383,,Wilson,Florida,Co,278,INTRODUCED,Representative
1079,383,,Johnson,Georgia,Co,0,INTRODUCED,Representative
1080,383,,Smith,Washington,Co,357,INTRODUCED,Representative
1081,384,,Brown,Maryland,Co,304,ENROLLED,Representative
1082,384,,Johnson,Georgia,Co,0,ENROLLED,Representative
1083,384,Carolyn B,Maloney,New York,Co,329,ENROLLED,Representative
1084,384,Carolyn B,Maloney,New York,Co,322,ENROLLED,Representative
1085,384,,Carson,Indiana,Co,202,ENROLLED,Representative
1086,393,,Costello,Pennsylvania,Co,308,INTRODUCED,Representative
1087,393,,Kuster,New Hampshire,Co,345,INTRODUCED,Representative
1088,402,,Smith,Missouri,Co,150,INTRODUCED,Representative
1089,403,,Scott,Virginia,Co,52,INTRODUCED,Senator
1090,406,,Scott,Virginia,Primary,52,INTRODUCED,Representative
1091,406,,Davis,California,Co,403,INTRODUCED,Representative
1092,407,,Johnson,Georgia,Co,0,INTRODUCED,Representative
1093,407,,Clarke,New York,Co,330,INTRODUCED,Representative
1094,408,Judy,Chu,California,Co,388,INTRODUCED,Representative
1095,408,,Clarke,New York,Co,330,INTRODUCED,Representative
1096,408,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative
1097,408,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative
1098,410,,Mooney,West Virginia,Co,251,INTRODUCED,Senator
1099,415,,Lewis,Georgia,Co,221,INTRODUCED,Senator
1100,415,Maxine,Waters,California,Co,383,INTRODUCED,Senator
1101,415,,Bishop,Georgia,Co,9,INTRODUCED,Senator
1102,415,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator
1103,415,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator
1104,415,,Scott,Virginia,Co,52,INTRODUCED,Senator
1105,415,,Thompson,Mississippi,Co,155,INTRODUCED,Senator
1106,415,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator
1107,415,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator
1108,415,David,Scott,Georgia,Co,230,INTRODUCED,Senator
1109,415,David,Scott,Georgia,Co,216,INTRODUCED,Senator
1110,415,Al,Green,Texas,Co,132,INTRODUCED,Senator
1111,415,Al,Green,Texas,Co,128,INTRODUCED,Senator
1112,415,,Clarke,New York,Co,330,INTRODUCED,Senator
1113,415,,Johnson,Georgia,Co,0,INTRODUCED,Senator
1114,415,,Carson,Indiana,Co,202,INTRODUCED,Senator
1115,415,,Sewell,Alabama,Co,172,INTRODUCED,Senator
1116,415,,Wilson,Florida,Co,278,INTRODUCED,Senator
1117,415,,Kelly,Illinois,Co,177,INTRODUCED,Senator
1118,415,,Brown,Maryland,Co,304,INTRODUCED,Senator
1119,415,,Lawson,Florida,Co,249,INTRODUCED,Senator
1120,419,,Rice,South Carolina,Co,272,INTRODUCED,Representative
1121,420,,Esty,Connecticut,Co,337,INTRODUCED,Senator
1122,423,,Ryan,Ohio,Co,262,INTRODUCED,Senator
1123,423,,Wilson,Florida,Co,278,INTRODUCED,Senator
1124,423,,Johnson,Georgia,Co,0,INTRODUCED,Senator
1125,423,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator
1126,423,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator
1127,423,Judy,Chu,California,Co,388,INTRODUCED,Senator
1128,423,,Kuster,New Hampshire,Co,345,INTRODUCED,Senator
1129,428,,Carson,Indiana,Co,202,INTRODUCED,Representative
1130,431,,Clark,Massachusetts,Co,347,REPORTED,Representative
1131,431,,Frankel,Florida,Co,279,REPORTED,Representative
1132,431,,Frankel,Florida,Co,277,REPORTED,Representative
1133,431,,Brooks,Indiana,Co,201,REPORTED,Representative
1134,431,Judy,Chu,California,Co,388,REPORTED,Representative
1135,431,,Jenkins,Kansas,Co,118,REPORTED,Representative
1136,431,,Brownley,California,Co,92,REPORTED,Representative
1137,431,,Sewell,Alabama,Co,172,REPORTED,Representative
1138,431,,Clarke,New York,Co,330,REPORTED,Representative
1139,431,,Wilson,Florida,Co,278,REPORTED,Representative
1140,431,Eddie B,Johnson,Texas,Co,117,REPORTED,Representative
1141,431,Eddie B,Johnson,Texas,Co,113,REPORTED,Representative
1142,431,,Davis,California,Co,403,REPORTED,Representative
1143,431,,Esty,Connecticut,Co,337,REPORTED,Representative
1144,432,Al,Green,Texas,Co,132,ENGROSSED,Senator
1145,432,Al,Green,Texas,Co,128,ENGROSSED,Senator
1146,434,Judy,Chu,California,Co,388,INTRODUCED,Representative
1147,437,Ted,Lieu,California,Co,378,INTRODUCED,Senator
1148,439,,Smith,Washington,Co,357,INTRODUCED,Senator
1149,442,,Scott,Virginia,Primary,52,INTRODUCED,Representative
1150,442,,Ryan,Ohio,Co,262,INTRODUCED,Representative
1151,442,,Wilson,Florida,Co,278,INTRODUCED,Representative
1152,442,,Sewell,Alabama,Co,172,INTRODUCED,Representative
1153,442,,Clarke,New York,Co,330,INTRODUCED,Representative
1154,442,Ted,Lieu,California,Co,378,INTRODUCED,Representative
1155,442,,Johnson,Georgia,Co,0,INTRODUCED,Representative
1156,442,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative
1157,442,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative
1158,442,Gene,Green,Texas,Co,132,INTRODUCED,Representative
1159,442,Gene,Green,Texas,Co,128,INTRODUCED,Representative
1160,442,,Castor,Florida,Co,42,INTRODUCED,Representative
1161,449,,Murphy,Florida,Co,264,INTRODUCED,Senator
1162,453,,Scott,Virginia,Co,52,INTRODUCED,Representative
1163,453,,Clarke,New York,Co,330,INTRODUCED,Representative
1164,453,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative
1165,453,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative
1166,453,,Davis,California,Co,403,INTRODUCED,Representative
1167,454,,Franks,Arizona,Co,416,INTRODUCED,Representative
1168,454,Jody B,Hice,Georgia,Co,229,INTRODUCED,Representative
1169,454,,Bishop,Utah,Co,414,INTRODUCED,Representative
1170,454,,Duncan,South Carolina,Co,236,INTRODUCED,Representative
1171,455,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative
1172,455,,Clarke,New York,Co,330,INTRODUCED,Representative
1173,455,,Rice,New York,Co,335,INTRODUCED,Representative
1174,455,,Frankel,Florida,Co,279,INTRODUCED,Representative
1175,455,,Frankel,Florida,Co,277,INTRODUCED,Representative
1176,455,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative
1177,455,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative
1178,455,,Thompson,California,Co,354,INTRODUCED,Representative
1179,455,,Higgins,New York,Co,290,INTRODUCED,Representative
1180,455,,Smith,Washington,Co,357,INTRODUCED,Representative
1181,455,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative
1182,455,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative
1183,455,,Clark,Massachusetts,Co,347,INTRODUCED,Representative
1184,455,,Brownley,California,Co,92,INTRODUCED,Representative
1185,455,,Castor,Florida,Co,42,INTRODUCED,Representative
1186,455,,Wilson,Florida,Co,278,INTRODUCED,Representative
1187,455,David,Scott,Georgia,Co,230,INTRODUCED,Representative
1188,455,David,Scott,Georgia,Co,216,INTRODUCED,Representative
1189,455,Michael F,Doyle,Pennsylvania,Co,282,INTRODUCED,Representative
1190,455,Ted,Lieu,California,Co,378,INTRODUCED,Representative
1191,455,,Swalwell,California,Co,361,INTRODUCED,Representative
1192,455,,Ryan,Ohio,Co,262,INTRODUCED,Representative
1193,455,,Carson,Indiana,Co,202,INTRODUCED,Representative
1194,455,,Brady,Pennsylvania,Co,316,INTRODUCED,Representative
1195,455,Gene,Green,Texas,Co,132,INTRODUCED,Representative
1196,455,Gene,Green,Texas,Co,128,INTRODUCED,Representative
1197,455,,Lawson,Florida,Co,249,INTRODUCED,Representative
1198,455,,Bishop,Georgia,Co,9,INTRODUCED,Representative
1199,455,,Davis,California,Co,403,INTRODUCED,Representative
1200,455,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative
1201,455,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative
1202,455,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Representative
1203,455,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Representative
1204,455,,Murphy,Florida,Co,264,INTRODUCED,Representative
1205,455,,Price,North Carolina,Co,288,INTRODUCED,Representative
1206,455,,Sewell,Alabama,Co,172,INTRODUCED,Representative
1207,455,Judy,Chu,California,Co,388,INTRODUCED,Representative
1208,455,,Larsen,Washington,Co,83,INTRODUCED,Representative
1209,455,Al,Green,Texas,Co,132,INTRODUCED,Representative
1210,455,Al,Green,Texas,Co,128,INTRODUCED,Representative
1211,455,,Kuster,New Hampshire,Co,345,INTRODUCED,Representative
1212,455,,Larson,Connecticut,Co,342,INTRODUCED,Representative
1213,455,,Scott,Virginia,Co,52,INTRODUCED,Representative
1214,455,,Johnson,Georgia,Co,0,INTRODUCED,Representative
1215,455,,Kelly,Illinois,Co,177,INTRODUCED,Representative
1216,455,,Brown,Maryland,Co,304,INTRODUCED,Representative
1217,455,,Lewis,Georgia,Co,221,INTRODUCED,Representative
1218,455,,Gonzalez,Texas,Co,98,INTRODUCED,Representative
1219,455,,Castro,Texas,Co,99,INTRODUCED,Representative
1220,455,,Thompson,Mississippi,Co,155,INTRODUCED,Representative
1221,455,Maxine,Waters,California,Co,383,INTRODUCED,Representative
1222,455,,Smith,New Jersey,Co,323,INTRODUCED,Representative
1223,456,,Scott,Virginia,Co,52,ENROLLED,Senator
1224,456,,Smith,Washington,Co,357,ENROLLED,Senator
1225,456,Sean P,Maloney,New York,Co,329,ENROLLED,Senator
1226,456,Sean P,Maloney,New York,Co,322,ENROLLED,Senator
1227,458,,Curbelo,Florida,Primary,45,INTRODUCED,Representative
1228,461,,Scott,Virginia,Primary,52,PLACED_ON_CALENDAR,Senator
1229,461,,Wilson,Florida,Co,278,PLACED_ON_CALENDAR,Senator
1230,461,,Frankel,Florida,Co,279,PLACED_ON_CALENDAR,Senator
1231,461,,Frankel,Florida,Co,277,PLACED_ON_CALENDAR,Senator
1232,461,,Carson,Indiana,Co,202,PLACED_ON_CALENDAR,Senator
1233,461,,Clark,Massachusetts,Co,347,PLACED_ON_CALENDAR,Senator
1234,461,,Castro,Texas,Co,99,PLACED_ON_CALENDAR,Senator
1235,461,,Davis,California,Co,403,PLACED_ON_CALENDAR,Senator
1236,467,,Smith,New Jersey,Primary,323,INTRODUCED,Representative
1237,468,,Smith,New Jersey,Primary,323,INTRODUCED,Representative
1238,469,,Kelly,Pennsylvania,Co,273,INTRODUCED,Senator
1239,471,,Scott,Virginia,Primary,52,INTRODUCED,Representative
1240,471,,Davis,California,Co,403,INTRODUCED,Representative
1241,471,,Wilson,Florida,Co,278,INTRODUCED,Representative
1242,472,,Frankel,Florida,Primary,279,INTRODUCED,Senator
1243,472,,Frankel,Florida,Primary,277,INTRODUCED,Senator
1244,472,,Poe,Texas,Co,129,INTRODUCED,Senator
1245,477,,Kelly,Illinois,Primary,177,INTRODUCED,Senator
1246,477,,Swalwell,California,Co,361,INTRODUCED,Senator
1247,477,,Scott,Virginia,Co,52,INTRODUCED,Senator
1248,477,,Clarke,New York,Co,330,INTRODUCED,Senator
1249,477,,Thompson,Mississippi,Co,155,INTRODUCED,Senator
1250,477,,Sewell,Alabama,Co,172,INTRODUCED,Senator
1251,477,,Ryan,Ohio,Co,262,INTRODUCED,Senator
1252,477,,Kuster,New Hampshire,Co,345,INTRODUCED,Senator
1253,477,,Esty,Connecticut,Co,337,INTRODUCED,Senator
1254,484,,Kelly,Illinois,Primary,177,INTRODUCED,Representative
1255,484,,Swalwell,California,Co,361,INTRODUCED,Representative
1256,484,,Scott,Virginia,Co,52,INTRODUCED,Representative
1257,484,,Clarke,New York,Co,330,INTRODUCED,Representative
1258,484,,Thompson,Mississippi,Co,155,INTRODUCED,Representative
1259,484,,Sewell,Alabama,Co,172,INTRODUCED,Representative
1260,484,,Ryan,Ohio,Co,262,INTRODUCED,Representative
1261,484,,Kuster,New Hampshire,Co,345,INTRODUCED,Representative
1262,485,,Royce,California,Primary,392,ENGROSSED,Representative
1263,489,,Royce,California,Primary,392,INTRODUCED,Representative
1264,493,,Scott,Virginia,Co,52,ENGROSSED,Representative
1265,493,,Davis,California,Co,403,ENGROSSED,Representative
1266,493,,Wilson,Florida,Co,278,ENGROSSED,Representative
1267,495,Brendan F,Boyle,Pennsylvania,Co,315,REPORTED,Representative
1268,495,,Brownley,California,Co,92,REPORTED,Representative
1269,495,,Davis,California,Co,403,REPORTED,Representative
1270,495,Eddie B,Johnson,Texas,Co,117,REPORTED,Representative
1271,495,Eddie B,Johnson,Texas,Co,113,REPORTED,Representative
1272,495,,Johnson,Georgia,Co,0,REPORTED,Representative
1273,495,,Price,North Carolina,Co,288,REPORTED,Representative
1274,495,,Ryan,Ohio,Co,262,REPORTED,Representative
1275,495,,Swalwell,California,Co,361,REPORTED,Representative
1276,495,,Thompson,California,Co,354,REPORTED,Representative
1277,495,Ted,Lieu,California,Co,378,REPORTED,Representative
1278,495,,Larson,Connecticut,Co,342,REPORTED,Representative
1279,495,,Brown,Maryland,Co,304,REPORTED,Representative
1280,496,,Scott,Virginia,Co,52,INTRODUCED,Representative
1281,496,,Davis,California,Co,403,INTRODUCED,Representative
1282,496,,Wilson,Florida,Co,278,INTRODUCED,Representative
1283,496,,Roe,Tennessee,Co,232,INTRODUCED,Representative
1284,496,,Wilson,South Carolina,Co,254,INTRODUCED,Representative
1285,496,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative
1286,496,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative
1287,496,,Thompson,Pennsylvania,Co,280,INTRODUCED,Representative
1288,496,,Curbelo,Florida,Co,45,INTRODUCED,Representative
1289,497,,Lewis,Georgia,Co,221,INTRODUCED,Senator
1290,497,Maxine,Waters,California,Co,383,INTRODUCED,Senator
1291,497,Ted,Lieu,California,Co,378,INTRODUCED,Senator
1292,497,,Davis,California,Co,403,INTRODUCED,Senator
1293,497,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator
1294,497,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator
1295,497,Al,Green,Texas,Co,132,INTRODUCED,Senator
1296,497,Al,Green,Texas,Co,128,INTRODUCED,Senator
1297,497,Judy,Chu,California,Co,388,INTRODUCED,Senator
1298,497,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator
1299,497,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator
1300,497,,Scott,Virginia,Co,52,INTRODUCED,Senator
1301,499,,Lewis,Georgia,Primary,221,INTRODUCED,Senator
1302,499,,Brady,Pennsylvania,Co,316,INTRODUCED,Senator
1303,499,,Bishop,Georgia,Co,9,INTRODUCED,Senator
1304,499,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Senator
1305,499,,Brown,Maryland,Co,304,INTRODUCED,Senator
1306,499,,Brownley,California,Co,92,INTRODUCED,Senator
1307,499,,Carson,Indiana,Co,202,INTRODUCED,Senator
1308,499,,Castor,Florida,Co,42,INTRODUCED,Senator
1309,499,,Castro,Texas,Co,99,INTRODUCED,Senator
1310,499,Judy,Chu,California,Co,388,INTRODUCED,Senator
1311,499,,Clark,Massachusetts,Co,347,INTRODUCED,Senator
1312,499,,Clarke,New York,Co,330,INTRODUCED,Senator
1313,499,Danny K,Davis,Illinois,Co,187,INTRODUCED,Senator
1314,499,Danny K,Davis,Illinois,Co,158,INTRODUCED,Senator
1315,499,,Davis,California,Co,403,INTRODUCED,Senator
1316,499,Michael F,Doyle,Pennsylvania,Co,282,INTRODUCED,Senator
1317,499,,Esty,Connecticut,Co,337,INTRODUCED,Senator
1318,499,,Frankel,Florida,Co,279,INTRODUCED,Senator
1319,499,,Frankel,Florida,Co,277,INTRODUCED,Senator
1320,499,,Gonzalez,Texas,Co,98,INTRODUCED,Senator
1321,499,Al,Green,Texas,Co,132,INTRODUCED,Senator
1322,499,Al,Green,Texas,Co,128,INTRODUCED,Senator
1323,499,Gene,Green,Texas,Co,132,INTRODUCED,Senator
1324,499,Gene,Green,Texas,Co,128,INTRODUCED,Senator
1325,499,,Higgins,New York,Co,290,INTRODUCED,Senator
1326,499,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator
1327,499,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator
1328,499,,Johnson,Georgia,Co,0,INTRODUCED,Senator
1329,499,,Kelly,Illinois,Co,177,INTRODUCED,Senator
1330,499,,Kuster,New Hampshire,Co,345,INTRODUCED,Senator
1331,499,,Larsen,Washington,Co,83,INTRODUCED,Senator
1332,499,,Larson,Connecticut,Co,342,INTRODUCED,Senator
1333,499,,Lawson,Florida,Co,249,INTRODUCED,Senator
1334,499,Ted,Lieu,California,Co,378,INTRODUCED,Senator
1335,499,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Senator
1336,499,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Senator
1337,499,Sean P,Maloney,New York,Co,329,INTRODUCED,Senator
1338,499,Sean P,Maloney,New York,Co,322,INTRODUCED,Senator
1339,499,,Price,North Carolina,Co,288,INTRODUCED,Senator
1340,499,,Rice,New York,Co,335,INTRODUCED,Senator
1341,499,,Ryan,Ohio,Co,262,INTRODUCED,Senator
1342,499,David,Scott,Georgia,Co,230,INTRODUCED,Senator
1343,499,David,Scott,Georgia,Co,216,INTRODUCED,Senator
1344,499,,Scott,Virginia,Co,52,INTRODUCED,Senator
1345,499,,Sewell,Alabama,Co,172,INTRODUCED,Senator
1346,499,,Smith,Washington,Co,357,INTRODUCED,Senator
1347,499,,Swalwell,California,Co,361,INTRODUCED,Senator
1348,499,,Thompson,Mississippi,Co,155,INTRODUCED,Senator
1349,499,,Thompson,California,Co,354,INTRODUCED,Senator
1350,499,,Wilson,Florida,Co,278,INTRODUCED,Senator
1351,502,Ted,Lieu,California,Co,378,INTRODUCED,Representative
1352,507,,Scott,Virginia,Primary,52,INTRODUCED,Senator
1353,507,,Curbelo,Florida,Co,45,INTRODUCED,Senator
1354,510,,Kelly,Illinois,Primary,177,INTRODUCED,Representative
1355,510,,Clark,Massachusetts,Co,347,INTRODUCED,Representative
1356,510,Al,Green,Texas,Co,132,INTRODUCED,Representative
1357,510,Al,Green,Texas,Co,128,INTRODUCED,Representative
1358,510,,Clarke,New York,Co,330,INTRODUCED,Representative
1359,510,Maxine,Waters,California,Co,383,INTRODUCED,Representative
1360,510,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative
1361,510,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative
1362,511,,Smith,Washington,Co,357,INTRODUCED,Representative
1363,511,Gene,Green,Texas,Co,132,INTRODUCED,Representative
1364,511,Gene,Green,Texas,Co,128,INTRODUCED,Representative
1365,511,Sean P,Maloney,New York,Co,329,INTRODUCED,Representative
1366,511,Sean P,Maloney,New York,Co,322,INTRODUCED,Representative
1367,511,Danny K,Davis,Illinois,Co,187,INTRODUCED,Representative
1368,511,Danny K,Davis,Illinois,Co,158,INTRODUCED,Representative
1369,511,,Lewis,Georgia,Co,221,INTRODUCED,Representative
1370,511,,Johnson,Georgia,Co,0,INTRODUCED,Representative
1371,511,,Swalwell,California,Co,361,INTRODUCED,Representative
1372,511,,Rice,New York,Co,335,INTRODUCED,Representative
1373,511,,Ryan,Ohio,Co,262,INTRODUCED,Representative
1374,511,David,Scott,Georgia,Co,230,INTRODUCED,Representative
1375,511,David,Scott,Georgia,Co,216,INTRODUCED,Representative
1376,511,,Larsen,Washington,Co,83,INTRODUCED,Representative
1377,511,,Kelly,Illinois,Co,177,INTRODUCED,Representative
1378,511,,Carson,Indiana,Co,202,INTRODUCED,Representative
1379,511,,Clark,Massachusetts,Co,347,INTRODUCED,Representative
1380,511,,Clarke,New York,Co,330,INTRODUCED,Representative
1381,511,Brendan F,Boyle,Pennsylvania,Co,315,INTRODUCED,Representative
1382,511,,Price,North Carolina,Co,288,INTRODUCED,Representative
1383,511,,Scott,Virginia,Co,52,INTRODUCED,Representative
1384,511,Judy,Chu,California,Co,388,INTRODUCED,Representative
1385,511,,Castor,Florida,Co,42,INTRODUCED,Representative
1386,511,,Larson,Connecticut,Co,342,INTRODUCED,Representative
1387,511,Carolyn B,Maloney,New York,Co,329,INTRODUCED,Representative
1388,511,Carolyn B,Maloney,New York,Co,322,INTRODUCED,Representative
1389,511,,Thompson,California,Co,354,INTRODUCED,Representative
1390,511,,Wilson,Florida,Co,278,INTRODUCED,Representative
1391,511,,Higgins,New York,Co,290,INTRODUCED,Representative
1392,512,,Wilson,Florida,Co,278,PLACED_ON_CALENDAR,Senator
1393,512,,Clarke,New York,Co,330,PLACED_ON_CALENDAR,Senator
1394,512,,Lewis,Georgia,Co,221,PLACED_ON_CALENDAR,Senator
1395,512,Danny K,Davis,Illinois,Co,187,PLACED_ON_CALENDAR,Senator
1396,512,Danny K,Davis,Illinois,Co,158,PLACED_ON_CALENDAR,Senator
1397,512,Eddie B,Johnson,Texas,Co,117,PLACED_ON_CALENDAR,Senator
1398,512,Eddie B,Johnson,Texas,Co,113,PLACED_ON_CALENDAR,Senator
1399,512,,Ryan,Ohio,Co,262,PLACED_ON_CALENDAR,Senator
1400,512,Judy,Chu,California,Co,388,PLACED_ON_CALENDAR,Senator
