,billid,firstname,lastname,state,primaryorco,billstage,chambername,civid
3952,350,,Casey,,Primary,ENGROSSED,Representative,
3953,350,,Baldwin,,Co,ENGROSSED,Representative,
3954,350,,Brown,,Co,ENGROSSED,Representative,
3955,351,,,,Primary,INTRODUCED,Senator,
3956,351,,,,Co,INTRODUCED,Senator,
3957,352,,Durbin,,Primary,INTRODUCED,Representative,
3958,352,,Blumenthal,,Co,INTRODUCED,Representative,
3959,352,,Booker,,Co,INTRODUCED,Representative,
3960,352,,Cardin,,Co,INTRODUCED,Representative,
3961,352,,Coons,,Co,INTRODUCED,Representative,
3962,352,,Duckworth,,Co,INTRODUCED,Representative,
3963,352,,Franken,,Co,INTRODUCED,Representative,
3964,352,,Gillibrand,,Co,INTRODUCED,Representative,
3965,352,,Klobuchar,,Co,INTRODUCED,Representative,
3966,352,,Murray,,Co,INTRODUCED,Representative,
3967,352,Van,Hollen,,Co,INTRODUCED,Representative,6
3968,352,,Whitehouse,,Co,INTRODUCED,Representative,
3969,352,,Schatz,,Co,INTRODUCED,Representative,
3970,353,,Lee,,Co,INTRODUCED,Representative,
3971,353,,Roybal-Allard,,Co,INTRODUCED,Representative,
3972,353,,Connolly,,Co,INTRODUCED,Representative,
3973,354,,Polis,,Primary,REFERRED,Senator,
3974,354,,Messer,,Co,REFERRED,Senator,
3975,354,,Takano,,Co,REFERRED,Senator,
3976,354,,Espaillat,,Co,REFERRED,Senator,
3977,354,,Sablan,,Co,REFERRED,Senator,
3978,355,,,,Primary,INTRODUCED,Senator,
3979,355,,,,Co,INTRODUCED,Senator,
3980,356,,Sanders,,Primary,INTRODUCED,Senator,
3981,356,,Baldwin,,Co,INTRODUCED,Senator,
3982,356,,Blumenthal,,Co,INTRODUCED,Senator,
3983,356,,Booker,,Co,INTRODUCED,Senator,
3984,356,,Franken,,Co,INTRODUCED,Senator,
3985,356,,Gillibrand,,Co,INTRODUCED,Senator,
3986,356,,Harris,,Co,INTRODUCED,Senator,
3987,356,,Heinrich,,Co,INTRODUCED,Senator,
3988,356,,Hirono,,Co,INTRODUCED,Senator,
3989,356,,Leahy,,Co,INTRODUCED,Senator,
3990,356,,Markey,,Co,INTRODUCED,Senator,
3991,356,,Merkley,,Co,INTRODUCED,Senator,
3992,356,,Schatz,,Co,INTRODUCED,Senator,
3993,356,,Shaheen,,Co,INTRODUCED,Senator,
3994,356,,Udall,,Co,INTRODUCED,Senator,
3995,356,,Warren,,Co,INTRODUCED,Senator,
3996,356,,Whitehouse,,Co,INTRODUCED,Senator,
3997,357,,Schatz,,Primary,INTRODUCED,Representative,
3998,357,,Gillibrand,,Co,INTRODUCED,Representative,
3999,357,Van,Hollen,,Co,INTRODUCED,Representative,6
4000,358,,Conyers,,Primary,INTRODUCED,Representative,
4001,358,,Huffman,,Co,INTRODUCED,Representative,
4002,358,,Lee,,Co,INTRODUCED,Representative,
4003,358,,Clay,,Co,INTRODUCED,Representative,
4004,358,,Clyburn,,Co,INTRODUCED,Representative,
4005,358,,Cohen,,Co,INTRODUCED,Representative,
4006,358,,Cummings,,Co,INTRODUCED,Representative,
4007,358,,Ellison,,Co,INTRODUCED,Representative,
4008,358,,Engel,,Co,INTRODUCED,Representative,
4009,358,,Grijalva,,Co,INTRODUCED,Representative,
4010,358,Jackson,Lee,,Co,INTRODUCED,Representative,
4011,358,,Norton,,Co,INTRODUCED,Representative,
4012,358,,Pocan,,Co,INTRODUCED,Representative,
4013,358,,Roybal-Allard,,Co,INTRODUCED,Representative,
4014,358,,Serrano,,Co,INTRODUCED,Representative,
4015,358,,Takano,,Co,INTRODUCED,Representative,
4016,358,,Kaptur,,Co,INTRODUCED,Representative,
4017,358,,Jeffries,,Co,INTRODUCED,Representative,
4018,358,,Tonko,,Co,INTRODUCED,Representative,
4019,358,,Schakowsky,,Co,INTRODUCED,Representative,
4020,358,Watson,Coleman,,Co,INTRODUCED,Representative,
4021,358,,Welch,,Co,INTRODUCED,Representative,
4022,358,,Napolitano,,Co,INTRODUCED,Representative,
4023,358,,Cartwright,,Co,INTRODUCED,Representative,
4024,358,,Pingree,,Co,INTRODUCED,Representative,
4025,358,,Lawrence,,Co,INTRODUCED,Representative,
4026,358,,Garamendi,,Co,INTRODUCED,Representative,
4027,358,,Lofgren,,Co,INTRODUCED,Representative,
4028,358,,Blumenauer,,Co,INTRODUCED,Representative,
4029,358,,Nolan,,Co,INTRODUCED,Representative,
4030,358,,Cleaver,,Co,INTRODUCED,Representative,
4031,358,,Hastings,,Co,INTRODUCED,Representative,
4032,358,,McGovern,,Co,INTRODUCED,Representative,
4033,358,,Nadler,,Co,INTRODUCED,Representative,
4034,358,,Jayapal,,Co,INTRODUCED,Representative,
4035,358,,Adams,,Co,INTRODUCED,Representative,
4036,358,,Beatty,,Co,INTRODUCED,Representative,
4037,358,,DeSaulnier,,Co,INTRODUCED,Representative,
4038,358,,Moore,,Co,INTRODUCED,Representative,
4039,359,,Beatty,,Primary,INTRODUCED,Representative,
4040,359,,Conyers,,Co,INTRODUCED,Representative,
4041,359,,Ellison,,Co,INTRODUCED,Representative,
4042,360,,DeLauro,,Primary,INTRODUCED,Representative,
4043,360,,,,Co,INTRODUCED,Representative,
4044,361,,Rokita,,Primary,,,
4045,361,,Hastings,,Co,,,
4046,362,,Conyers,,Primary,INTRODUCED,Representative,
4047,362,,Norton,,Co,INTRODUCED,Representative,
4048,362,,Evans,,Co,INTRODUCED,Representative,
4049,362,,Richmond,,Co,INTRODUCED,Representative,
4050,362,,Plaskett,,Co,INTRODUCED,Representative,
4051,362,,Espaillat,,Co,INTRODUCED,Representative,
4052,362,,McGovern,,Co,INTRODUCED,Representative,
4053,362,,Velázquez,,Co,INTRODUCED,Representative,
4054,362,,Barragán,,Co,INTRODUCED,Representative,
4055,362,,Lee,,Co,INTRODUCED,Representative,
4056,362,,Rush,,Co,INTRODUCED,Representative,
4057,362,,Bass,,Co,INTRODUCED,Representative,
4058,362,,Moore,,Co,INTRODUCED,Representative,
4059,362,,Cummings,,Co,INTRODUCED,Representative,
4060,362,,Jayapal,,Co,INTRODUCED,Representative,
4061,362,,Cohen,,Co,INTRODUCED,Representative,
4062,362,,Gutiérrez,,Co,INTRODUCED,Representative,
4063,362,,Clay,,Co,INTRODUCED,Representative,
4064,362,,Lawrence,,Co,INTRODUCED,Representative,
4065,362,,Jeffries,,Co,INTRODUCED,Representative,
4066,362,,Courtney,,Co,INTRODUCED,Representative,
4067,362,,DeLauro,,Co,INTRODUCED,Representative,
4068,362,,Beatty,,Co,INTRODUCED,Representative,
4069,362,,Napolitano,,Co,INTRODUCED,Representative,
4070,362,,Grijalva,,Co,INTRODUCED,Representative,
4071,362,,Nadler,,Co,INTRODUCED,Representative,
4072,362,,McEachin,,Co,INTRODUCED,Representative,
4073,362,,Dingell,,Co,INTRODUCED,Representative,
4074,362,,Demings,,Co,INTRODUCED,Representative,
4075,362,,Cleaver,,Co,INTRODUCED,Representative,
4076,362,Jackson,Lee,,Co,INTRODUCED,Representative,
4077,362,,Serrano,,Co,INTRODUCED,Representative,
4078,362,Watson,Coleman,,Co,INTRODUCED,Representative,
4079,362,,Raskin,,Co,INTRODUCED,Representative,
4080,362,,Fudge,,Co,INTRODUCED,Representative,
4081,362,,Ellison,,Co,INTRODUCED,Representative,
4082,362,,Adams,,Co,INTRODUCED,Representative,
4083,362,,Payne,,Co,INTRODUCED,Representative,
4084,362,,Meeks,,Co,INTRODUCED,Representative,
4085,362,,Pallone,,Co,INTRODUCED,Representative,
4086,363,,Moore,,Primary,INTRODUCED,Representative,
4087,363,,Cohen,,Co,INTRODUCED,Representative,
4088,363,Watson,Coleman,,Co,INTRODUCED,Representative,
4089,363,,Jayapal,,Co,INTRODUCED,Representative,
4090,363,Jackson,Lee,,Co,INTRODUCED,Representative,
4091,363,,Norton,,Co,INTRODUCED,Representative,
4092,363,,Khanna,,Co,INTRODUCED,Representative,
4093,363,,Fudge,,Co,INTRODUCED,Representative,
4094,364,,Bonamici,,Primary,INTRODUCED,Representative,
4095,364,,Ferguson,,Co,INTRODUCED,Representative,
4096,365,,Polis,,Primary,INTRODUCED,Senator,
4097,365,,Ros-Lehtinen,,Co,INTRODUCED,Senator,
4098,365,,Takano,,Co,INTRODUCED,Senator,
4099,365,,Pelosi,,Co,INTRODUCED,Senator,
4100,365,,Hoyer,,Co,INTRODUCED,Senator,
4101,365,,Cicilline,,Co,INTRODUCED,Senator,
4102,365,,Sinema,,Co,INTRODUCED,Senator,
4103,365,,Pocan,,Co,INTRODUCED,Senator,
4104,365,,DeFazio,,Co,INTRODUCED,Senator,
4105,365,,Grijalva,,Co,INTRODUCED,Senator,
4106,365,Jackson,Lee,,Co,INTRODUCED,Senator,
4107,365,,Espaillat,,Co,INTRODUCED,Senator,
4108,365,,Lowenthal,,Co,INTRODUCED,Senator,
4109,365,,Serrano,,Co,INTRODUCED,Senator,
4110,365,,Barragán,,Co,INTRODUCED,Senator,
4111,365,,Crowley,,Co,INTRODUCED,Senator,
4112,365,,Jayapal,,Co,INTRODUCED,Senator,
4113,365,,Evans,,Co,INTRODUCED,Senator,
4114,365,,Perlmutter,,Co,INTRODUCED,Senator,
4115,365,,Crist,,Co,INTRODUCED,Senator,
4116,365,,Shea-Porter,,Co,INTRODUCED,Senator,
4117,365,,Cartwright,,Co,INTRODUCED,Senator,
4118,365,,Moulton,,Co,INTRODUCED,Senator,
4119,365,,Sherman,,Co,INTRODUCED,Senator,
4120,365,,Peters,,Co,INTRODUCED,Senator,
4121,365,,Bonamici,,Co,INTRODUCED,Senator,
4122,365,,Kildee,,Co,INTRODUCED,Senator,
4123,365,,Norton,,Co,INTRODUCED,Senator,
4124,365,,Pallone,,Co,INTRODUCED,Senator,
4125,365,Watson,Coleman,,Co,INTRODUCED,Senator,
4126,365,,Foster,,Co,INTRODUCED,Senator,
4127,365,,Himes,,Co,INTRODUCED,Senator,
4128,365,,Kihuen,,Co,INTRODUCED,Senator,
4129,365,,Titus,,Co,INTRODUCED,Senator,
4130,365,Blunt,Rochester,,Co,INTRODUCED,Senator,
4131,365,,DelBene,,Co,INTRODUCED,Senator,
4132,365,,Langevin,,Co,INTRODUCED,Senator,
4133,365,,DeGette,,Co,INTRODUCED,Senator,
4134,365,,Tsongas,,Co,INTRODUCED,Senator,
4135,365,,McCollum,,Co,INTRODUCED,Senator,
4136,365,,Blumenauer,,Co,INTRODUCED,Senator,
4137,365,,Hastings,,Co,INTRODUCED,Senator,
4138,365,,Bass,,Co,INTRODUCED,Senator,
4139,365,,Bordallo,,Co,INTRODUCED,Senator,
4140,365,,Vela,,Co,INTRODUCED,Senator,
4141,365,,Yarmuth,,Co,INTRODUCED,Senator,
4142,365,,Dingell,,Co,INTRODUCED,Senator,
4143,365,,Schakowsky,,Co,INTRODUCED,Senator,
4144,365,,Speier,,Co,INTRODUCED,Senator,
4145,365,,Payne,,Co,INTRODUCED,Senator,
4146,365,,Moore,,Co,INTRODUCED,Senator,
4147,365,,Matsui,,Co,INTRODUCED,Senator,
4148,365,,Bustos,,Co,INTRODUCED,Senator,
4149,365,,Fudge,,Co,INTRODUCED,Senator,
4150,365,,Cárdenas,,Co,INTRODUCED,Senator,
4151,365,,Velázquez,,Co,INTRODUCED,Senator,
4152,365,,Panetta,,Co,INTRODUCED,Senator,
4153,365,,Gallego,,Co,INTRODUCED,Senator,
4154,365,,Cohen,,Co,INTRODUCED,Senator,
4155,365,,Kilmer,,Co,INTRODUCED,Senator,
4156,365,,Lowey,,Co,INTRODUCED,Senator,
4157,365,,Gutiérrez,,Co,INTRODUCED,Senator,
4158,365,,Rosen,,Co,INTRODUCED,Senator,
4159,365,,Lee,,Co,INTRODUCED,Senator,
4160,365,,Ellison,,Co,INTRODUCED,Senator,
4161,365,,Garamendi,,Co,INTRODUCED,Senator,
4162,365,,McNerney,,Co,INTRODUCED,Senator,
4163,365,,Nadler,,Co,INTRODUCED,Senator,
4164,365,,Sánchez,,Co,INTRODUCED,Senator,
4165,365,,Courtney,,Co,INTRODUCED,Senator,
4166,365,,Nolan,,Co,INTRODUCED,Senator,
4167,365,,Hanabusa,,Co,INTRODUCED,Senator,
4168,365,,Costa,,Co,INTRODUCED,Senator,
4169,365,,Pingree,,Co,INTRODUCED,Senator,
4170,365,,Tonko,,Co,INTRODUCED,Senator,
4171,365,,Capuano,,Co,INTRODUCED,Senator,
4172,365,,Norcross,,Co,INTRODUCED,Senator,
4173,365,,Cooper,,Co,INTRODUCED,Senator,
4174,365,,Roybal-Allard,,Co,INTRODUCED,Senator,
4175,365,,Quigley,,Co,INTRODUCED,Senator,
4176,365,,Huffman,,Co,INTRODUCED,Senator,
4177,365,,Bera,,Co,INTRODUCED,Senator,
4178,365,,Delaney,,Co,INTRODUCED,Senator,
4179,365,,DeLauro,,Co,INTRODUCED,Senator,
4180,365,,Welch,,Co,INTRODUCED,Senator,
4181,365,,Ruiz,,Co,INTRODUCED,Senator,
4182,365,,Napolitano,,Co,INTRODUCED,Senator,
4183,365,Wasserman,Schultz,,Co,INTRODUCED,Senator,
4184,365,,Kennedy,,Co,INTRODUCED,Senator,
4185,365,,Vargas,,Co,INTRODUCED,Senator,
4186,365,,ORourke,,Co,INTRODUCED,Senator,
4187,365,,Lofgren,,Co,INTRODUCED,Senator,
4188,365,,Krishnamoorthi,,Co,INTRODUCED,Senator,
4189,365,,Carbajal,,Co,INTRODUCED,Senator,
4190,365,,McEachin,,Co,INTRODUCED,Senator,
4191,365,,DeSaulnier,,Co,INTRODUCED,Senator,
4192,365,,Torres,,Co,INTRODUCED,Senator,
4193,366,,Murray,,Primary,INTRODUCED,Representative,
4194,366,,Blumenthal,,Co,INTRODUCED,Representative,
4195,366,,Booker,,Co,INTRODUCED,Representative,
4196,366,,Brown,,Co,INTRODUCED,Representative,
4197,366,,Cantwell,,Co,INTRODUCED,Representative,
4198,366,,Cardin,,Co,INTRODUCED,Representative,
4199,366,,Casey,,Co,INTRODUCED,Representative,
4200,366,,Coons,,Co,INTRODUCED,Representative,
4201,366,,Durbin,,Co,INTRODUCED,Representative,
4202,366,,Franken,,Co,INTRODUCED,Representative,
4203,366,,Gillibrand,,Co,INTRODUCED,Representative,
4204,366,,Hassan,,Co,INTRODUCED,Representative,
4205,366,,Heinrich,,Co,INTRODUCED,Representative,
4206,366,,Hirono,,Co,INTRODUCED,Representative,
4207,366,,Kaine,,Co,INTRODUCED,Representative,
4208,366,,King,,Co,INTRODUCED,Representative,
4209,366,,Klobuchar,,Co,INTRODUCED,Representative,
4210,366,,Leahy,,Co,INTRODUCED,Representative,
4211,366,,Markey,,Co,INTRODUCED,Representative,
4212,366,,Menendez,,Co,INTRODUCED,Representative,
4213,366,,Merkley,,Co,INTRODUCED,Representative,
4214,366,,Murphy,,Co,INTRODUCED,Representative,
4215,366,,Reed,,Co,INTRODUCED,Representative,
4216,366,,Sanders,,Co,INTRODUCED,Representative,
4217,366,,Schumer,,Co,INTRODUCED,Representative,
4218,366,,Udall,,Co,INTRODUCED,Representative,
4219,366,Van,Hollen,,Co,INTRODUCED,Representative,6
4220,366,,Warren,,Co,INTRODUCED,Representative,
4221,366,,Whitehouse,,Co,INTRODUCED,Representative,
4222,366,,Wyden,,Co,INTRODUCED,Representative,
4223,366,,Peters,,Co,INTRODUCED,Representative,
4224,367,,Norcross,,Primary,INTRODUCED,Representative,
4225,367,,Moulton,,Co,INTRODUCED,Representative,
4226,367,,Walz,,Co,INTRODUCED,Representative,
4227,368,Blunt,Rochester,,Primary,INTRODUCED,Representative,
4228,368,,Blum,,Co,INTRODUCED,Representative,
4229,368,,Evans,,Co,INTRODUCED,Representative,
4230,368,Wasserman,Schultz,,Co,INTRODUCED,Representative,
4231,368,,ORourke,,Co,INTRODUCED,Representative,
4232,368,,Payne,,Co,INTRODUCED,Representative,
4233,368,,Jeffries,,Co,INTRODUCED,Representative,
4234,368,,Moore,,Co,INTRODUCED,Representative,
4235,368,,Lee,,Co,INTRODUCED,Representative,
4236,368,,Norton,,Co,INTRODUCED,Representative,
4237,368,Jackson,Lee,,Co,INTRODUCED,Representative,
4238,368,,Rush,,Co,INTRODUCED,Representative,
4239,368,,Fudge,,Co,INTRODUCED,Representative,
4240,368,,Clay,,Co,INTRODUCED,Representative,
4241,369,Blunt,Rochester,,Primary,INTRODUCED,Senator,
4242,369,,Evans,,Co,INTRODUCED,Senator,
4243,369,,Moore,,Co,INTRODUCED,Senator,
4244,369,,Rush,,Co,INTRODUCED,Senator,
4245,369,Jackson,Lee,,Co,INTRODUCED,Senator,
4246,369,,Lee,,Co,INTRODUCED,Senator,
4247,369,,Clay,,Co,INTRODUCED,Senator,
4248,369,,Jeffries,,Co,INTRODUCED,Senator,
4249,369,,Lawrence,,Co,INTRODUCED,Senator,
4250,369,,Fudge,,Co,INTRODUCED,Senator,
4251,369,,Norton,,Co,INTRODUCED,Senator,
4252,369,,Payne,,Co,INTRODUCED,Senator,
4253,370,,Baldwin,,Primary,INTRODUCED,Representative,
4254,370,,Bennet,,Co,INTRODUCED,Representative,
4255,370,,Booker,,Co,INTRODUCED,Representative,
4256,370,,Cardin,,Co,INTRODUCED,Representative,
4257,370,,Carper,,Co,INTRODUCED,Representative,
4258,370,,Casey,,Co,INTRODUCED,Representative,
4259,370,,Coons,,Co,INTRODUCED,Representative,
4260,370,,Durbin,,Co,INTRODUCED,Representative,
4261,370,,Feinstein,,Co,INTRODUCED,Representative,
4262,370,,Gillibrand,,Co,INTRODUCED,Representative,
4263,370,,Hassan,,Co,INTRODUCED,Representative,
4264,370,,Heitkamp,,Co,INTRODUCED,Representative,
4265,370,,Hirono,,Co,INTRODUCED,Representative,
4266,370,,Jones,,Co,INTRODUCED,Representative,
4267,370,,Kaine,,Co,INTRODUCED,Representative,
4268,370,,Klobuchar,,Co,INTRODUCED,Representative,
4269,370,,Leahy,,Co,INTRODUCED,Representative,
4270,370,,Markey,,Co,INTRODUCED,Representative,
4271,370,,Murphy,,Co,INTRODUCED,Representative,
4272,370,,Murray,,Co,INTRODUCED,Representative,
4273,370,,Reed,,Co,INTRODUCED,Representative,
4274,370,,Smith,,Co,INTRODUCED,Representative,
4275,370,,Stabenow,,Co,INTRODUCED,Representative,
4276,370,,Warren,,Co,INTRODUCED,Representative,
4277,370,,Whitehouse,,Co,INTRODUCED,Representative,
4278,370,,Blumenthal,,Co,INTRODUCED,Representative,
4279,370,,Cantwell,,Co,INTRODUCED,Representative,
4280,370,,Duckworth,,Co,INTRODUCED,Representative,
4281,370,,Harris,,Co,INTRODUCED,Representative,
4282,370,,Merkley,,Co,INTRODUCED,Representative,
4283,370,,Sanders,,Co,INTRODUCED,Representative,
4284,370,,Schatz,,Co,INTRODUCED,Representative,
4285,370,,Shaheen,,Co,INTRODUCED,Representative,
4286,370,,Udall,,Co,INTRODUCED,Representative,
4287,370,Van,Hollen,,Co,INTRODUCED,Representative,6
4288,370,,Wyden,,Co,INTRODUCED,Representative,
4289,371,,,,Co,INTRODUCED,Senator,
4290,372,,Casey,,Primary,INTRODUCED,Representative,
4291,372,,Booker,,Co,INTRODUCED,Representative,
4292,372,,Kaine,,Co,INTRODUCED,Representative,
4293,373,,Sánchez,,Primary,INTRODUCED,Senator,
4294,373,,Roskam,,Co,INTRODUCED,Senator,
4295,374,,Capito,,Primary,INTRODUCED,Senator,
4296,374,,Stabenow,,Co,INTRODUCED,Senator,
4297,374,,Wicker,,Co,INTRODUCED,Senator,
4298,374,,Menendez,,Co,INTRODUCED,Senator,
4299,375,,Schatz,,Primary,INTRODUCED,Representative,
4300,375,,Merkley,,Co,INTRODUCED,Representative,
4301,376,,Cárdenas,,Primary,INTRODUCED,Representative,
4302,376,,Cohen,,Co,INTRODUCED,Representative,
4303,376,,Cummings,,Co,INTRODUCED,Representative,
4304,376,,Raskin,,Co,INTRODUCED,Representative,
4305,376,,Roybal-Allard,,Co,INTRODUCED,Representative,
4306,376,,Serrano,,Co,INTRODUCED,Representative,
4307,376,,Slaughter,,Co,INTRODUCED,Representative,
4308,376,,Vargas,,Co,INTRODUCED,Representative,
4309,376,,Grijalva,,Co,INTRODUCED,Representative,
4310,377,,DeLauro,,Primary,INTRODUCED,Representative,
4311,377,,Kennedy,,Co,INTRODUCED,Representative,
4312,377,,Esty,,Co,INTRODUCED,Representative,
4313,377,,Moulton,,Co,INTRODUCED,Representative,
4314,377,,Eshoo,,Co,INTRODUCED,Representative,
4315,377,,Sánchez,,Co,INTRODUCED,Representative,
4316,377,,Lofgren,,Co,INTRODUCED,Representative,
4317,377,,Delaney,,Co,INTRODUCED,Representative,
4318,377,,Courtney,,Co,INTRODUCED,Representative,
4319,377,,Takano,,Co,INTRODUCED,Representative,
4320,377,,Napolitano,,Co,INTRODUCED,Representative,
4321,377,,Quigley,,Co,INTRODUCED,Representative,
4322,377,,Meeks,,Co,INTRODUCED,Representative,
4323,377,,Lynch,,Co,INTRODUCED,Representative,
4324,377,,Velázquez,,Co,INTRODUCED,Representative,
4325,377,,Cleaver,,Co,INTRODUCED,Representative,
4326,377,,Blumenauer,,Co,INTRODUCED,Representative,
4327,377,,Cohen,,Co,INTRODUCED,Representative,
4328,377,Wasserman,Schultz,,Co,INTRODUCED,Representative,
4329,377,,Kilmer,,Co,INTRODUCED,Representative,
4330,377,,Bonamici,,Co,INTRODUCED,Representative,
4331,377,,Titus,,Co,INTRODUCED,Representative,
4332,377,,Kaptur,,Co,INTRODUCED,Representative,
4333,377,,Jeffries,,Co,INTRODUCED,Representative,
4334,377,,Perlmutter,,Co,INTRODUCED,Representative,
4335,377,,Schakowsky,,Co,INTRODUCED,Representative,
4336,377,,Gabbard,,Co,INTRODUCED,Representative,
4337,377,,Bera,,Co,INTRODUCED,Representative,
4338,377,,Cicilline,,Co,INTRODUCED,Representative,
4339,377,,Pingree,,Co,INTRODUCED,Representative,
4340,377,,Walz,,Co,INTRODUCED,Representative,
4341,377,,Nadler,,Co,INTRODUCED,Representative,
4342,377,,Gutiérrez,,Co,INTRODUCED,Representative,
4343,377,,Grijalva,,Co,INTRODUCED,Representative,
4344,377,,Levin,,Co,INTRODUCED,Representative,
4345,377,,Moore,,Co,INTRODUCED,Representative,
4346,377,,Schiff,,Co,INTRODUCED,Representative,
4347,377,,Garamendi,,Co,INTRODUCED,Representative,
4348,377,,Matsui,,Co,INTRODUCED,Representative,
4349,377,,Langevin,,Co,INTRODUCED,Representative,
4350,377,,Slaughter,,Co,INTRODUCED,Representative,
4351,377,,Cárdenas,,Co,INTRODUCED,Representative,
4352,377,,Speier,,Co,INTRODUCED,Representative,
4353,377,,Roybal-Allard,,Co,INTRODUCED,Representative,
4354,377,,Tsongas,,Co,INTRODUCED,Representative,
4355,377,,Pocan,,Co,INTRODUCED,Representative,
4356,377,,Aguilar,,Co,INTRODUCED,Representative,
4357,377,,Tonko,,Co,INTRODUCED,Representative,
4358,377,,Norton,,Co,INTRODUCED,Representative,
4359,377,,DelBene,,Co,INTRODUCED,Representative,
4360,377,,Dingell,,Co,INTRODUCED,Representative,
4361,377,,Ellison,,Co,INTRODUCED,Representative,
4362,377,,McCollum,,Co,INTRODUCED,Representative,
4363,377,,Beyer,,Co,INTRODUCED,Representative,
4364,377,Watson,Coleman,,Co,INTRODUCED,Representative,
4365,377,,Veasey,,Co,INTRODUCED,Representative,
4366,377,,Kildee,,Co,INTRODUCED,Representative,
4367,377,,Meng,,Co,INTRODUCED,Representative,
4368,377,Jackson,Lee,,Co,INTRODUCED,Representative,
4369,377,,Pascrell,,Co,INTRODUCED,Representative,
4370,377,,Pelosi,,Co,INTRODUCED,Representative,
4371,377,,Cummings,,Co,INTRODUCED,Representative,
4372,377,,Polis,,Co,INTRODUCED,Representative,
4373,377,,McNerney,,Co,INTRODUCED,Representative,
4374,377,,Nolan,,Co,INTRODUCED,Representative,
4375,377,,Engel,,Co,INTRODUCED,Representative,
4376,377,,Foster,,Co,INTRODUCED,Representative,
4377,377,,Bustos,,Co,INTRODUCED,Representative,
4378,377,,Lowenthal,,Co,INTRODUCED,Representative,
4379,377,,Peters,,Co,INTRODUCED,Representative,
4380,377,,Evans,,Co,INTRODUCED,Representative,
4381,377,,Lee,,Co,INTRODUCED,Representative,
4382,377,,Kihuen,,Co,INTRODUCED,Representative,
4383,377,,Hastings,,Co,INTRODUCED,Representative,
4384,377,,Deutch,,Co,INTRODUCED,Representative,
4385,377,,Ruiz,,Co,INTRODUCED,Representative,
4386,377,,Fudge,,Co,INTRODUCED,Representative,
4387,377,,DeSaulnier,,Co,INTRODUCED,Representative,
4388,377,,Shea-Porter,,Co,INTRODUCED,Representative,
4389,378,,Rokita,,Primary,INTRODUCED,Senator,
4390,378,,Messer,,Co,INTRODUCED,Senator,
4391,379,,Lee,,Primary,INTRODUCED,Senator,
4392,379,,Cruz,,Co,INTRODUCED,Senator,
4393,380,,Rubio,,Primary,INTRODUCED,Senator,
4394,380,,,,Co,INTRODUCED,Senator,
4395,381,,Gillibrand,,Primary,INTRODUCED,Representative,
4396,381,Cortez,Masto,,Co,INTRODUCED,Representative,
4397,381,,Harris,,Co,INTRODUCED,Representative,
4398,381,,Hirono,,Co,INTRODUCED,Representative,
4399,382,,,,Co,INTRODUCED,Representative,
4400,383,,Richmond,,Primary,INTRODUCED,Representative,
4401,383,,Cárdenas,,Co,INTRODUCED,Representative,
4402,383,,Ellison,,Co,INTRODUCED,Representative,
4403,383,,Kaptur,,Co,INTRODUCED,Representative,
4404,383,,Hastings,,Co,INTRODUCED,Representative,
4405,383,,Moore,,Co,INTRODUCED,Representative,
4406,383,,Norton,,Co,INTRODUCED,Representative,
4407,383,,Fudge,,Co,INTRODUCED,Representative,
4408,383,,Pocan,,Co,INTRODUCED,Representative,
4409,383,,Meeks,,Co,INTRODUCED,Representative,
4410,383,,DelBene,,Co,INTRODUCED,Representative,
4411,383,,Lofgren,,Co,INTRODUCED,Representative,
4412,383,,Capuano,,Co,INTRODUCED,Representative,
4413,383,,Blumenauer,,Co,INTRODUCED,Representative,
4414,383,,Cohen,,Co,INTRODUCED,Representative,
4415,383,,Beatty,,Co,INTRODUCED,Representative,
4416,383,,Takano,,Co,INTRODUCED,Representative,
4417,383,,McGovern,,Co,INTRODUCED,Representative,
4418,383,,McCollum,,Co,INTRODUCED,Representative,
4419,383,,Welch,,Co,INTRODUCED,Representative,
4420,383,,Eshoo,,Co,INTRODUCED,Representative,
4421,383,,Butterfield,,Co,INTRODUCED,Representative,
4422,383,,Nadler,,Co,INTRODUCED,Representative,
4423,383,,Schiff,,Co,INTRODUCED,Representative,
4424,383,,Schakowsky,,Co,INTRODUCED,Representative,
4425,383,,Cummings,,Co,INTRODUCED,Representative,
4426,383,,Raskin,,Co,INTRODUCED,Representative,
4427,383,,Jayapal,,Co,INTRODUCED,Representative,
4428,383,,Pallone,,Co,INTRODUCED,Representative,
4429,384,,Ellison,,Primary,ENROLLED,Representative,
