billid,firstname,lastname,state,primaryorco
115,nan,Quigley,nan,Co
115,nan,Jayapal,nan,Co
115,nan,Hanabusa,nan,Co
115,nan,Raskin,nan,Co
115,nan,Polis,nan,Co
115,nan,Schakowsky,nan,Co
115,nan,Cohen,nan,Co
116,nan,Tillis,nan,Primary
116,nan,nan,nan,Co
117,nan,Young,nan,Primary
117,nan,nan,nan,Co
118,Jackson,Lee,nan,Primary
118,nan,Raskin,nan,Co
119,nan,Crowley,nan,Primary
119,nan,nan,nan,Co
120,nan,Gillibrand,nan,Primary
120,nan,Merkley,nan,Co
120,nan,Warren,nan,Co
120,nan,Udall,nan,Co
121,nan,Alexander,nan,Primary
121,nan,nan,nan,Co
122,nan,Harris,nan,Primary
122,nan,Stabenow,nan,Co
122,nan,Feinstein,nan,Co
122,nan,Murray,nan,Co
122,nan,Gillibrand,nan,Co
122,nan,Hirono,nan,Co
122,nan,Warren,nan,Co
122,nan,Baldwin,nan,Co
122,nan,Booker,nan,Co
122,nan,Merkley,nan,Co
122,nan,Wyden,nan,Co
122,nan,Blumenthal,nan,Co
123,nan,Blunt,nan,Primary
123,nan,Nelson,nan,Co
124,Jackson,Lee,nan,Primary
124,nan,Hastings,nan,Co
124,nan,Veasey,nan,Co
124,nan,Norton,nan,Co
124,nan,Moore,nan,Co
124,nan,Connolly,nan,Co
124,nan,Butterfield,nan,Co
124,nan,Deutch,nan,Co
124,nan,Gutiérrez,nan,Co
124,nan,Cohen,nan,Co
124,nan,Kildee,nan,Co
124,nan,Meeks,nan,Co
124,nan,Pocan,nan,Co
124,nan,Pallone,nan,Co
124,nan,Vela,nan,Co
124,nan,Beatty,nan,Co
124,nan,Jeffries,nan,Co
124,nan,Engel,nan,Co
124,nan,Rush,nan,Co
124,nan,McCollum,nan,Co
124,nan,Richmond,nan,Co
124,nan,Conyers,nan,Co
124,nan,Walz,nan,Co
124,nan,Demings,nan,Co
124,nan,Lee,nan,Co
124,nan,Ellison,nan,Co
124,nan,Payne,nan,Co
124,nan,Clay,nan,Co
124,nan,Adams,nan,Co
124,nan,Evans,nan,Co
124,nan,Torres,nan,Co
124,nan,Lofgren,nan,Co
124,nan,McEachin,nan,Co
124,nan,Cummings,nan,Co
124,nan,Levin,nan,Co
124,nan,Lawrence,nan,Co
124,nan,Grijalva,nan,Co
124,nan,Vargas,nan,Co
125,nan,Speier,nan,Primary
125,nan,Fitzpatrick,nan,Co
126,nan,DeFazio,nan,Primary
126,nan,Courtney,nan,Co
126,nan,Blumenauer,nan,Co
126,nan,Bonamici,nan,Co
126,nan,Garamendi,nan,Co
126,nan,Ellison,nan,Co
126,nan,Norton,nan,Co
126,nan,Polis,nan,Co
126,nan,Shea-Porter,nan,Co
126,nan,Roybal-Allard,nan,Co
126,nan,DeLauro,nan,Co
127,nan,Hastings,nan,Primary
127,nan,Moore,nan,Co
127,nan,Meeks,nan,Co
128,nan,Wicker,nan,Primary
128,nan,Gillibrand,nan,Co
128,nan,Baldwin,nan,Co
128,nan,Bennet,nan,Co
128,nan,Booker,nan,Co
128,nan,Burr,nan,Co
128,nan,Cantwell,nan,Co
128,nan,Cardin,nan,Co
128,nan,Casey,nan,Co
128,nan,Cochran,nan,Co
128,nan,Collins,nan,Co
128,nan,Coons,nan,Co
128,nan,Cornyn,nan,Co
128,nan,Cruz,nan,Co
128,nan,Duckworth,nan,Co
128,nan,Durbin,nan,Co
128,nan,Feinstein,nan,Co
128,nan,Franken,nan,Co
128,nan,Harris,nan,Co
128,nan,Kaine,nan,Co
128,nan,King,nan,Co
128,nan,Klobuchar,nan,Co
128,nan,Lankford,nan,Co
128,nan,Lee,nan,Co
128,nan,Markey,nan,Co
128,nan,Merkley,nan,Co
128,nan,Moran,nan,Co
128,nan,Murkowski,nan,Co
128,nan,Murphy,nan,Co
128,nan,Murray,nan,Co
128,nan,Nelson,nan,Co
128,nan,Paul,nan,Co
128,nan,Perdue,nan,Co
128,nan,Peters,nan,Co
128,nan,Rubio,nan,Co
128,nan,Scott,nan,Co
128,nan,Stabenow,nan,Co
128,nan,Tillis,nan,Co
128,Van,Hollen,nan,Co
128,nan,Warner,nan,Co
128,nan,Warren,nan,Co
128,nan,Whitehouse,nan,Co
128,nan,Wyden,nan,Co
128,nan,Young,nan,Co
128,Cortez,Masto,nan,Co
129,nan,Rosen,nan,Primary
129,nan,nan,nan,Co
130,nan,Holding,nan,Primary
130,nan,Connolly,nan,Co
130,nan,Meehan,nan,Co
131,nan,Cardin,nan,Primary
131,nan,Strange,nan,Co
132,nan,Cardin,nan,Primary
132,nan,Strange,nan,Co
133,nan,Blunt,nan,Primary
133,nan,Nelson,nan,Co
134,nan,Jones,nan,Primary
134,nan,nan,nan,Co
135,nan,Beatty,nan,Primary
135,nan,Wagner,nan,Co
135,nan,Meeks,nan,Co
135,nan,Conyers,nan,Co
135,nan,Evans,nan,Co
135,nan,Griffith,nan,Co
135,Jackson,Lee,nan,Co
135,nan,Payne,nan,Co
135,nan,Carbajal,nan,Co
135,nan,Ros-Lehtinen,nan,Co
135,nan,Cárdenas,nan,Co
135,nan,Richmond,nan,Co
135,nan,Dingell,nan,Co
135,nan,Hastings,nan,Co
135,nan,Moore,nan,Co
135,nan,Clay,nan,Co
136,nan,Klobuchar,nan,Primary
136,nan,Grassley,nan,Co
136,nan,Feinstein,nan,Co
136,nan,Crapo,nan,Co
136,nan,Hirono,nan,Co
137,nan,Peters,nan,Primary
137,nan,Stabenow,nan,Co
138,nan,Wicker,nan,Primary
138,nan,Gillibrand,nan,Co
138,nan,Baldwin,nan,Co
138,nan,Bennet,nan,Co
138,nan,Booker,nan,Co
138,nan,Burr,nan,Co
138,nan,Cantwell,nan,Co
138,nan,Cardin,nan,Co
138,nan,Casey,nan,Co
138,nan,Cochran,nan,Co
138,nan,Collins,nan,Co
138,nan,Coons,nan,Co
138,nan,Cornyn,nan,Co
138,nan,Cruz,nan,Co
138,nan,Duckworth,nan,Co
138,nan,Durbin,nan,Co
138,nan,Feinstein,nan,Co
138,nan,Franken,nan,Co
138,nan,Harris,nan,Co
138,nan,Kaine,nan,Co
138,nan,King,nan,Co
138,nan,Klobuchar,nan,Co
138,nan,Lankford,nan,Co
138,nan,Lee,nan,Co
138,nan,Markey,nan,Co
138,nan,Merkley,nan,Co
138,nan,Moran,nan,Co
138,nan,Murkowski,nan,Co
138,nan,Murphy,nan,Co
138,nan,Murray,nan,Co
138,nan,Nelson,nan,Co
138,nan,Paul,nan,Co
138,nan,Perdue,nan,Co
138,nan,Peters,nan,Co
138,nan,Rubio,nan,Co
138,nan,Scott,nan,Co
138,nan,Stabenow,nan,Co
138,nan,Tillis,nan,Co
138,Van,Hollen,nan,Co
138,nan,Warner,nan,Co
138,nan,Warren,nan,Co
138,nan,Whitehouse,nan,Co
138,nan,Wyden,nan,Co
138,nan,Young,nan,Co
139,nan,Conyers,nan,Primary
139,nan,Lawrence,nan,Co
139,nan,Dingell,nan,Co
139,nan,Kildee,nan,Co
139,nan,Levin,nan,Co
140,nan,Butterfield,nan,Co
140,nan,Norton,nan,Co
140,nan,Garrett,nan,Co
140,Jackson,Lee,nan,Co
140,nan,Jayapal,nan,Co
140,nan,Tonko,nan,Co
140,nan,Napolitano,nan,Co
140,nan,Deutch,nan,Co
140,nan,Pingree,nan,Co
140,nan,Eshoo,nan,Co
140,Wasserman,Schultz,nan,Co
140,nan,Meehan,nan,Co
140,nan,Rothfus,nan,Co
140,nan,Kind,nan,Co
140,nan,Peters,nan,Co
140,nan,Velázquez,nan,Co
140,nan,Khanna,nan,Co
140,nan,Payne,nan,Co
140,nan,Evans,nan,Co
140,nan,Bonamici,nan,Co
140,nan,Ros-Lehtinen,nan,Co
140,nan,Comstock,nan,Co
140,nan,Lofgren,nan,Co
140,nan,McGovern,nan,Co
140,nan,Moulton,nan,Co
140,nan,DeFazio,nan,Co
140,nan,Fitzpatrick,nan,Co
140,nan,Donovan,nan,Co
140,nan,Connolly,nan,Co
140,nan,Kilmer,nan,Co
140,nan,Lance,nan,Co
141,nan,nan,nan,Primary
141,nan,nan,nan,Co
142,nan,nan,nan,Co
143,nan,Warren,nan,Primary
143,nan,Markey,nan,Co
143,nan,Merkley,nan,Co
143,nan,Feinstein,nan,Co
143,nan,Durbin,nan,Co
143,nan,Blumenthal,nan,Co
143,nan,Gillibrand,nan,Co
144,nan,Markey,nan,Primary
144,nan,King,nan,Co
144,Van,Hollen,nan,Co
144,nan,Collins,nan,Co
145,nan,Johnson,nan,Primary
145,nan,nan,nan,Co
146,nan,Klobuchar,nan,Primary
146,nan,Perdue,nan,Co
146,nan,Hirono,nan,Co
146,nan,Crapo,nan,Co
146,nan,Feinstein,nan,Co
147,nan,Baldwin,nan,Primary
147,nan,Markey,nan,Co
147,nan,Murray,nan,Co
147,nan,Hirono,nan,Co
147,Cortez,Masto,nan,Co
147,nan,Gillibrand,nan,Co
147,nan,Whitehouse,nan,Co
147,nan,Blumenthal,nan,Co
147,nan,Merkley,nan,Co
147,nan,Schumer,nan,Co
147,nan,Durbin,nan,Co
147,nan,Carper,nan,Co
147,nan,Klobuchar,nan,Co
147,nan,Franken,nan,Co
147,nan,Wyden,nan,Co
147,nan,Feinstein,nan,Co
148,nan,Lee,nan,Primary
148,nan,Butterfield,nan,Co
148,nan,DelBene,nan,Co
148,nan,Fudge,nan,Co
148,nan,Grijalva,nan,Co
148,nan,Polis,nan,Co
148,nan,Roybal-Allard,nan,Co
148,nan,Titus,nan,Co
149,nan,Soto,nan,Primary
149,nan,Vela,nan,Co
149,nan,Torres,nan,Co
149,nan,Payne,nan,Co
149,nan,Rosen,nan,Co
149,nan,Sánchez,nan,Co
149,nan,Barragán,nan,Co
149,nan,Aguilar,nan,Co
149,nan,Vargas,nan,Co
149,nan,Correa,nan,Co
149,nan,Grijalva,nan,Co
149,nan,Sablan,nan,Co
149,nan,Napolitano,nan,Co
149,nan,Cárdenas,nan,Co
149,nan,Carbajal,nan,Co
149,nan,Costa,nan,Co
149,nan,Norton,nan,Co
150,nan,nan,nan,Primary
150,nan,nan,nan,Co
151,nan,nan,nan,Co
152,nan,Hastings,nan,Co
152,nan,Meeks,nan,Co
152,nan,Norton,nan,Co
152,nan,Payne,nan,Co
152,nan,Lofgren,nan,Co
152,nan,Serrano,nan,Co
152,nan,McGovern,nan,Co
152,nan,Cicilline,nan,Co
152,nan,Rush,nan,Co
152,nan,Lee,nan,Co
152,nan,Moore,nan,Co
152,nan,Bass,nan,Co
152,nan,Espaillat,nan,Co
152,Jackson,Lee,nan,Co
153,nan,Sensenbrenner,nan,Co
153,nan,Takano,nan,Co
154,nan,Casey,nan,Primary
154,nan,Grassley,nan,Co
154,nan,Leahy,nan,Co
154,nan,Collins,nan,Co
155,Jackson,Lee,nan,Primary
155,nan,nan,nan,Co
156,nan,Adams,nan,Primary
156,nan,Lee,nan,Co
156,Watson,Coleman,nan,Co
156,nan,Khanna,nan,Co
156,nan,Moore,nan,Co
156,nan,Norton,nan,Co
156,nan,Serrano,nan,Co
156,nan,Payne,nan,Co
156,nan,Lawrence,nan,Co
156,nan,Barragán,nan,Co
156,nan,Velázquez,nan,Co
156,nan,Grijalva,nan,Co
156,nan,Dingell,nan,Co
156,nan,Hastings,nan,Co
156,nan,Cleaver,nan,Co
156,nan,Roybal-Allard,nan,Co
156,nan,Napolitano,nan,Co
156,nan,Beatty,nan,Co
156,nan,Cohen,nan,Co
156,nan,Schakowsky,nan,Co
156,nan,McEachin,nan,Co
156,Wasserman,Schultz,nan,Co
156,nan,McCollum,nan,Co
156,nan,Gallego,nan,Co
156,nan,Cummings,nan,Co
156,nan,Lowenthal,nan,Co
156,nan,Bonamici,nan,Co
156,nan,Crist,nan,Co
156,nan,Beyer,nan,Co
156,nan,Speier,nan,Co
156,nan,Hanabusa,nan,Co
156,nan,Sánchez,nan,Co
156,nan,Torres,nan,Co
157,nan,nan,nan,Primary
157,nan,nan,nan,Co
158,nan,Abraham,nan,Co
158,nan,Radewagen,nan,Co
158,nan,DeLauro,nan,Co
158,nan,Stefanik,nan,Co
158,nan,Gallego,nan,Co
158,nan,ORourke,nan,Co
158,nan,Peters,nan,Co
158,nan,Meehan,nan,Co
158,nan,Jones,nan,Co
158,nan,Slaughter,nan,Co
158,nan,Conyers,nan,Co
158,nan,Keating,nan,Co
158,nan,Coffman,nan,Co
158,nan,Cramer,nan,Co
158,nan,LoBiondo,nan,Co
158,nan,Quigley,nan,Co
158,nan,Shea-Porter,nan,Co
158,nan,Yarmuth,nan,Co
158,nan,Cicilline,nan,Co
158,nan,Dingell,nan,Co
158,nan,Cole,nan,Co
158,nan,Pingree,nan,Co
158,nan,Comstock,nan,Co
158,nan,Massie,nan,Co
158,nan,Rush,nan,Co
158,nan,Cárdenas,nan,Co
158,nan,Yoder,nan,Co
158,nan,Moulton,nan,Co
158,nan,Himes,nan,Co
159,nan,Inhofe,nan,Primary
159,nan,nan,nan,Co
160,nan,nan,nan,Primary
160,nan,nan,nan,Co
161,nan,Tsongas,nan,Co
162,nan,Casey,nan,Primary
162,nan,Collins,nan,Co
162,nan,Feinstein,nan,Co
162,nan,Coons,nan,Co
162,nan,Brown,nan,Co
162,nan,Markey,nan,Co
162,nan,Menendez,nan,Co
162,nan,Isakson,nan,Co
162,Van,Hollen,nan,Co
162,nan,Moran,nan,Co
163,nan,Lee,nan,Primary
163,nan,Chabot,nan,Co
164,nan,Kihuen,nan,Primary
164,nan,Takano,nan,Co
164,nan,Lee,nan,Co
164,nan,DeLauro,nan,Co
165,nan,Reed,nan,Primary
165,nan,Casey,nan,Co
165,nan,Coons,nan,Co
166,nan,Krishnamoorthi,nan,Primary
166,Herrera,Beutler,nan,Co
166,Blunt,Rochester,nan,Co
166,nan,Norton,nan,Co
166,nan,Cohen,nan,Co
166,nan,Hastings,nan,Co
166,nan,Hanabusa,nan,Co
167,nan,Cohen,nan,Primary
167,nan,Cooper,nan,Co
168,nan,nan,nan,Primary
168,nan,nan,nan,Co
169,nan,nan,nan,Primary
169,nan,nan,nan,Co
170,nan,Fitzpatrick,nan,Primary
171,nan,Conyers,nan,Co
171,nan,Sablan,nan,Co
171,nan,Adams,nan,Co
172,nan,Kaptur,nan,Primary
172,nan,Ros-Lehtinen,nan,Co
172,nan,Perry,nan,Co
172,nan,Sires,nan,Co
172,nan,Dingell,nan,Co
172,nan,Connolly,nan,Co
172,nan,Burgess,nan,Co
172,nan,Engel,nan,Co
172,nan,Cook,nan,Co
172,nan,Cicilline,nan,Co
172,nan,Gutiérrez,nan,Co
172,nan,Fitzpatrick,nan,Co
172,nan,Harris,nan,Co
172,nan,McCaul,nan,Co
173,nan,Wyden,nan,Primary
173,nan,Merkley,nan,Co
173,nan,Blumenthal,nan,Co
173,nan,Feinstein,nan,Co
173,nan,Carper,nan,Co
173,nan,Stabenow,nan,Co
173,nan,Cantwell,nan,Co
173,nan,Hirono,nan,Co
173,nan,Harris,nan,Co
174,nan,Takano,nan,Primary
174,nan,Gutiérrez,nan,Co
174,nan,Hanabusa,nan,Co
174,nan,Jayapal,nan,Co
174,nan,Lee,nan,Co
174,nan,Lofgren,nan,Co
174,nan,Lowenthal,nan,Co
174,nan,Meng,nan,Co
174,nan,Napolitano,nan,Co
174,nan,Peters,nan,Co
174,nan,Speier,nan,Co
174,nan,Velázquez,nan,Co
175,nan,Shaheen,nan,Primary
175,nan,Collins,nan,Co
175,nan,Brown,nan,Co
175,nan,Cantwell,nan,Co
175,nan,Coons,nan,Co
175,nan,Donnelly,nan,Co
175,nan,Hirono,nan,Co
175,nan,Inhofe,nan,Co
175,nan,King,nan,Co
175,nan,Klobuchar,nan,Co
175,nan,Menendez,nan,Co
175,nan,Peters,nan,Co
175,nan,Rounds,nan,Co
175,nan,Stabenow,nan,Co
175,nan,Warner,nan,Co
176,nan,Norton,nan,Primary
176,nan,nan,nan,Co
177,nan,Hirono,nan,Primary
177,nan,Murkowski,nan,Co
177,nan,Feinstein,nan,Co
177,nan,Heitkamp,nan,Co
177,nan,Cantwell,nan,Co
177,nan,Stabenow,nan,Co
177,nan,Fischer,nan,Co
177,nan,Hoeven,nan,Co
177,nan,Capito,nan,Co
177,nan,Baldwin,nan,Co
177,nan,Shaheen,nan,Co
177,nan,Warren,nan,Co
177,nan,Murray,nan,Co
177,nan,Hassan,nan,Co
177,nan,Smith,nan,Co
177,nan,Klobuchar,nan,Co
177,nan,Duckworth,nan,Co
178,Watson,Coleman,nan,Co
178,nan,Grijalva,nan,Co
178,Jackson,Lee,nan,Co
178,nan,Norton,nan,Co
178,nan,Pallone,nan,Co
178,nan,Crist,nan,Co
178,nan,Cicilline,nan,Co
178,nan,Lowenthal,nan,Co
178,nan,Hanabusa,nan,Co
178,nan,Nadler,nan,Co
178,nan,Jayapal,nan,Co
178,nan,Kilmer,nan,Co
178,nan,Peters,nan,Co
178,nan,Lee,nan,Co
179,nan,Adams,nan,Co
179,nan,Bass,nan,Co
179,nan,Beatty,nan,Co
179,Blunt,Rochester,nan,Co
179,nan,Butterfield,nan,Co
179,nan,Clay,nan,Co
179,nan,Cleaver,nan,Co
179,nan,Clyburn,nan,Co
179,nan,Conyers,nan,Co
179,nan,Cummings,nan,Co
179,nan,Demings,nan,Co
179,nan,Ellison,nan,Co
179,nan,Evans,nan,Co
179,nan,Fudge,nan,Co
179,nan,Hastings,nan,Co
179,Jackson,Lee,nan,Co
179,nan,Jeffries,nan,Co
179,nan,Lawrence,nan,Co
179,nan,Lee,nan,Co
179,nan,McEachin,nan,Co
179,nan,Meeks,nan,Co
179,nan,Moore,nan,Co
179,nan,Norton,nan,Co
179,nan,Payne,nan,Co
179,nan,Plaskett,nan,Co
179,nan,Richmond,nan,Co
179,nan,Rush,nan,Co
179,nan,Veasey,nan,Co
179,Watson,Coleman,nan,Co
180,nan,Grassley,nan,Primary
180,nan,Leahy,nan,Co
180,nan,Crapo,nan,Co
180,nan,Feinstein,nan,Co
181,nan,Grassley,nan,Primary
181,nan,Leahy,nan,Co
181,nan,Crapo,nan,Co
181,nan,Feinstein,nan,Co
182,nan,Booker,nan,Primary
182,nan,Baldwin,nan,Co
182,nan,Blumenthal,nan,Co
182,nan,Brown,nan,Co
182,nan,Franken,nan,Co
182,nan,Gillibrand,nan,Co
182,nan,Hirono,nan,Co
182,nan,Menendez,nan,Co
182,nan,Warren,nan,Co
182,nan,Markey,nan,Co
183,nan,Booker,nan,Primary
183,nan,Franken,nan,Co
184,nan,Casey,nan,Primary
184,nan,Collins,nan,Co
184,nan,Markey,nan,Co
184,nan,Coons,nan,Co
184,nan,Menendez,nan,Co
184,nan,Brown,nan,Co
184,nan,Isakson,nan,Co
184,nan,Feinstein,nan,Co
184,Van,Hollen,nan,Co
184,nan,Capito,nan,Co
184,nan,Moran,nan,Co
184,nan,Thune,nan,Co
185,nan,Tsongas,nan,Co
186,nan,nan,nan,Co
187,nan,Grijalva,nan,Primary
187,nan,Schiff,nan,Co
187,nan,Heck,nan,Co
187,nan,Langevin,nan,Co
187,nan,Cummings,nan,Co
187,nan,Meeks,nan,Co
187,nan,Moulton,nan,Co
187,nan,Sinema,nan,Co
187,nan,DeGette,nan,Co
187,Jackson,Lee,nan,Co
187,nan,Cicilline,nan,Co
187,nan,Tsongas,nan,Co
187,nan,Aguilar,nan,Co
187,nan,McCollum,nan,Co
187,nan,Pocan,nan,Co
187,nan,Speier,nan,Co
187,nan,Norton,nan,Co
187,nan,Pallone,nan,Co
187,nan,Moore,nan,Co
187,nan,Gutiérrez,nan,Co
187,Watson,Coleman,nan,Co
187,nan,Blumenauer,nan,Co
187,nan,Peters,nan,Co
187,nan,Welch,nan,Co
187,nan,Takano,nan,Co
187,nan,Yarmuth,nan,Co
187,nan,McGovern,nan,Co
187,nan,Levin,nan,Co
187,nan,Bonamici,nan,Co
187,nan,Crowley,nan,Co
187,nan,Lee,nan,Co
187,nan,Gallego,nan,Co
187,nan,Keating,nan,Co
187,nan,Huffman,nan,Co
187,nan,Deutch,nan,Co
187,nan,Quigley,nan,Co
187,nan,Garamendi,nan,Co
187,nan,Cartwright,nan,Co
187,nan,Conyers,nan,Co
187,nan,Kildee,nan,Co
187,nan,DelBene,nan,Co
187,Wasserman,Schultz,nan,Co
187,nan,Cohen,nan,Co
187,nan,DeLauro,nan,Co
187,nan,Slaughter,nan,Co
187,nan,Cárdenas,nan,Co
187,nan,Schakowsky,nan,Co
187,nan,Evans,nan,Co
187,nan,Titus,nan,Co
187,nan,Carbajal,nan,Co
187,nan,Engel,nan,Co
187,nan,Pingree,nan,Co
187,nan,Velázquez,nan,Co
187,nan,Meng,nan,Co
187,nan,Napolitano,nan,Co
187,nan,Nadler,nan,Co
187,nan,Roybal-Allard,nan,Co
187,nan,Beyer,nan,Co
187,nan,Jayapal,nan,Co
187,nan,Sánchez,nan,Co
187,nan,Hanabusa,nan,Co
187,nan,Crist,nan,Co
187,nan,Ruiz,nan,Co
187,nan,Adams,nan,Co
187,nan,DeFazio,nan,Co
188,nan,Cardin,nan,Primary
188,nan,Carper,nan,Co
188,Van,Hollen,nan,Co
188,nan,Whitehouse,nan,Co
188,nan,Baldwin,nan,Co
188,nan,Booker,nan,Co
188,nan,Reed,nan,Co
188,nan,Wyden,nan,Co
188,nan,Blumenthal,nan,Co
188,nan,Murray,nan,Co
188,nan,Coons,nan,Co
188,nan,Warren,nan,Co
188,nan,Kaine,nan,Co
188,nan,Gillibrand,nan,Co
188,nan,Durbin,nan,Co
188,nan,Merkley,nan,Co
188,nan,Udall,nan,Co
188,nan,Markey,nan,Co
188,nan,Brown,nan,Co
188,nan,Klobuchar,nan,Co
189,nan,Labrador,nan,Primary
189,nan,Goodlatte,nan,Co
190,nan,Blumenthal,nan,Primary
190,nan,nan,nan,Co
191,nan,Dingell,nan,Co
191,nan,Hastings,nan,Co
191,nan,Speier,nan,Co
192,nan,Cook,nan,Primary
192,nan,nan,nan,Co
193,nan,Durbin,nan,Primary
193,nan,Duckworth,nan,Co
193,nan,Brown,nan,Co
193,nan,Smith,nan,Co
193,nan,King,nan,Co
193,nan,Blumenthal,nan,Co
193,nan,Merkley,nan,Co
193,nan,Sanders,nan,Co
193,Van,Hollen,nan,Co
194,nan,Lee,nan,Co
194,nan,Grijalva,nan,Co
194,nan,Norton,nan,Co
194,nan,Hastings,nan,Co
194,nan,Payne,nan,Co
194,Jackson,Lee,nan,Co
194,nan,Cohen,nan,Co
194,nan,Barragán,nan,Co
194,Watson,Coleman,nan,Co
194,nan,Meeks,nan,Co
194,nan,Pascrell,nan,Co
194,nan,Cleaver,nan,Co
194,nan,Titus,nan,Co
194,nan,Velázquez,nan,Co
195,nan,Delaney,nan,Primary
195,nan,Stewart,nan,Co
196,nan,Conyers,nan,Primary
196,nan,Bass,nan,Co
196,nan,Beatty,nan,Co
196,nan,Beyer,nan,Co
196,nan,Blumenauer,nan,Co
196,nan,Cartwright,nan,Co
196,nan,Cicilline,nan,Co
196,nan,Cohen,nan,Co
196,Watson,Coleman,nan,Co
196,nan,Cummings,nan,Co
196,nan,DeGette,nan,Co
196,nan,DeLauro,nan,Co
196,nan,Deutch,nan,Co
196,nan,Dingell,nan,Co
196,nan,Evans,nan,Co
196,nan,Grijalva,nan,Co
196,nan,Hastings,nan,Co
196,Jackson,Lee,nan,Co
196,nan,Jayapal,nan,Co
196,nan,Jeffries,nan,Co
196,nan,Kennedy,nan,Co
196,nan,Kilmer,nan,Co
196,nan,Lawrence,nan,Co
196,nan,Lee,nan,Co
196,nan,McGovern,nan,Co
196,nan,Meeks,nan,Co
196,nan,Moore,nan,Co
196,nan,Nadler,nan,Co
196,nan,Napolitano,nan,Co
196,nan,Norton,nan,Co
196,nan,Payne,nan,Co
196,nan,Peters,nan,Co
196,nan,Raskin,nan,Co
196,nan,Richmond,nan,Co
196,nan,Rush,nan,Co
196,nan,Sarbanes,nan,Co
196,nan,Serrano,nan,Co
196,nan,Slaughter,nan,Co
196,nan,Veasey,nan,Co
196,nan,Velázquez,nan,Co
197,nan,Adams,nan,Primary
197,nan,Velázquez,nan,Co
197,nan,Moore,nan,Co
197,nan,Hastings,nan,Co
197,nan,McGovern,nan,Co
197,nan,Soto,nan,Co
198,nan,Hirono,nan,Primary
198,nan,Murkowski,nan,Co
198,nan,Warren,nan,Co
198,nan,Hassan,nan,Co
198,nan,Fischer,nan,Co
198,nan,Stabenow,nan,Co
198,nan,Shaheen,nan,Co
198,nan,Baldwin,nan,Co
198,nan,Capito,nan,Co
198,nan,Heitkamp,nan,Co
198,nan,Feinstein,nan,Co
198,nan,Klobuchar,nan,Co
198,nan,Collins,nan,Co
198,nan,Cantwell,nan,Co
198,nan,Murray,nan,Co
198,nan,Durbin,nan,Co
198,nan,Duckworth,nan,Co
199,nan,Velázquez,nan,Co
199,nan,Meeks,nan,Co
199,nan,Jeffries,nan,Co
199,nan,Nadler,nan,Co
199,nan,Meng,nan,Co
199,nan,Espaillat,nan,Co
199,nan,Serrano,nan,Co
199,nan,Pallone,nan,Co
199,Watson,Coleman,nan,Co
199,nan,Lee,nan,Co
199,nan,Huffman,nan,Co
199,nan,Norton,nan,Co
199,nan,Richmond,nan,Co
199,nan,Butterfield,nan,Co
199,nan,Engel,nan,Co
199,nan,Barragán,nan,Co
199,nan,Evans,nan,Co
199,nan,Beatty,nan,Co
199,nan,Hastings,nan,Co
200,nan,Heinrich,nan,Primary
200,nan,nan,nan,Co
201,nan,nan,nan,Co
202,nan,Lee,nan,Co
202,nan,Norton,nan,Co
202,nan,Napolitano,nan,Co
202,nan,Bordallo,nan,Co
202,Jackson,Lee,nan,Co
202,nan,Hastings,nan,Co
202,nan,Payne,nan,Co
202,nan,Evans,nan,Co
202,nan,Adams,nan,Co
202,nan,McGovern,nan,Co
203,nan,Booker,nan,Primary
203,nan,Cochran,nan,Co
203,nan,Gillibrand,nan,Co
203,nan,Scott,nan,Co
203,nan,Harris,nan,Co
203,nan,Jones,nan,Co
203,nan,Cantwell,nan,Co
203,nan,Whitehouse,nan,Co
203,Cortez,Masto,nan,Co
203,nan,Murphy,nan,Co
203,nan,Feinstein,nan,Co
203,nan,Smith,nan,Co
203,nan,Kaine,nan,Co
203,nan,Nelson,nan,Co
203,nan,Durbin,nan,Co
203,nan,Udall,nan,Co
203,nan,Murkowski,nan,Co
203,nan,Grassley,nan,Co
203,nan,Rubio,nan,Co
203,nan,Paul,nan,Co
203,nan,Alexander,nan,Co
204,nan,Meehan,nan,Co
205,nan,Baldwin,nan,Primary
205,nan,nan,nan,Co
206,nan,Kaine,nan,Primary
206,nan,nan,nan,Co
207,nan,Hirono,nan,Primary
207,nan,Murkowski,nan,Co
207,nan,Warren,nan,Co
207,nan,Hassan,nan,Co
207,nan,Fischer,nan,Co
207,nan,Stabenow,nan,Co
207,nan,Shaheen,nan,Co
207,nan,Baldwin,nan,Co
207,nan,Capito,nan,Co
207,nan,Heitkamp,nan,Co
207,nan,Feinstein,nan,Co
207,nan,Klobuchar,nan,Co
207,nan,Collins,nan,Co
207,nan,Cantwell,nan,Co
207,nan,Murray,nan,Co
207,nan,Durbin,nan,Co
207,nan,Duckworth,nan,Co
208,nan,Grijalva,nan,Primary
208,nan,nan,nan,Co
209,nan,Cardin,nan,Primary
209,nan,Baldwin,nan,Co
209,nan,Blumenthal,nan,Co
209,nan,Booker,nan,Co
209,nan,Brown,nan,Co
209,nan,Cantwell,nan,Co
209,nan,Coons,nan,Co
209,nan,Duckworth,nan,Co
209,nan,Durbin,nan,Co
209,nan,Franken,nan,Co
209,nan,Harris,nan,Co
209,nan,Heinrich,nan,Co
209,nan,Hirono,nan,Co
209,nan,Leahy,nan,Co
209,nan,Markey,nan,Co
209,nan,Menendez,nan,Co
209,nan,Merkley,nan,Co
