,billid,firstname,lastname,state,primaryorco,billstage,chambername,legistype,civid
4704,423,,Hastings,,Co,INTRODUCED,Senator,A BILL,
4705,424,,Warner,,Primary,INTRODUCED,Representative,A BILL,
4706,424,,Heller,,Co,INTRODUCED,Representative,A BILL,
4707,424,,Kaine,,Co,INTRODUCED,Representative,A BILL,
4708,424,,Gardner,,Co,INTRODUCED,Representative,A BILL,
4709,425,,Mitchell,,Primary,REFERRED,Representative,AN ACT,
4710,425,,Polis,,Co,REFERRED,Representative,AN ACT,
4711,425,,Garrett,,Co,REFERRED,Representative,AN ACT,
4712,425,,Krishnamoorthi,,Co,REFERRED,Representative,AN ACT,
4713,425,,Stivers,,Co,REFERRED,Representative,AN ACT,
4714,425,,Panetta,,Co,REFERRED,Representative,AN ACT,
4715,425,,Dunn,,Co,REFERRED,Representative,AN ACT,
4716,426,,,,Primary,INTRODUCED,Senator,A BILL,
4717,426,,,,Co,INTRODUCED,Senator,A BILL,
4718,427,,Schatz,,Primary,INTRODUCED,Representative,A BILL,
4719,427,,Brown,,Co,INTRODUCED,Representative,A BILL,
4720,428,,Hunter,,Primary,INTRODUCED,Representative,A BILL,
4721,428,,Fitzpatrick,,Co,INTRODUCED,Representative,A BILL,
4722,428,,Peters,,Co,INTRODUCED,Representative,A BILL,
4723,429,,Paulsen,,Primary,INTRODUCED,Senator,A BILL,
4724,429,,Moore,,Co,INTRODUCED,Senator,A BILL,
4725,430,,Paul,,Primary,INTRODUCED,Representative,A BILL,
4726,430,,Gillibrand,,Co,INTRODUCED,Representative,A BILL,
4727,431,,Bass,,Primary,REPORTED,Representative,A BILL,
4728,431,,Love,,Co,REPORTED,Representative,A BILL,
4729,431,McMorris,Rodgers,,Co,REPORTED,Representative,A BILL,
4730,431,,McSally,,Co,REPORTED,Representative,A BILL,
4731,431,,Lawrence,,Co,REPORTED,Representative,A BILL,
4732,431,,Stefanik,,Co,REPORTED,Representative,A BILL,
4733,431,,Roybal-Allard,,Co,REPORTED,Representative,A BILL,
4734,431,,Granger,,Co,REPORTED,Representative,A BILL,
4735,431,,Lofgren,,Co,REPORTED,Representative,A BILL,
4736,431,,Comstock,,Co,REPORTED,Representative,A BILL,
4737,431,Jackson,Lee,,Co,REPORTED,Representative,A BILL,
4738,431,,Jayapal,,Co,REPORTED,Representative,A BILL,
4739,431,,Noem,,Co,REPORTED,Representative,A BILL,
4740,431,,Napolitano,,Co,REPORTED,Representative,A BILL,
4741,431,,Black,,Co,REPORTED,Representative,A BILL,
4742,431,,Wagner,,Co,REPORTED,Representative,A BILL,
4743,431,,Kaptur,,Co,REPORTED,Representative,A BILL,
4744,431,Herrera,Beutler,,Co,REPORTED,Representative,A BILL,
4745,431,,Matsui,,Co,REPORTED,Representative,A BILL,
4746,431,,Ros-Lehtinen,,Co,REPORTED,Representative,A BILL,
4747,431,,Handel,,Co,REPORTED,Representative,A BILL,
4748,431,,Cheney,,Co,REPORTED,Representative,A BILL,
4749,431,,Fudge,,Co,REPORTED,Representative,A BILL,
4750,431,,Roby,,Co,REPORTED,Representative,A BILL,
4751,431,,McCollum,,Co,REPORTED,Representative,A BILL,
4752,431,,Walorski,,Co,REPORTED,Representative,A BILL,
4753,431,,Dingell,,Co,REPORTED,Representative,A BILL,
4754,431,,Speier,,Co,REPORTED,Representative,A BILL,
4755,431,Watson,Coleman,,Co,REPORTED,Representative,A BILL,
4756,431,,Norton,,Co,REPORTED,Representative,A BILL,
4757,431,,Lee,,Co,REPORTED,Representative,A BILL,
4758,431,,Moore,,Co,REPORTED,Representative,A BILL,
4759,431,,Pingree,,Co,REPORTED,Representative,A BILL,
4760,431,,Titus,,Co,REPORTED,Representative,A BILL,
4761,431,,Barragán,,Co,REPORTED,Representative,A BILL,
4762,431,,Hanabusa,,Co,REPORTED,Representative,A BILL,
4763,431,,Velázquez,,Co,REPORTED,Representative,A BILL,
4764,431,,Bonamici,,Co,REPORTED,Representative,A BILL,
4765,431,,Bustos,,Co,REPORTED,Representative,A BILL,
4766,431,,Tsongas,,Co,REPORTED,Representative,A BILL,
4767,431,,Meng,,Co,REPORTED,Representative,A BILL,
4768,431,,Sinema,,Co,REPORTED,Representative,A BILL,
4769,431,Blunt,Rochester,,Co,REPORTED,Representative,A BILL,
4770,431,,DeLauro,,Co,REPORTED,Representative,A BILL,
4771,431,,Adams,,Co,REPORTED,Representative,A BILL,
4772,431,,Schakowsky,,Co,REPORTED,Representative,A BILL,
4773,432,,Wagner,,Primary,ENGROSSED,Senator,AN ACT,
4774,432,,Ross,,Co,ENGROSSED,Senator,AN ACT,
4775,432,,Tenney,,Co,ENGROSSED,Senator,AN ACT,
4776,433,,,,Primary,INTRODUCED,Representative,A BILL,
4777,433,,,,Co,INTRODUCED,Representative,A BILL,
4778,434,,Slaughter,,Primary,INTRODUCED,Representative,A BILL,
4779,434,,McNerney,,Co,INTRODUCED,Representative,A BILL,
4780,435,,Quigley,,Primary,INTRODUCED,Representative,A BILL,
4781,435,,,,Co,INTRODUCED,Representative,A BILL,
4782,436,,Guthrie,,Primary,INTRODUCED,Representative,A BILL,
4783,436,,Bonamici,,Co,INTRODUCED,Representative,A BILL,
4784,437,,Cohen,,Primary,INTRODUCED,Senator,A BILL,
4785,437,Jackson,Lee,,Co,INTRODUCED,Senator,A BILL,
4786,438,,Manchin,,Primary,INTRODUCED,Representative,A BILL,
4787,438,,,,Co,INTRODUCED,Representative,A BILL,
4788,439,,Polis,,Primary,INTRODUCED,Senator,A BILL,
4789,439,,Farenthold,,Co,INTRODUCED,Senator,A BILL,
4790,439,,Beyer,,Co,INTRODUCED,Senator,A BILL,
4791,440,,Wyden,,Primary,INTRODUCED,Representative,A BILL,
4792,440,,Paul,,Co,INTRODUCED,Representative,A BILL,
4793,441,,Schiff,,Primary,INTRODUCED,Representative,A BILL,
4794,441,,,,Co,INTRODUCED,Representative,A BILL,
4795,442,,DeFazio,,Co,INTRODUCED,Representative,A BILL,
4796,442,,Pallone,,Co,INTRODUCED,Representative,A BILL,
4797,442,,Norcross,,Co,INTRODUCED,Representative,A BILL,
4798,442,,Dingell,,Co,INTRODUCED,Representative,A BILL,
4799,442,,Kihuen,,Co,INTRODUCED,Representative,A BILL,
4800,442,,Norton,,Co,INTRODUCED,Representative,A BILL,
4801,442,,Sablan,,Co,INTRODUCED,Representative,A BILL,
4802,442,,Espaillat,,Co,INTRODUCED,Representative,A BILL,
4803,442,,Bonamici,,Co,INTRODUCED,Representative,A BILL,
4804,442,,Adams,,Co,INTRODUCED,Representative,A BILL,
4805,442,,Gallego,,Co,INTRODUCED,Representative,A BILL,
4806,442,,Nadler,,Co,INTRODUCED,Representative,A BILL,
4807,442,Jackson,Lee,,Co,INTRODUCED,Representative,A BILL,
4808,442,,Evans,,Co,INTRODUCED,Representative,A BILL,
4809,442,,Velázquez,,Co,INTRODUCED,Representative,A BILL,
4810,442,,Payne,,Co,INTRODUCED,Representative,A BILL,
4811,442,,Kaptur,,Co,INTRODUCED,Representative,A BILL,
4812,442,,Demings,,Co,INTRODUCED,Representative,A BILL,
4813,442,,Vela,,Co,INTRODUCED,Representative,A BILL,
4814,442,,Fudge,,Co,INTRODUCED,Representative,A BILL,
4815,442,,Rush,,Co,INTRODUCED,Representative,A BILL,
4816,442,Blunt,Rochester,,Co,INTRODUCED,Representative,A BILL,
4817,442,,Richmond,,Co,INTRODUCED,Representative,A BILL,
4818,442,,Pocan,,Co,INTRODUCED,Representative,A BILL,
4819,442,,Conyers,,Co,INTRODUCED,Representative,A BILL,
4820,442,,Engel,,Co,INTRODUCED,Representative,A BILL,
4821,442,,Roybal-Allard,,Co,INTRODUCED,Representative,A BILL,
4822,442,,Cleaver,,Co,INTRODUCED,Representative,A BILL,
4823,442,,Khanna,,Co,INTRODUCED,Representative,A BILL,
4824,442,,Cohen,,Co,INTRODUCED,Representative,A BILL,
4825,442,,Jeffries,,Co,INTRODUCED,Representative,A BILL,
4826,442,,Clay,,Co,INTRODUCED,Representative,A BILL,
4827,442,,Takano,,Co,INTRODUCED,Representative,A BILL,
4828,442,,Vargas,,Co,INTRODUCED,Representative,A BILL,
4829,442,,Blumenauer,,Co,INTRODUCED,Representative,A BILL,
4830,442,,McEachin,,Co,INTRODUCED,Representative,A BILL,
4831,442,,Torres,,Co,INTRODUCED,Representative,A BILL,
4832,442,,Nolan,,Co,INTRODUCED,Representative,A BILL,
4833,442,,DeSaulnier,,Co,INTRODUCED,Representative,A BILL,
4834,442,,Loebsack,,Co,INTRODUCED,Representative,A BILL,
4835,442,,Moore,,Co,INTRODUCED,Representative,A BILL,
4836,442,,Hanabusa,,Co,INTRODUCED,Representative,A BILL,
4837,442,,Serrano,,Co,INTRODUCED,Representative,A BILL,
4838,442,,DeLauro,,Co,INTRODUCED,Representative,A BILL,
4839,442,,Schakowsky,,Co,INTRODUCED,Representative,A BILL,
4840,442,,McGovern,,Co,INTRODUCED,Representative,A BILL,
4841,442,,Cartwright,,Co,INTRODUCED,Representative,A BILL,
4842,443,,Fudge,,Primary,INTRODUCED,Representative,A BILL,
4843,443,,Evans,,Co,INTRODUCED,Representative,A BILL,
4844,443,,Lee,,Co,INTRODUCED,Representative,A BILL,
4845,444,,Himes,,Primary,INTRODUCED,Senator,A BILL,
4846,444,,Connolly,,Co,INTRODUCED,Senator,A BILL,
4847,444,,Polis,,Co,INTRODUCED,Senator,A BILL,
4848,445,,Hirono,,Primary,REPORTED,Senator,A BILL,
4849,445,,Baldwin,,Co,REPORTED,Senator,A BILL,
4850,445,,Blumenthal,,Co,REPORTED,Senator,A BILL,
4851,445,,Markey,,Co,REPORTED,Senator,A BILL,
4852,445,,Shaheen,,Co,REPORTED,Senator,A BILL,
4853,445,,Gillibrand,,Co,REPORTED,Senator,A BILL,
4854,445,,Cantwell,,Co,REPORTED,Senator,A BILL,
4855,445,,Merkley,,Co,REPORTED,Senator,A BILL,
4856,445,,Schatz,,Co,REPORTED,Senator,A BILL,
4857,446,,Reed,,Primary,INTRODUCED,Senator,A BILL,
4858,446,,Alexander,,Primary,INTRODUCED,Senator,A BILL,
4859,446,,Capito,,Co,INTRODUCED,Senator,A BILL,
4860,446,Van,Hollen,,Co,INTRODUCED,Senator,A BILL,6
4861,446,,Isakson,,Co,INTRODUCED,Senator,A BILL,
4862,446,,Blunt,,Co,INTRODUCED,Senator,A BILL,
4863,446,,Shaheen,,Co,INTRODUCED,Senator,A BILL,
4864,446,,Rubio,,Co,INTRODUCED,Senator,A BILL,
4865,446,,Gillibrand,,Co,INTRODUCED,Senator,A BILL,
4866,446,,Booker,,Co,INTRODUCED,Senator,A BILL,
4867,446,,Collins,,Co,INTRODUCED,Senator,A BILL,
4868,446,,King,,Co,INTRODUCED,Senator,A BILL,
4869,446,,Coons,,Co,INTRODUCED,Senator,A BILL,
4870,446,,Perdue,,Co,INTRODUCED,Senator,A BILL,
4871,446,,Grassley,,Co,INTRODUCED,Senator,A BILL,
4872,446,,Stabenow,,Co,INTRODUCED,Senator,A BILL,
4873,446,,Kennedy,,Co,INTRODUCED,Senator,A BILL,
4874,446,,Whitehouse,,Co,INTRODUCED,Senator,A BILL,
4875,446,,Cassidy,,Co,INTRODUCED,Senator,A BILL,
4876,446,,Blumenthal,,Co,INTRODUCED,Senator,A BILL,
4877,446,,Young,,Co,INTRODUCED,Senator,A BILL,
4878,446,,Casey,,Co,INTRODUCED,Senator,A BILL,
4879,446,,Manchin,,Co,INTRODUCED,Senator,A BILL,
4880,446,,Ernst,,Co,INTRODUCED,Senator,A BILL,
4881,446,,Nelson,,Co,INTRODUCED,Senator,A BILL,
4882,446,,Portman,,Co,INTRODUCED,Senator,A BILL,
4883,446,,Fischer,,Co,INTRODUCED,Senator,A BILL,
4884,446,,Franken,,Co,INTRODUCED,Senator,A BILL,
4885,446,,Brown,,Co,INTRODUCED,Senator,A BILL,
4886,446,,Hatch,,Co,INTRODUCED,Senator,A BILL,
4887,446,,Peters,,Co,INTRODUCED,Senator,A BILL,
4888,446,,Murkowski,,Co,INTRODUCED,Senator,A BILL,
4889,446,,Duckworth,,Co,INTRODUCED,Senator,A BILL,
4890,446,,Markey,,Co,INTRODUCED,Senator,A BILL,
4891,446,,Heller,,Co,INTRODUCED,Senator,A BILL,
4892,446,,Klobuchar,,Co,INTRODUCED,Senator,A BILL,
4893,446,,Wicker,,Co,INTRODUCED,Senator,A BILL,
4894,446,,Merkley,,Co,INTRODUCED,Senator,A BILL,
4895,446,,Donnelly,,Co,INTRODUCED,Senator,A BILL,
4896,446,,Feinstein,,Co,INTRODUCED,Senator,A BILL,
4897,446,,Schumer,,Co,INTRODUCED,Senator,A BILL,
4898,446,,Bennet,,Co,INTRODUCED,Senator,A BILL,
4899,446,,Leahy,,Co,INTRODUCED,Senator,A BILL,
4900,446,,Kaine,,Co,INTRODUCED,Senator,A BILL,
4901,446,,Smith,,Co,INTRODUCED,Senator,A BILL,
4902,446,,Tillis,,Co,INTRODUCED,Senator,A BILL,
4903,446,Cortez,Masto,,Co,INTRODUCED,Senator,A BILL,
4904,446,,Sanders,,Co,INTRODUCED,Senator,A BILL,
4905,446,,Cardin,,Co,INTRODUCED,Senator,A BILL,
4906,446,,Baldwin,,Co,INTRODUCED,Senator,A BILL,
4907,447,,Harris,,Primary,INTRODUCED,Senator,A BILL,
4908,447,,Murkowski,,Co,INTRODUCED,Senator,A BILL,
4909,448,,Gillibrand,,Primary,INTRODUCED,Representative,A BILL,
4910,448,,Cruz,,Co,INTRODUCED,Representative,A BILL,
4911,448,,Booker,,Co,INTRODUCED,Representative,A BILL,
4912,448,,Ernst,,Co,INTRODUCED,Representative,A BILL,
4913,448,,Murkowski,,Co,INTRODUCED,Representative,A BILL,
4914,448,,Baldwin,,Co,INTRODUCED,Representative,A BILL,
4915,448,,Shaheen,,Co,INTRODUCED,Representative,A BILL,
4916,448,,Feinstein,,Co,INTRODUCED,Representative,A BILL,
4917,448,,Gardner,,Co,INTRODUCED,Representative,A BILL,
4918,448,,Portman,,Co,INTRODUCED,Representative,A BILL,
4919,448,,Graham,,Co,INTRODUCED,Representative,A BILL,
4920,448,,Sullivan,,Co,INTRODUCED,Representative,A BILL,
4921,448,,Cornyn,,Co,INTRODUCED,Representative,A BILL,
4922,448,,Harris,,Co,INTRODUCED,Representative,A BILL,
4923,448,,Hassan,,Co,INTRODUCED,Representative,A BILL,
4924,448,Cortez,Masto,,Co,INTRODUCED,Representative,A BILL,
4925,448,,Blumenthal,,Co,INTRODUCED,Representative,A BILL,
4926,448,,Hirono,,Co,INTRODUCED,Representative,A BILL,
4927,448,,Warren,,Co,INTRODUCED,Representative,A BILL,
4928,448,,McCaskill,,Co,INTRODUCED,Representative,A BILL,
4929,449,,Cooper,,Primary,INTRODUCED,Senator,A BILL,
4930,449,,Peterson,,Co,INTRODUCED,Senator,A BILL,
4931,449,,Sinema,,Co,INTRODUCED,Senator,A BILL,
4932,449,,Costa,,Co,INTRODUCED,Senator,A BILL,
4933,449,,Schrader,,Co,INTRODUCED,Senator,A BILL,
4934,449,,Quigley,,Co,INTRODUCED,Senator,A BILL,
4935,449,,OHalleran,,Co,INTRODUCED,Senator,A BILL,
4936,450,,Cornyn,,Primary,INTRODUCED,Senator,A BILL,
4937,450,,Heller,,Co,INTRODUCED,Senator,A BILL,
4938,450,,Roberts,,Co,INTRODUCED,Senator,A BILL,
4939,451,,Murray,,Primary,INTRODUCED,Senator,A BILL,
4940,451,,Schumer,,Co,INTRODUCED,Senator,A BILL,
4941,451,,Durbin,,Co,INTRODUCED,Senator,A BILL,
4942,451,,Menendez,,Co,INTRODUCED,Senator,A BILL,
4943,451,,Coons,,Co,INTRODUCED,Senator,A BILL,
4944,451,,Brown,,Co,INTRODUCED,Senator,A BILL,
4945,451,,Udall,,Co,INTRODUCED,Senator,A BILL,
4946,451,,Casey,,Co,INTRODUCED,Senator,A BILL,
4947,451,,Baldwin,,Co,INTRODUCED,Senator,A BILL,
4948,451,Van,Hollen,,Co,INTRODUCED,Senator,A BILL,6
4949,451,,Shaheen,,Co,INTRODUCED,Senator,A BILL,
4950,451,,Gillibrand,,Co,INTRODUCED,Senator,A BILL,
4951,451,,Klobuchar,,Co,INTRODUCED,Senator,A BILL,
4952,451,,Markey,,Co,INTRODUCED,Senator,A BILL,
4953,451,,Hirono,,Co,INTRODUCED,Senator,A BILL,
4954,451,,Feinstein,,Co,INTRODUCED,Senator,A BILL,
4955,451,,Manchin,,Co,INTRODUCED,Senator,A BILL,
4956,451,,Heinrich,,Co,INTRODUCED,Senator,A BILL,
4957,451,,Blumenthal,,Co,INTRODUCED,Senator,A BILL,
4958,451,,Leahy,,Co,INTRODUCED,Senator,A BILL,
4959,451,,Booker,,Co,INTRODUCED,Senator,A BILL,
4960,451,,Reed,,Co,INTRODUCED,Senator,A BILL,
4961,451,,Sanders,,Co,INTRODUCED,Senator,A BILL,
4962,451,,Warren,,Co,INTRODUCED,Senator,A BILL,
4963,451,,Stabenow,,Co,INTRODUCED,Senator,A BILL,
4964,451,,Carper,,Co,INTRODUCED,Senator,A BILL,
4965,451,,Whitehouse,,Co,INTRODUCED,Senator,A BILL,
4966,451,,McCaskill,,Co,INTRODUCED,Senator,A BILL,
4967,451,,Cantwell,,Co,INTRODUCED,Senator,A BILL,
4968,451,,Franken,,Co,INTRODUCED,Senator,A BILL,
4969,451,,Warner,,Co,INTRODUCED,Senator,A BILL,
4970,451,,Harris,,Co,INTRODUCED,Senator,A BILL,
4971,451,,Murphy,,Co,INTRODUCED,Senator,A BILL,
4972,451,,Nelson,,Co,INTRODUCED,Senator,A BILL,
4973,451,,Wyden,,Co,INTRODUCED,Senator,A BILL,
4974,451,,Kaine,,Co,INTRODUCED,Senator,A BILL,
4975,451,,Hassan,,Co,INTRODUCED,Senator,A BILL,
4976,451,,Merkley,,Co,INTRODUCED,Senator,A BILL,
4977,451,,Tester,,Co,INTRODUCED,Senator,A BILL,
4978,451,,Duckworth,,Co,INTRODUCED,Senator,A BILL,
4979,451,,Bennet,,Co,INTRODUCED,Senator,A BILL,
4980,452,,Booker,,Primary,INTRODUCED,Representative,A BILL,
4981,452,,Gillibrand,,Co,INTRODUCED,Representative,A BILL,
4982,452,,Baldwin,,Co,INTRODUCED,Representative,A BILL,
4983,452,,Cardin,,Co,INTRODUCED,Representative,A BILL,
4984,452,,Blumenthal,,Co,INTRODUCED,Representative,A BILL,
4985,452,,Harris,,Co,INTRODUCED,Representative,A BILL,
4986,453,,Meng,,Primary,INTRODUCED,Representative,A BILL,
4987,453,,Velázquez,,Co,INTRODUCED,Representative,A BILL,
4988,453,,Nadler,,Co,INTRODUCED,Representative,A BILL,
4989,453,,Serrano,,Co,INTRODUCED,Representative,A BILL,
4990,453,,Jeffries,,Co,INTRODUCED,Representative,A BILL,
4991,454,,Rokita,,Primary,INTRODUCED,Representative,A BILL,
4992,454,,Messer,,Co,INTRODUCED,Representative,A BILL,
4993,454,,Farenthold,,Co,INTRODUCED,Representative,A BILL,
4994,454,,Westerman,,Co,INTRODUCED,Representative,A BILL,
4995,454,,DesJarlais,,Co,INTRODUCED,Representative,A BILL,
4996,454,,Moolenaar,,Co,INTRODUCED,Representative,A BILL,
4997,454,,Palazzo,,Co,INTRODUCED,Representative,A BILL,
4998,454,,Black,,Co,INTRODUCED,Representative,A BILL,
4999,454,,Schweikert,,Co,INTRODUCED,Representative,A BILL,
5000,454,,Loudermilk,,Co,INTRODUCED,Representative,A BILL,
5001,454,,Pittenger,,Co,INTRODUCED,Representative,A BILL,
5002,454,,Cole,,Co,INTRODUCED,Representative,A BILL,
5003,454,,Olson,,Co,INTRODUCED,Representative,A BILL,
5004,454,,Rohrabacher,,Co,INTRODUCED,Representative,A BILL,
5005,454,,Cramer,,Co,INTRODUCED,Representative,A BILL,
5006,454,,Meadows,,Co,INTRODUCED,Representative,A BILL,
5007,454,,Brat,,Co,INTRODUCED,Representative,A BILL,
5008,454,,Stewart,,Co,INTRODUCED,Representative,A BILL,
5009,454,,Pearce,,Co,INTRODUCED,Representative,A BILL,
5010,454,,Trott,,Co,INTRODUCED,Representative,A BILL,
5011,454,,Barr,,Co,INTRODUCED,Representative,A BILL,
5012,454,,Allen,,Co,INTRODUCED,Representative,A BILL,
5013,455,,DeLauro,,Primary,INTRODUCED,Representative,A BILL,
5014,455,,Velázquez,,Co,INTRODUCED,Representative,A BILL,
5015,455,,Slaughter,,Co,INTRODUCED,Representative,A BILL,
5016,455,,OHalleran,,Co,INTRODUCED,Representative,A BILL,
5017,455,,McCollum,,Co,INTRODUCED,Representative,A BILL,
5018,455,,Norton,,Co,INTRODUCED,Representative,A BILL,
5019,455,Watson,Coleman,,Co,INTRODUCED,Representative,A BILL,
5020,455,,Payne,,Co,INTRODUCED,Representative,A BILL,
5021,455,,Hastings,,Co,INTRODUCED,Representative,A BILL,
5022,455,,Speier,,Co,INTRODUCED,Representative,A BILL,
5023,455,,Langevin,,Co,INTRODUCED,Representative,A BILL,
5024,455,,Cicilline,,Co,INTRODUCED,Representative,A BILL,
5025,455,,Engel,,Co,INTRODUCED,Representative,A BILL,
5026,455,Wasserman,Schultz,,Co,INTRODUCED,Representative,A BILL,
5027,455,,Napolitano,,Co,INTRODUCED,Representative,A BILL,
5028,455,,Adams,,Co,INTRODUCED,Representative,A BILL,
5029,455,,Shea-Porter,,Co,INTRODUCED,Representative,A BILL,
5030,455,,Moore,,Co,INTRODUCED,Representative,A BILL,
5031,455,Jackson,Lee,,Co,INTRODUCED,Representative,A BILL,
5032,455,,Dingell,,Co,INTRODUCED,Representative,A BILL,
5033,455,,Tsongas,,Co,INTRODUCED,Representative,A BILL,
5034,455,,DeFazio,,Co,INTRODUCED,Representative,A BILL,
5035,455,,Rosen,,Co,INTRODUCED,Representative,A BILL,
5036,455,,Torres,,Co,INTRODUCED,Representative,A BILL,
5037,455,,Pocan,,Co,INTRODUCED,Representative,A BILL,
5038,455,,Schakowsky,,Co,INTRODUCED,Representative,A BILL,
5039,455,,Blumenauer,,Co,INTRODUCED,Representative,A BILL,
5040,455,,DelBene,,Co,INTRODUCED,Representative,A BILL,
5041,455,,Bonamici,,Co,INTRODUCED,Representative,A BILL,
5042,455,,Raskin,,Co,INTRODUCED,Representative,A BILL,
5043,455,,Norcross,,Co,INTRODUCED,Representative,A BILL,
5044,455,,Cárdenas,,Co,INTRODUCED,Representative,A BILL,
5045,455,,Carbajal,,Co,INTRODUCED,Representative,A BILL,
5046,455,,Demings,,Co,INTRODUCED,Representative,A BILL,
5047,455,,Lynch,,Co,INTRODUCED,Representative,A BILL,
5048,455,,Khanna,,Co,INTRODUCED,Representative,A BILL,
5049,455,,Kihuen,,Co,INTRODUCED,Representative,A BILL,
5050,455,,Meeks,,Co,INTRODUCED,Representative,A BILL,
5051,455,,Beyer,,Co,INTRODUCED,Representative,A BILL,
5052,455,,Moulton,,Co,INTRODUCED,Representative,A BILL,
5053,455,,Lowenthal,,Co,INTRODUCED,Representative,A BILL,
5054,455,,Capuano,,Co,INTRODUCED,Representative,A BILL,
5055,455,,Lawrence,,Co,INTRODUCED,Representative,A BILL,
5056,455,,Foster,,Co,INTRODUCED,Representative,A BILL,
5057,455,,Tonko,,Co,INTRODUCED,Representative,A BILL,
5058,455,,Kind,,Co,INTRODUCED,Representative,A BILL,
5059,455,,Serrano,,Co,INTRODUCED,Representative,A BILL,
5060,455,,Sablan,,Co,INTRODUCED,Representative,A BILL,
5061,455,,Fudge,,Co,INTRODUCED,Representative,A BILL,
5062,455,,Ellison,,Co,INTRODUCED,Representative,A BILL,
5063,455,,Suozzi,,Co,INTRODUCED,Representative,A BILL,
5064,455,,McEachin,,Co,INTRODUCED,Representative,A BILL,
5065,455,,Takano,,Co,INTRODUCED,Representative,A BILL,
5066,455,,Grijalva,,Co,INTRODUCED,Representative,A BILL,
5067,455,,Heck,,Co,INTRODUCED,Representative,A BILL,
5068,455,,McNerney,,Co,INTRODUCED,Representative,A BILL,
5069,455,,Yarmuth,,Co,INTRODUCED,Representative,A BILL,
5070,455,,Garamendi,,Co,INTRODUCED,Representative,A BILL,
5071,455,,DeSaulnier,,Co,INTRODUCED,Representative,A BILL,
5072,455,,Evans,,Co,INTRODUCED,Representative,A BILL,
5073,455,,Conyers,,Co,INTRODUCED,Representative,A BILL,
5074,455,,Gallego,,Co,INTRODUCED,Representative,A BILL,
5075,455,,Aguilar,,Co,INTRODUCED,Representative,A BILL,
5076,455,,Cooper,,Co,INTRODUCED,Representative,A BILL,
5077,455,,Cleaver,,Co,INTRODUCED,Representative,A BILL,
5078,455,,Peters,,Co,INTRODUCED,Representative,A BILL,
5079,455,,Bustos,,Co,INTRODUCED,Representative,A BILL,
5080,455,,Kildee,,Co,INTRODUCED,Representative,A BILL,
5081,455,,DeGette,,Co,INTRODUCED,Representative,A BILL,
5082,455,,Roybal-Allard,,Co,INTRODUCED,Representative,A BILL,
5083,455,,Connolly,,Co,INTRODUCED,Representative,A BILL,
5084,455,,Nadler,,Co,INTRODUCED,Representative,A BILL,
5085,455,,Kennedy,,Co,INTRODUCED,Representative,A BILL,
5086,455,,Cohen,,Co,INTRODUCED,Representative,A BILL,
5087,455,,Perlmutter,,Co,INTRODUCED,Representative,A BILL,
5088,455,,Vargas,,Co,INTRODUCED,Representative,A BILL,
5089,455,,Walz,,Co,INTRODUCED,Representative,A BILL,
5090,455,,Veasey,,Co,INTRODUCED,Representative,A BILL,
5091,455,,Schrader,,Co,INTRODUCED,Representative,A BILL,
5092,455,,Sánchez,,Co,INTRODUCED,Representative,A BILL,
5093,455,,Jeffries,,Co,INTRODUCED,Representative,A BILL,
5094,455,,Himes,,Co,INTRODUCED,Representative,A BILL,
5095,455,,Butterfield,,Co,INTRODUCED,Representative,A BILL,
5096,455,,Beatty,,Co,INTRODUCED,Representative,A BILL,
5097,455,,Bera,,Co,INTRODUCED,Representative,A BILL,
5098,455,,McGovern,,Co,INTRODUCED,Representative,A BILL,
5099,455,,Jayapal,,Co,INTRODUCED,Representative,A BILL,
5100,455,,Gottheimer,,Co,INTRODUCED,Representative,A BILL,
5101,455,,Schneider,,Co,INTRODUCED,Representative,A BILL,
5102,455,,Kilmer,,Co,INTRODUCED,Representative,A BILL,
5103,455,,Espaillat,,Co,INTRODUCED,Representative,A BILL,
5104,455,,Levin,,Co,INTRODUCED,Representative,A BILL,
5105,455,,Lee,,Co,INTRODUCED,Representative,A BILL,
5106,455,,Crist,,Co,INTRODUCED,Representative,A BILL,
5107,455,,Delaney,,Co,INTRODUCED,Representative,A BILL,
5108,455,Blunt,Rochester,,Co,INTRODUCED,Representative,A BILL,
5109,455,,Pallone,,Co,INTRODUCED,Representative,A BILL,
5110,455,,Huffman,,Co,INTRODUCED,Representative,A BILL,
5111,455,,Matsui,,Co,INTRODUCED,Representative,A BILL,
5112,455,,Pascrell,,Co,INTRODUCED,Representative,A BILL,
5113,455,,Kaptur,,Co,INTRODUCED,Representative,A BILL,
5114,455,,Vela,,Co,INTRODUCED,Representative,A BILL,
5115,455,,Gutiérrez,,Co,INTRODUCED,Representative,A BILL,
5116,455,,Eshoo,,Co,INTRODUCED,Representative,A BILL,
5117,455,,Krishnamoorthi,,Co,INTRODUCED,Representative,A BILL,
5118,455,,Barragán,,Co,INTRODUCED,Representative,A BILL,
5119,455,,Courtney,,Co,INTRODUCED,Representative,A BILL,
5120,455,,Welch,,Co,INTRODUCED,Representative,A BILL,
5121,455,,Pingree,,Co,INTRODUCED,Representative,A BILL,
5122,455,,Sarbanes,,Co,INTRODUCED,Representative,A BILL,
5123,455,,Hoyer,,Co,INTRODUCED,Representative,A BILL,
5124,455,,Titus,,Co,INTRODUCED,Representative,A BILL,
5125,455,,Sinema,,Co,INTRODUCED,Representative,A BILL,
